#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
2151	964.470	-9.492	964.304
2152	964.500	-9.802	964.330
2153	964.530	-9.993	964.361
2154	964.560	-9.764	964.390
2155	964.590	-9.254	964.418
2156	964.620	-8.836	964.456
2157	964.650	-8.831	964.480
2158	964.680	-8.620	964.512
2159	964.710	-8.227	964.540
2160	964.740	-7.700	964.573
2161	964.770	-7.228	964.600
2162	964.800	-6.561	964.633
2163	964.830	-5.812	964.659
2164	964.860	-5.103	964.691
2165	964.890	-4.616	964.723
2166	964.920	-4.102	964.752
2167	964.950	-3.426	964.781
2168	964.980	-2.763	964.813
2169	965.010	-2.237	964.839
2170	965.040	-1.528	964.870
2171	965.070	-0.640	964.900
2172	965.100	0.117	964.930
2173	965.130	0.632	964.959
2174	965.160	1.223	964.993
2175	965.190	1.923	965.022
2176	965.220	2.432	965.047
2177	965.250	2.893	965.080
2178	965.280	3.272	965.111
2179	965.310	3.884	965.143
2180	965.340	4.500	965.171
2181	965.370	4.784	965.200
2182	965.400	4.988	965.232
2183	965.430	5.277	965.264
2184	965.460	5.488	965.288
2185	965.490	5.654	965.323
2186	965.520	5.589	965.350
2187	965.550	5.851	965.383
2188	965.580	6.262	965.412
2189	965.610	6.580	965.442
2190	965.640	6.589	965.472
2191	965.670	6.597	965.500
2192	965.700	6.603	965.528
2193	965.730	6.470	965.564
2194	965.760	6.438	965.594
2195	965.790	6.495	965.621
2196	965.820	6.693	965.650
2197	965.850	6.849	965.682
2198	965.880	6.759	965.713
2199	965.910	6.526	965.740
2200	965.940	6.213	965.772
2201	965.970	6.166	965.799
2202	966.000	6.055	965.828
2203	966.030	5.988	965.863
2204	966.060	5.894	965.890
2205	966.090	5.876	965.921
2206	966.120	5.617	965.954
2207	966.150	5.427	965.983
2208	966.180	5.094	966.013
2209	966.210	4.841	966.044
2210	966.240	4.543	966.070
2211	966.270	4.281	966.098
2212	966.300	4.079	966.133
2213	966.330	3.791	966.164
2214	966.360	3.417	966.191
2215	966.390	3.040	966.223
2216	966.420	2.600	966.253
2217	966.450	2.109	966.278
2218	966.480	1.555	966.310
2219	966.510	1.084	966.340
2220	966.540	0.701	966.370
2221	966.570	0.259	966.402
2222	966.600	-0.322	966.429
2223	966.630	-0.997	966.461
2224	966.660	-1.734	966.494
2225	966.690	-2.515	966.521
2226	966.720	-3.123	966.553
2227	966.750	-3.559	966.583
2228	966.780	-4.048	966.614
2229	966.810	-4.607	966.641
2230	966.840	-5.176	966.670
2231	966.870	-5.787	966.705
2232	966.900	-6.329	966.731
2233	966.930	-6.803	966.764
2234	966.960	-7.249	966.792
2235	966.990	-7.561	966.819
2236	967.020	-7.967	966.852
2237	967.050	-8.235	966.881
2238	967.080	-8.593	966.912
2239	967.110	-8.963	966.943
2240	967.140	-9.117	966.972
2241	967.170	-9.059	967.001
2242	967.200	-8.814	967.035
2243	967.230	-8.574	967.063
2244	967.260	-8.315	967.092
2245	967.290	-8.158	967.120
2246	967.320	-7.920	967.154
2247	967.350	-7.852	967.181
2248	967.380	-7.594	967.212
2249	967.410	-7.206	967.243
2250	967.440	-6.651	967.271
2251	967.470	-6.170	967.303
2252	967.500	-5.882	967.331
2253	967.530	-5.628	967.360
2254	967.560	-5.393	967.393
2255	967.590	-5.009	967.421
2256	967.620	-4.570	967.450
2257	967.650	-4.019	967.482
2258	967.680	-3.207	967.514
2259	967.710	-2.540	967.542
2260	967.740	-2.068	967.569
2261	967.770	-1.764	967.598
2262	967.800	-1.289	967.631
2263	967.830	-0.669	967.660
2264	967.860	0.027	967.694
2265	967.890	0.708	967.723
2266	967.920	1.678	967.753
2267	967.950	2.554	967.783
2268	967.980	3.335	967.811
2269	968.010	3.981	967.840
2270	968.040	4.554	967.874
2271	968.070	5.210	967.903
2272	968.100	5.850	967.933
2273	968.130	6.465	967.964
2274	968.160	7.022	967.988
2275	968.190	7.704	968.019
2276	968.220	8.169	968.049
2277	968.250	8.346	968.082
2278	968.280	8.246	968.111
2279	968.310	8.302	968.141
2280	968.340	8.405	968.173
2281	968.370	8.552	968.204
2282	968.400	8.735	968.231
2283	968.430	8.927	968.261
2284	968.460	9.012	968.289
2285	968.490	8.882	968.318
2286	968.520	8.526	968.351
2287	968.550	8.054	968.381
2288	968.580	7.756	968.413
2289	968.610	7.501	968.441
2290	968.640	7.354	968.475
2291	968.670	7.199	968.503
2292	968.700	7.020	968.534
2293	968.730	6.627	968.562
2294	968.760	6.026	968.592
2295	968.790	5.202	968.620
2296	968.820	4.679	968.649
2297	968.850	4.419	968.681
2298	968.880	4.245	968.708
2299	968.910	4.131	968.742
2300	968.940	3.873	968.774
2301	968.970	3.246	968.800
2302	969.000	2.279	968.829
2303	969.030	1.224	968.860
2304	969.060	0.168	968.890
2305	969.090	-0.277	968.921
2306	969.120	-0.551	968.950
2307	969.150	-0.808	968.983
2308	969.180	-1.297	969.008
2309	969.210	-2.111	969.038
2310	969.240	-3.042	969.074
2311	969.270	-3.971	969.101
2312	969.300	-4.657	969.127
2313	969.330	-4.871	969.160
2314	969.360	-4.849	969.190
2315	969.390	-4.922	969.223
2316	969.420	-5.225	969.252
2317	969.450	-5.801	969.286
2318	969.480	-6.510	969.314
2319	969.510	-7.181	969.344
2320	969.540	-7.538	969.371
2321	969.570	-7.554	969.401
2322	969.600	-7.243	969.431
2323	969.630	-7.104	969.462
2324	969.660	-7.207	969.490
2325	969.690	-7.496	969.521
2326	969.720	-7.588	969.553
2327	969.750	-7.543	969.582
2328	969.780	-7.417	969.609
2329	969.810	-7.117	969.644
2330	969.840	-6.611	969.671
2331	969.870	-6.035	969.702
2332	969.900	-5.622	969.729
2333	969.930	-5.218	969.763
2334	969.960	-4.989	969.793
2335	969.990	-4.625	969.822
2336	970.020	-4.452	969.849
2337	970.050	-4.156	969.883
2338	970.080	-3.808	969.913
2339	970.110	-3.461	969.941
2340	970.140	-3.020	969.974
2341	970.170	-2.826	970.001
2342	970.200	-2.755	970.029
2343	970.230	-2.819	970.063
2344	970.260	-2.812	970.089
2345	970.290	-2.775	970.119
2346	970.320	-2.538	970.153
2347	970.350	-2.044	970.182
2348	970.380	-1.512	970.212
2349	970.410	-1.272	970.239
2350	970.440	-1.162	970.275
2351	970.470	-1.126	970.305
2352	970.500	-0.924	970.330
2353	970.530	-0.575	970.359
2354	970.560	-0.166	970.395
2355	970.590	0.309	970.422
2356	970.620	0.933	970.456
2357	970.650	1.377	970.478
2358	970.680	1.580	970.510
2359	970.710	1.790	970.541
2360	970.740	2.269	970.573
2361	970.770	2.783	970.596
2362	970.800	3.448	970.633
2363	970.830	4.043	970.659
2364	970.860	4.696	970.690
2365	970.890	5.295	970.721
2366	970.920	5.645	970.752
2367	970.950	5.951	970.784
2368	970.980	6.220	970.810
2369	971.010	6.637	970.839
2370	971.040	6.982	970.871
2371	971.070	7.367	970.901
2372	971.100	7.756	970.931
2373	971.130	8.168	970.965
2374	971.160	8.364	970.991
2375	971.190	8.380	971.024
2376	971.220	8.376	971.055
2377	971.250	8.484	971.080
2378	971.280	8.609	971.115
2379	971.310	8.640	971.140
2380	971.340	8.560	971.169
2381	971.370	8.387	971.202
2382	971.400	8.051	971.233
2383	971.430	7.485	971.263
2384	971.460	6.884	971.289
2385	971.490	6.450	971.321
2386	971.520	6.029	971.349
2387	971.550	5.542	971.380
2388	971.580	4.951	971.414
2389	971.610	4.331	971.442
2390	971.640	3.624	971.470
2391	971.670	2.684	971.501
2392	971.700	1.842	971.533
2393	971.730	1.191	971.562
2394	971.760	0.706	971.588
2395	971.790	0.129	971.622
2396	971.820	-0.582	971.651
2397	971.850	-1.359	971.681
2398	971.880	-2.037	971.711
2399	971.910	-2.685	971.739
2400	971.940	-3.273	971.768
2401	971.970	-3.836	971.800
2402	972.000	-4.377	971.831
2403	972.030	-4.775	971.863
2404	972.060	-5.148	971.892
2405	972.090	-5.543	971.921
2406	972.120	-5.816	971.948
2407	972.150	-6.042	971.983
2408	972.180	-6.190	972.014
2409	972.210	-6.461	972.041
2410	972.240	-6.709	972.072
2411	972.270	-6.800	972.101
2412	972.300	-6.756	972.131
2413	972.330	-6.799	972.159
2414	972.360	-6.928	972.193
2415	972.390	-7.104	972.220
2416	972.420	-7.165	972.250
2417	972.450	-7.301	972.283
2418	972.480	-7.502	972.308
2419	972.510	-7.668	972.344
2420	972.540	-7.486	972.372
2421	972.570	-7.248	972.402
2422	972.600	-7.206	972.428
2423	972.630	-7.235	972.463
2424	972.660	-7.185	972.487
2425	972.690	-7.063	972.522
2426	972.720	-6.983	972.550
2427	972.750	-6.791	972.584
2428	972.780	-6.402	972.610
2429	972.810	-5.965	972.639
2430	972.840	-5.638	972.672
2431	972.870	-5.438	972.700
2432	972.900	-5.188	972.731
2433	972.930	-4.876	972.759
2434	972.960	-4.583	972.791
2435	972.990	-4.062	972.821
2436	973.020	-3.329	972.853
2437	973.050	-2.479	972.877
2438	973.080	-1.672	972.915
2439	973.110	-1.020	972.941
2440	973.140	-0.453	972.972
2441	973.170	0.321	973.000
2442	973.200	1.121	973.032
2443	973.230	2.011	973.055
2444	973.260	2.958	973.090
2445	973.290	3.877	973.119
2446	973.320	4.740	973.150
2447	973.350	5.463	973.179
2448	973.380	6.071	973.213
2449	973.410	6.521	973.242
2450	973.440	7.005	973.273
2451	973.470	7.346	973.300
2452	973.500	7.650	973.332
2453	973.530	8.008	973.362
2454	973.560	8.385	973.387
2455	973.590	8.643	973.424
2456	973.620	8.633	973.450
2457	973.650	8.556	973.480
2458	973.680	8.409	973.514
2459	973.710	8.162	973.537
2460	973.740	8.023	973.573
2461	973.770	7.921	973.599
2462	973.800	7.967	973.630
2463	973.830	7.813	973.662
2464	973.860	7.516	973.687
2465	973.890	6.958	973.723
2466	973.920	6.386	973.751
2467	973.950	5.992	973.780
2468	973.980	5.644	973.816
2469	974.010	5.323	973.843
2470	974.040	5.024	973.871
2471	974.070	4.692	973.904
2472	974.100	4.385	973.932
2473	974.130	4.000	973.963
2474	974.160	3.519	973.993
2475	974.190	3.081	974.021
2476	974.220	2.891	974.054
2477	974.250	2.582	974.081
2478	974.280	2.451	974.111
2479	974.310	2.132	974.141
2480	974.340	1.791	974.173
2481	974.370	1.457	974.202
2482	974.400	1.179	974.234
2483	974.430	0.846	974.263
2484	974.460	0.553	974.291
2485	974.490	0.245	974.323
2486	974.520	-0.100	974.349
2487	974.550	-0.620	974.383
2488	974.580	-1.174	974.413
2489	974.610	-1.703	974.440
2490	974.640	-2.118	974.469
2491	974.670	-2.471	974.501
2492	974.700	-2.926	974.531
2493	974.730	-3.222	974.562
2494	974.760	-3.698	974.592
2495	974.790	-4.253	974.620
2496	974.820	-4.889	974.649
2497	974.850	-5.358	974.680
2498	974.880	-5.621	974.714
2499	974.910	-5.784	974.743
2500	974.940	-6.067	974.767
2501	974.970	-6.387	974.802
2502	975.000	-6.772	974.833
2503	975.030	-7.231	974.863
2504	975.060	-7.808	974.891
2505	975.090	-8.305	974.920
2506	975.120	-8.539	974.952
2507	975.150	-8.501	974.984
2508	975.180	-8.510	975.009
2509	975.210	-8.647	975.044
2510	975.240	-8.899	975.070
2511	975.270	-9.167	975.101
2512	975.300	-9.360	975.130
2513	975.330	-9.412	975.162
2514	975.360	-9.017	975.194
2515	975.390	-8.351	975.220
2516	975.420	-7.540	975.251
2517	975.450	-7.115	975.282
2518	975.480	-6.814	975.310
2519	975.510	-6.696	975.341
2520	975.540	-6.329	975.369
2521	975.570	-5.538	975.402
2522	975.600	-4.766	975.432
2523	975.630	-3.722	975.461
2524	975.660	-2.703	975.491
2525	975.690	-1.966	975.519
2526	975.720	-1.440	975.553
2527	975.750	-0.937	975.582
2528	975.780	-0.148	975.613
2529	975.810	0.680	975.644
2530	975.840	1.626	975.670
2531	975.870	2.438	975.703
2532	975.900	3.381	975.733
2533	975.930	4.128	975.762
2534	975.960	4.552	975.789
2535	975.990	4.869	975.821
2536	976.020	5.199	975.851
2537	976.050	5.598	975.880
2538	976.080	6.146	975.909
2539	976.110	6.759	975.939
2540	976.140	7.376	975.972
2541	976.170	7.968	976.005
2542	976.200	8.318	976.031
2543	976.230	8.400	976.064
2544	976.260	8.377	976.095
2545	976.290	8.520	976.121
2546	976.320	8.686	976.149
2547	976.350	8.894	976.181
2548	976.380	9.103	976.210
2549	976.410	9.260	976.243
2550	976.440	9.377	976.271
2551	976.470	9.247	976.301
2552	976.500	8.890	976.333
2553	976.530	8.490	976.364
2554	976.560	8.433	976.390
2555	976.590	8.365	976.423
2556	976.620	8.336	976.448
2557	976.650	8.274	976.479
2558	976.680	8.015	976.507
2559	976.710	7.464	976.543
2560	976.740	6.570	976.575
2561	976.770	5.651	976.600
2562	976.800	5.007	976.630
2563	976.830	4.594	976.661
2564	976.860	4.166	976.691
2565	976.890	3.766	976.720
2566	976.920	3.170	976.751
2567	976.950	2.419	976.781
2568	976.980	1.342	976.808
2569	977.010	0.142	976.841
2570	977.040	-0.745	976.870
2571	977.070	-1.177	976.901
2572	977.100	-1.381	976.934
2573	977.130	-1.635	976.961
2574	977.160	-1.996	976.993
2575	977.190	-2.700	977.020
2576	977.220	-3.512	977.049
2577	977.250	-4.409	977.078
2578	977.280	-5.045	977.107
2579	977.310	-5.321	977.138
2580	977.340	-5.336	977.171
2581	977.370	-5.518	977.201
2582	977.400	-5.881	977.230
2583	977.430	-6.443	977.259
2584	977.460	-7.095	977.292
2585	977.490	-7.690	977.320
2586	977.520	-8.128	977.352
2587	977.550	-8.332	977.385
2588	977.580	-8.349	977.412
2589	977.610	-8.409	977.441
2590	977.640	-8.576	977.467
2591	977.670	-8.806	977.505
2592	977.700	-9.246	977.530
2593	977.730	-9.559	977.562
2594	977.760	-9.547	977.592
2595	977.790	-9.153	977.624
2596	977.820	-8.534	977.648
2597	977.850	-7.935	977.681
2598	977.880	-7.591	977.710
2599	977.910	-7.387	977.740
2600	977.940	-7.233	977.775
2601	977.970	-6.966	977.799
2602	978.000	-6.382	977.831
2603	978.030	-5.525	977.862
2604	978.060	-4.711	977.889
2605	978.090	-3.939	977.921
2606	978.120	-3.534	977.947
2607	978.150	-3.278	977.983
2608	978.180	-2.943	978.010
2609	978.210	-2.395	978.040
2610	978.240	-1.692	978.071
2611	978.270	-0.736	978.100
2612	978.300	-0.051	978.126
2613	978.330	0.454	978.161
2614	978.360	0.780	978.193
2615	978.390	1.018	978.221
2616	978.420	1.246	978.250
2617	978.450	1.865	978.282
2618	978.480	2.475	978.312
2619	978.510	3.032	978.343
2620	978.540	3.597	978.370
2621	978.570	4.024	978.401
2622	978.600	4.331	978.431
2623	978.630	4.527	978.462
2624	978.660	4.729	978.492
2625	978.690	4.970	978.523
2626	978.720	5.197	978.551
2627	978.750	5.488	978.583
2628	978.780	5.745	978.612
2629	978.810	6.082	978.639
2630	978.840	6.261	978.672
2631	978.870	6.354	978.700
2632	978.900	6.376	978.732
2633	978.930	6.350	978.760
2634	978.960	6.560	978.790
2635	978.990	6.923	978.820
2636	979.020	7.272	978.854
2637	979.050	7.582	978.882
2638	979.080	7.748	978.912
2639	979.110	7.740	978.942
2640	979.140	7.555	978.970
2641	979.170	7.401	979.000
2642	979.200	7.389	979.028
2643	979.230	7.559	979.061
2644	979.260	7.700	979.090
2645	979.290	7.713	979.120
2646	979.320	7.424	979.152
2647	979.350	6.945	979.178
2648	979.380	6.297	979.213
2649	979.410	5.763	979.242
2650	979.440	5.396	979.272
2651	979.470	5.117	979.304
2652	979.500	4.755	979.331
2653	979.530	4.158	979.363
2654	979.560	3.385	979.390
2655	979.590	2.504	979.419
2656	979.620	1.747	979.450
2657	979.650	1.193	979.485
2658	979.680	0.613	979.513
2659	979.710	0.124	979.543
2660	979.740	-0.384	979.575
2661	979.770	-1.016	979.602
2662	979.800	-1.789	979.630
2663	979.830	-2.582	979.658
2664	979.860	-3.339	979.692
2665	979.890	-3.941	979.717
2666	979.920	-4.573	979.751
2667	979.950	-5.142	979.784
2668	979.980	-5.685	979.813
2669	980.010	-6.246	979.846
2670	980.040	-6.892	979.870
2671	980.070	-7.437	979.899
2672	980.100	-7.798	979.935
2673	980.130	-8.003	979.963
2674	980.160	-8.235	979.990
2675	980.190	-8.357	980.021
2676	980.220	-8.505	980.054
2677	980.250	-8.581	980.077
2678	980.280	-8.747	980.113
2679	980.310	-8.763	980.138
2680	980.340	-8.640	980.172
2681	980.370	-8.414	980.201
2682	980.400	-8.225	980.231
2683	980.430	-8.075	980.257
2684	980.460	-7.840	980.289
2685	980.490	-7.503	980.321
2686	980.520	-7.136	980.349
2687	980.550	-6.692	980.383
2688	980.580	-6.202	980.408
2689	980.610	-5.688	980.441
2690	980.640	-5.323	980.469
2691	980.670	-5.074	980.504
2692	980.700	-4.830	980.535
2693	980.730	-4.416	980.558
2694	980.760	-4.013	980.591
2695	980.790	-3.649	980.623
2696	980.820	-3.376	980.651
2697	980.850	-3.107	980.682
2698	980.880	-2.871	980.714
2699	980.910	-2.555	980.737
2700	980.940	-2.023	980.776
2701	980.970	-1.470	980.802
2702	981.000	-0.808	980.833
2703	981.030	-0.099	980.859
2704	981.060	0.520	980.890
2705	981.090	1.178	980.921
2706	981.120	1.920	980.952
2707	981.150	2.622	980.981
2708	981.180	3.281	981.009
2709	981.210	4.013	981.042
2710	981.240	4.772	981.072
2711	981.270	5.414	981.103
2712	981.300	6.093	981.133
2713	981.330	6.573	981.162
2714	981.360	7.038	981.189
2715	981.390	7.377	981.223
2716	981.420	7.630	981.253
2717	981.450	7.891	981.282
2718	981.480	8.195	981.311
2719	981.510	8.553	981.342
2720	981.540	8.821	981.372
2721	981.570	9.002	981.401
2722	981.600	9.067	981.431
2723	981.630	9.047	981.460
2724	981.660	9.049	981.491
2725	981.690	8.985	981.518
2726	981.720	9.018	981.549
2727	981.750	8.959	981.583
2728	981.780	8.700	981.610
2729	981.810	8.273	981.641
2730	981.840	7.565	981.669
2731	981.870	6.898	981.699
2732	981.900	6.254	981.732
2733	981.930	5.666	981.762
2734	981.960	5.117	981.791
2735	981.990	4.537	981.820
2736	982.020	3.993	981.855
2737	982.050	3.336	981.881
2738	982.080	2.682	981.911
2739	982.110	1.967	981.943
2740	982.140	1.459	981.972
2741	982.170	0.868	982.001
2742	982.200	0.368	982.030
2743	982.230	-0.144	982.057
2744	982.260	-0.684	982.093
2745	982.290	-1.165	982.121
2746	982.320	-1.791	982.153
2747	982.350	-2.373	982.180
2748	982.380	-2.924	982.209
2749	982.410	-3.276	982.239
2750	982.440	-3.467	982.268
2751	982.470	-3.790	982.302
2752	982.500	-4.023	982.330
2753	982.530	-4.306	982.361
2754	982.560	-4.641	982.391
2755	982.590	-4.860	982.422
2756	982.620	-5.135	982.451
2757	982.650	-5.234	982.481
2758	982.680	-5.169	982.510
2759	982.710	-5.282	982.540
2760	982.740	-5.485	982.575
2761	982.770	-5.740	982.601
2762	982.800	-5.982	982.634
2763	982.830	-6.121	982.663
2764	982.860	-6.161	982.692
2765	982.890	-6.264	982.723
2766	982.920	-6.226	982.751
2767	982.950	-6.237	982.782
2768	982.980	-6.351	982.814
2769	983.010	-6.595	982.839
2770	983.040	-6.667	982.872
2771	983.070	-6.671	982.903
2772	983.100	-6.563	982.930
2773	983.130	-6.397	982.961
2774	983.160	-6.338	982.991
2775	983.190	-6.292	983.019
2776	983.220	-6.236	983.053
2777	983.250	-6.217	983.081
2778	983.280	-6.134	983.110
2779	983.310	-5.770	983.141
2780	983.340	-5.337	983.172
2781	983.370	-4.766	983.200
2782	983.400	-4.314	983.234
2783	983.430	-3.928	983.258
2784	983.460	-3.535	983.294
2785	983.490	-3.115	983.323
2786	983.520	-2.764	983.352
2787	983.550	-2.098	983.378
2788	983.580	-1.255	983.412
2789	983.610	-0.421	983.439
2790	983.640	0.333	983.473
2791	983.670	0.894	983.501
2792	983.700	1.388	983.530
2793	983.730	1.918	983.560
2794	983.760	2.582	983.591
2795	983.790	3.291	983.618
2796	983.820	4.157	983.654
2797	983.850	4.793	983.679
2798	983.880	5.387	983.713
2799	983.910	5.782	983.741
2800	983.940	6.022	983.775
2801	983.970	6.286	983.802
2802	984.000	6.565	983.831
2803	984.030	6.910	983.862
2804	984.060	7.208	983.893
2805	984.090	7.450	983.920
2806	984.120	7.682	983.951
2807	984.150	7.653	983.974
2808	984.180	7.516	984.013
2809	984.210	7.359	984.044
2810	984.240	7.317	984.073
2811	984.270	7.356	984.101
2812	984.300	7.500	984.129
2813	984.330	7.537	984.161
2814	984.360	7.496	984.191
2815	984.390	7.212	984.223
2816	984.420	6.803	984.250
2817	984.450	6.371	984.280
2818	984.480	5.941	984.314
2819	984.510	5.722	984.342
2820	984.540	5.470	984.371
2821	984.570	5.170	984.401
2822	984.600	4.789	984.428
2823	984.630	4.258	984.463
2824	984.660	3.634	984.490
2825	984.690	3.034	984.520
2826	984.720	2.409	984.553
2827	984.750	1.898	984.578
2828	984.780	1.404	984.614
2829	984.810	0.969	984.642
2830	984.840	0.518	984.671
2831	984.870	-0.001	984.699
2832	984.900	-0.489	984.727
2833	984.930	-1.036	984.764
2834	984.960	-1.451	984.790
2835	984.990	-1.771	984.818
2836	985.020	-2.022	984.849
2837	985.050	-2.290	984.878
2838	985.080	-2.552	984.912
2839	985.110	-2.847	984.941
2840	985.140	-3.343	984.970
2841	985.170	-3.838	985.003
2842	985.200	-4.369	985.031
2843	985.230	-4.838	985.058
2844	985.260	-5.151	985.090
2845	985.290	-5.546	985.120
2846	985.320	-5.804	985.148
2847	985.350	-6.185	985.182
2848	985.380	-6.550	985.214
2849	985.410	-6.912	985.241
2850	985.440	-7.237	985.272
2851	985.470	-7.360	985.300
2852	985.500	-7.354	985.330
2853	985.530	-7.196	985.363
2854	985.560	-7.072	985.393
2855	985.590	-6.836	985.420
2856	985.620	-6.665	985.450
2857	985.650	-6.455	985.478
2858	985.680	-6.232	985.509
2859	985.710	-5.858	985.544
2860	985.740	-5.437	985.570
2861	985.770	-4.952	985.598
2862	985.800	-4.574	985.632
2863	985.830	-4.267	985.659
2864	985.860	-3.965	985.691
2865	985.890	-3.755	985.717
2866	985.920	-3.498	985.751
2867	985.950	-3.212	985.780
2868	985.980	-2.785	985.817
2869	986.010	-2.227	985.843
2870	986.040	-1.873	985.872
2871	986.070	-1.550	985.904
2872	986.100	-1.107	985.931
2873	986.130	-0.744	985.958
2874	986.160	-0.321	985.990
2875	986.190	0.143	986.022
2876	986.220	0.685	986.053
2877	986.250	1.154	986.080
2878	986.280	1.637	986.113
2879	986.310	1.947	986.141
2880	986.340	2.304	986.170
2881	986.370	2.676	986.200
2882	986.400	3.023	986.231
2883	986.430	3.397	986.263
2884	986.460	3.709	986.291
2885	986.490	3.916	986.320
2886	986.520	4.132	986.353
2887	986.550	4.169	986.377
2888	986.580	4.222	986.410
2889	986.610	4.275	986.446
2890	986.640	4.396	986.471
2891	986.670	4.516	986.501
2892	986.700	4.559	986.529
2893	986.730	4.609	986.560
2894	986.760	4.645	986.592
2895	986.790	4.600	986.624
2896	986.820	4.638	986.653
2897	986.850	4.594	986.681
2898	986.880	4.655	986.710
2899	986.910	4.660	986.743
2900	986.940	4.647	986.770
2901	986.970	4.538	986.801
2902	987.000	4.357	986.833
2903	987.030	4.136	986.862
2904	987.060	4.040	986.893
2905	987.090	3.796	986.925
2906	987.120	3.682	986.948
2907	987.150	3.504	986.980
2908	987.180	3.321	987.012
2909	987.210	3.097	987.044
2910	987.240	2.879	987.072
2911	987.270	2.591	987.103
2912	987.300	2.458	987.132
2913	987.330	2.244	987.161
2914	987.360	1.978	987.194
2915	987.390	1.852	987.223
2916	987.420	1.668	987.249
2917	987.450	1.495	987.281
2918	987.480	1.305	987.309
2919	987.510	1.063	987.342
2920	987.540	0.849	987.374
2921	987.570	0.609	987.402
2922	987.600	0.347	987.429
2923	987.630	0.115	987.458
2924	987.660	-0.046	987.494
2925	987.690	-0.311	987.519
2926	987.720	-0.520	987.554
2927	987.750	-0.782	987.583
2928	987.780	-1.086	987.614
2929	987.810	-1.412	987.642
2930	987.840	-1.724	987.668
2931	987.870	-1.983	987.700
2932	987.900	-2.373	987.731
2933	987.930	-2.590	987.758
2934	987.960	-2.855	987.790
2935	987.990	-3.125	987.821
2936	988.020	-3.380	987.850
2937	988.050	-3.622	987.882
2938	988.080	-3.826	987.912
2939	988.110	-4.023	987.944
2940	988.140	-4.227	987.969
2941	988.170	-4.290	988.000
2942	988.200	-4.453	988.033
2943	988.230	-4.435	988.061
2944	988.260	-4.462	988.092
2945	988.290	-4.449	988.121
2946	988.320	-4.427	988.152
2947	988.350	-4.373	988.184
2948	988.380	-4.442	988.208
2949	988.410	-4.404	988.240
2950	988.440	-4.436	988.273
2951	988.470	-4.400	988.302
2952	988.500	-4.365	988.332
2953	988.530	-4.265	988.364
2954	988.560	-4.185	988.392
2955	988.590	-4.135	988.422
2956	988.620	-4.050	988.451
2957	988.650	-3.914	988.480
2958	988.680	-3.713	988.512
2959	988.710	-3.443	988.540
2960	988.740	-3.127	988.570
2961	988.770	-2.767	988.598
2962	988.800	-2.458	988.634
2963	988.830	-2.089	988.665
2964	988.860	-1.726	988.691
2965	988.890	-1.438	988.723
2966	988.920	-1.159	988.751
2967	988.950	-0.751	988.779
2968	988.980	-0.371	988.809
2969	989.010	-0.061	988.841
2970	989.040	0.342	988.869
2971	989.070	0.711	988.901
2972	989.100	0.950	988.931
2973	989.130	1.239	988.961
2974	989.160	1.476	988.991
2975	989.190	1.774	989.018
2976	989.220	2.048	989.052
2977	989.250	2.260	989.080
2978	989.280	2.507	989.111
2979	989.310	2.733	989.138
2980	989.340	2.949	989.174
2981	989.370	3.071	989.201
2982	989.400	3.300	989.230
2983	989.430	3.452	989.261
2984	989.460	3.591	989.284
2985	989.490	3.756	989.324
2986	989.520	3.949	989.351
2987	989.550	4.145	989.381
2988	989.580	4.313	989.409
2989	989.610	4.378	989.441
2990	989.640	4.565	989.470
2991	989.670	4.573	989.503
2992	989.700	4.648	989.532
2993	989.730	4.779	989.562
2994	989.760	4.783	989.592
2995	989.790	4.828	989.625
2996	989.820	4.892	989.650
2997	989.850	4.922	989.681
2998	989.880	4.886	989.710
2999	989.910	4.786	989.741
3000	989.940	4.703	989.772
3001	989.970	4.575	989.801
3002	990.000	4.448	989.832
3003	990.030	4.314	989.860
3004	990.060	4.096	989.892
3005	990.090	3.871	989.917
3006	990.120	3.670	989.954
3007	990.150	3.426	989.982
3008	990.180	3.163	990.012
3009	990.210	2.879	990.045
3010	990.240	2.682	990.074
3011	990.270	2.378	990.100
3012	990.300	2.051	990.131
3013	990.330	1.675	990.158
3014	990.360	1.254	990.190
3015	990.390	0.698	990.218
3016	990.420	0.288	990.253
3017	990.450	-0.172	990.286
3018	990.480	-0.645	990.314
3019	990.510	-1.143	990.339
3020	990.540	-1.708	990.370
3021	990.570	-2.214	990.404
3022	990.600	-2.773	990.433
3023	990.630	-3.084	990.461
3024	990.660	-3.495	990.488
3025	990.690	-3.788	990.520
3026	990.720	-4.131	990.549
3027	990.750	-4.477	990.582
3028	990.780	-4.858	990.612
3029	990.810	-5.102	990.642
3030	990.840	-5.309	990.670
3031	990.870	-5.510	990.702
3032	990.900	-5.565	990.728
3033	990.930	-5.602	990.761
3034	990.960	-5.648	990.793
3035	990.990	-5.762	990.821
3036	991.020	-5.844	990.850
3037	991.050	-5.993	990.882
3038	991.080	-5.877	990.913
3039	991.110	-5.692	990.942
3040	991.140	-5.386	990.969
3041	991.170	-5.284	991.002
3042	991.200	-5.056	991.029
3043	991.230	-4.998	991.064
3044	991.260	-4.876	991.087
3045	991.290	-4.694	991.118
3046	991.320	-4.500	991.154
3047	991.350	-4.193	991.183
3048	991.380	-3.807	991.208
3049	991.410	-3.397	991.238
