#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
4626	1038.720	-7.734	1038.551
4627	1038.750	-7.595	1038.580
4628	1038.780	-7.367	1038.613
4629	1038.810	-6.934	1038.637
4630	1038.840	-6.495	1038.670
4631	1038.870	-6.083	1038.704
4632	1038.900	-5.838	1038.733
4633	1038.930	-5.358	1038.764
4634	1038.960	-4.844	1038.793
4635	1038.990	-4.238	1038.821
4636	1039.020	-3.502	1038.849
4637	1039.050	-2.762	1038.878
4638	1039.080	-1.956	1038.910
4639	1039.110	-1.226	1038.943
4640	1039.140	-0.644	1038.966
4641	1039.170	0.067	1039.003
4642	1039.200	0.794	1039.032
4643	1039.230	1.597	1039.061
4644	1039.260	2.396	1039.095
4645	1039.290	3.192	1039.121
4646	1039.320	4.029	1039.150
4647	1039.350	4.782	1039.180
4648	1039.380	5.329	1039.210
4649	1039.410	5.873	1039.240
4650	1039.440	6.389	1039.275
4651	1039.470	6.878	1039.304
4652	1039.500	7.271	1039.327
4653	1039.530	7.585	1039.362
4654	1039.560	7.844	1039.388
4655	1039.590	7.996	1039.418
4656	1039.620	8.051	1039.453
4657	1039.650	8.103	1039.479
4658	1039.680	8.227	1039.510
4659	1039.710	8.309	1039.545
4660	1039.740	8.102	1039.571
4661	1039.770	7.900	1039.602
4662	1039.800	7.911	1039.634
4663	1039.830	7.917	1039.657
4664	1039.860	7.769	1039.691
4665	1039.890	7.657	1039.719
4666	1039.920	7.626	1039.748
4667	1039.950	7.458	1039.782
4668	1039.980	7.129	1039.811
4669	1040.010	6.787	1039.841
4670	1040.040	6.567	1039.871
4671	1040.070	6.429	1039.899
4672	1040.100	6.271	1039.931
4673	1040.130	6.102	1039.961
4674	1040.160	5.794	1039.993
4675	1040.190	5.547	1040.023
4676	1040.220	4.955	1040.052
4677	1040.250	4.232	1040.081
4678	1040.280	3.537	1040.110
4679	1040.310	3.172	1040.146
4680	1040.340	2.557	1040.171
4681	1040.370	1.910	1040.198
4682	1040.400	1.011	1040.234
4683	1040.430	0.191	1040.261
4684	1040.460	-0.612	1040.291
4685	1040.490	-1.470	1040.322
4686	1040.520	-2.308	1040.350
4687	1040.550	-2.965	1040.382
4688	1040.580	-3.491	1040.411
4689	1040.610	-4.142	1040.438
4690	1040.640	-4.808	1040.473
4691	1040.670	-5.397	1040.498
4692	1040.700	-5.806	1040.532
4693	1040.730	-6.201	1040.560
4694	1040.760	-6.580	1040.592
4695	1040.790	-6.888	1040.623
4696	1040.820	-6.949	1040.649
4697	1040.850	-7.063	1040.680
4698	1040.880	-7.262	1040.710
4699	1040.910	-7.428	1040.737
4700	1040.940	-7.602	1040.766
4701	1040.970	-7.636	1040.802
4702	1041.000	-7.619	1040.833
4703	1041.030	-7.516	1040.860
4704	1041.060	-7.319	1040.893
4705	1041.090	-7.163	1040.919
4706	1041.120	-7.156	1040.948
4707	1041.150	-7.225	1040.981
4708	1041.180	-7.099	1041.014
4709	1041.210	-6.765	1041.043
4710	1041.240	-6.427	1041.072
4711	1041.270	-6.070	1041.104
4712	1041.300	-5.747	1041.135
4713	1041.330	-5.401	1041.160
4714	1041.360	-5.256	1041.192
4715	1041.390	-5.077	1041.220
4716	1041.420	-4.759	1041.255
4717	1041.450	-4.316	1041.278
4718	1041.480	-3.888	1041.312
4719	1041.510	-3.628	1041.345
4720	1041.540	-3.329	1041.374
4721	1041.570	-3.046	1041.400
4722	1041.600	-2.716	1041.429
4723	1041.630	-2.431	1041.465
4724	1041.660	-1.987	1041.491
4725	1041.690	-1.422	1041.525
4726	1041.720	-0.707	1041.549
4727	1041.750	-0.117	1041.584
4728	1041.780	0.397	1041.609
4729	1041.810	0.949	1041.642
4730	1041.840	1.499	1041.671
4731	1041.870	2.000	1041.705
4732	1041.900	2.462	1041.730
4733	1041.930	2.997	1041.764
4734	1041.960	3.531	1041.790
4735	1041.990	4.044	1041.817
4736	1042.020	4.387	1041.849
4737	1042.050	4.657	1041.882
4738	1042.080	4.915	1041.910
4739	1042.110	5.207	1041.941
4740	1042.140	5.384	1041.972
4741	1042.170	5.571	1042.000
4742	1042.200	5.926	1042.033
4743	1042.230	6.105	1042.063
4744	1042.260	6.277	1042.089
4745	1042.290	6.368	1042.121
4746	1042.320	6.535	1042.152
4747	1042.350	6.661	1042.183
4748	1042.380	6.700	1042.209
4749	1042.410	6.722	1042.243
4750	1042.440	6.792	1042.271
4751	1042.470	6.921	1042.302
4752	1042.500	6.985	1042.329
4753	1042.530	6.854	1042.360
4754	1042.560	6.608	1042.389
4755	1042.590	6.414	1042.422
4756	1042.620	6.207	1042.452
4757	1042.650	5.864	1042.478
4758	1042.680	5.559	1042.508
4759	1042.710	5.310	1042.542
4760	1042.740	5.091	1042.572
4761	1042.770	4.749	1042.603
4762	1042.800	4.500	1042.631
4763	1042.830	4.167	1042.659
4764	1042.860	3.914	1042.690
4765	1042.890	3.570	1042.721
4766	1042.920	3.201	1042.751
4767	1042.950	2.902	1042.778
4768	1042.980	2.594	1042.813
4769	1043.010	2.197	1042.844
4770	1043.040	1.716	1042.874
4771	1043.070	1.157	1042.900
4772	1043.100	0.556	1042.929
4773	1043.130	-0.046	1042.962
4774	1043.160	-0.577	1042.992
4775	1043.190	-0.968	1043.021
4776	1043.220	-1.448	1043.054
4777	1043.250	-1.877	1043.078
4778	1043.280	-2.481	1043.111
4779	1043.310	-3.100	1043.143
4780	1043.340	-3.642	1043.169
4781	1043.370	-4.066	1043.198
4782	1043.400	-4.324	1043.228
4783	1043.430	-4.634	1043.259
4784	1043.460	-4.936	1043.288
4785	1043.490	-5.328	1043.316
4786	1043.520	-5.770	1043.356
4787	1043.550	-6.235	1043.382
4788	1043.580	-6.636	1043.411
4789	1043.610	-6.848	1043.441
4790	1043.640	-6.894	1043.470
4791	1043.670	-6.908	1043.502
4792	1043.700	-6.992	1043.531
4793	1043.730	-7.150	1043.563
4794	1043.760	-7.360	1043.591
4795	1043.790	-7.716	1043.625
4796	1043.820	-7.818	1043.651
4797	1043.850	-7.605	1043.679
4798	1043.880	-7.391	1043.712
4799	1043.910	-7.198	1043.742
4800	1043.940	-7.033	1043.772
4801	1043.970	-7.003	1043.798
4802	1044.000	-6.913	1043.834
4803	1044.030	-6.964	1043.860
4804	1044.060	-6.636	1043.891
4805	1044.090	-6.061	1043.922
4806	1044.120	-5.492	1043.951
4807	1044.150	-5.072	1043.981
4808	1044.180	-4.702	1044.011
4809	1044.210	-4.462	1044.043
4810	1044.240	-4.080	1044.076
4811	1044.270	-3.658	1044.101
4812	1044.300	-3.065	1044.130
4813	1044.330	-2.174	1044.161
4814	1044.360	-1.332	1044.193
4815	1044.390	-0.540	1044.220
4816	1044.420	-0.005	1044.252
4817	1044.450	0.495	1044.282
4818	1044.480	1.093	1044.309
4819	1044.510	1.610	1044.339
4820	1044.540	2.354	1044.374
4821	1044.570	3.170	1044.402
4822	1044.600	4.043	1044.432
4823	1044.630	4.648	1044.465
4824	1044.660	5.016	1044.490
4825	1044.690	5.368	1044.523
4826	1044.720	5.639	1044.551
4827	1044.750	6.057	1044.577
4828	1044.780	6.520	1044.611
4829	1044.810	7.021	1044.642
4830	1044.840	7.589	1044.674
4831	1044.870	7.944	1044.700
4832	1044.900	7.951	1044.729
4833	1044.930	7.794	1044.764
4834	1044.960	7.705	1044.788
4835	1044.990	7.637	1044.821
4836	1045.020	7.614	1044.854
4837	1045.050	7.592	1044.880
4838	1045.080	7.470	1044.913
4839	1045.110	7.243	1044.940
4840	1045.140	6.970	1044.975
4841	1045.170	6.572	1045.004
4842	1045.200	6.229	1045.030
4843	1045.230	5.992	1045.060
4844	1045.260	5.879	1045.091
4845	1045.290	5.751	1045.121
4846	1045.320	5.530	1045.151
4847	1045.350	5.360	1045.181
4848	1045.380	5.145	1045.211
4849	1045.410	4.803	1045.242
4850	1045.440	4.331	1045.268
4851	1045.470	3.992	1045.299
4852	1045.500	3.660	1045.332
4853	1045.530	3.348	1045.360
4854	1045.560	2.939	1045.393
4855	1045.590	2.561	1045.423
4856	1045.620	2.266	1045.448
4857	1045.650	1.839	1045.484
4858	1045.680	1.229	1045.514
4859	1045.710	0.712	1045.539
4860	1045.740	0.083	1045.573
4861	1045.770	-0.446	1045.599
4862	1045.800	-1.023	1045.630
4863	1045.830	-1.643	1045.660
4864	1045.860	-2.201	1045.689
4865	1045.890	-2.787	1045.725
4866	1045.920	-3.520	1045.751
4867	1045.950	-4.136	1045.782
4868	1045.980	-4.657	1045.814
4869	1046.010	-5.102	1045.839
4870	1046.040	-5.521	1045.872
4871	1046.070	-5.904	1045.903
4872	1046.100	-6.158	1045.928
4873	1046.130	-6.444	1045.961
4874	1046.160	-6.676	1045.993
4875	1046.190	-6.910	1046.022
4876	1046.220	-7.071	1046.048
4877	1046.250	-7.071	1046.085
4878	1046.280	-7.108	1046.110
4879	1046.310	-7.141	1046.142
4880	1046.340	-7.127	1046.173
4881	1046.370	-7.005	1046.203
4882	1046.400	-6.846	1046.232
4883	1046.430	-6.782	1046.262
4884	1046.460	-6.671	1046.291
4885	1046.490	-6.457	1046.320
4886	1046.520	-6.311	1046.350
4887	1046.550	-6.088	1046.381
4888	1046.580	-5.895	1046.412
4889	1046.610	-5.684	1046.442
4890	1046.640	-5.397	1046.472
4891	1046.670	-5.156	1046.498
4892	1046.700	-4.912	1046.532
4893	1046.730	-4.656	1046.561
4894	1046.760	-4.329	1046.590
4895	1046.790	-4.020	1046.620
4896	1046.820	-3.680	1046.654
4897	1046.850	-3.414	1046.682
4898	1046.880	-3.101	1046.711
4899	1046.910	-2.724	1046.737
4900	1046.940	-2.267	1046.771
4901	1046.970	-1.964	1046.803
4902	1047.000	-1.506	1046.834
4903	1047.030	-1.069	1046.860
4904	1047.060	-0.632	1046.889
4905	1047.090	-0.088	1046.922
4906	1047.120	0.495	1046.950
4907	1047.150	1.087	1046.977
4908	1047.180	1.747	1047.012
4909	1047.210	2.331	1047.042
4910	1047.240	2.860	1047.071
4911	1047.270	3.469	1047.099
4912	1047.300	3.957	1047.132
4913	1047.330	4.351	1047.161
4914	1047.360	4.792	1047.192
4915	1047.390	5.284	1047.221
4916	1047.420	5.821	1047.249
4917	1047.450	6.064	1047.279
4918	1047.480	6.385	1047.310
4919	1047.510	6.691	1047.339
4920	1047.540	6.966	1047.368
4921	1047.570	7.175	1047.399
4922	1047.600	7.458	1047.433
4923	1047.630	7.697	1047.459
4924	1047.660	7.888	1047.493
4925	1047.690	7.930	1047.524
4926	1047.720	7.830	1047.553
4927	1047.750	7.767	1047.579
4928	1047.780	7.734	1047.614
4929	1047.810	7.577	1047.642
4930	1047.840	7.437	1047.672
4931	1047.870	7.325	1047.701
4932	1047.900	7.219	1047.727
4933	1047.930	6.743	1047.764
4934	1047.960	6.159	1047.791
4935	1047.990	5.629	1047.815
4936	1048.020	5.221	1047.851
4937	1048.050	4.833	1047.882
4938	1048.080	4.375	1047.914
4939	1048.110	4.029	1047.939
4940	1048.140	3.525	1047.973
4941	1048.170	2.910	1047.999
4942	1048.200	2.244	1048.033
4943	1048.230	1.627	1048.061
4944	1048.260	1.355	1048.090
4945	1048.290	1.059	1048.122
4946	1048.320	0.603	1048.150
4947	1048.350	0.194	1048.181
4948	1048.380	-0.209	1048.208
4949	1048.410	-0.743	1048.241
4950	1048.440	-1.364	1048.270
4951	1048.470	-2.026	1048.300
4952	1048.500	-2.439	1048.331
4953	1048.530	-2.767	1048.360
4954	1048.560	-3.195	1048.391
4955	1048.590	-3.703	1048.419
4956	1048.620	-4.298	1048.453
4957	1048.650	-4.798	1048.486
4958	1048.680	-5.482	1048.517
4959	1048.710	-5.978	1048.540
4960	1048.740	-6.275	1048.572
4961	1048.770	-6.379	1048.602
4962	1048.800	-6.496	1048.629
4963	1048.830	-6.766	1048.664
4964	1048.860	-7.106	1048.694
4965	1048.890	-7.518	1048.722
4966	1048.920	-7.765	1048.754
4967	1048.950	-7.853	1048.780
4968	1048.980	-7.827	1048.811
4969	1049.010	-7.553	1048.842
4970	1049.040	-7.357	1048.868
4971	1049.070	-7.322	1048.902
4972	1049.100	-7.240	1048.933
4973	1049.130	-7.254	1048.963
4974	1049.160	-7.031	1048.990
4975	1049.190	-6.571	1049.021
4976	1049.220	-6.135	1049.050
4977	1049.250	-5.681	1049.084
4978	1049.280	-5.324	1049.105
4979	1049.310	-5.038	1049.139
4980	1049.340	-4.887	1049.170
4981	1049.370	-4.554	1049.201
4982	1049.400	-4.043	1049.235
4983	1049.430	-3.276	1049.266
4984	1049.460	-2.680	1049.290
4985	1049.490	-2.067	1049.318
4986	1049.520	-1.452	1049.350
4987	1049.550	-0.967	1049.384
4988	1049.580	-0.496	1049.417
4989	1049.610	-0.022	1049.441
4990	1049.640	0.557	1049.472
4991	1049.670	1.099	1049.501
4992	1049.700	1.552	1049.534
4993	1049.730	1.872	1049.561
4994	1049.760	2.193	1049.591
4995	1049.790	2.538	1049.621
4996	1049.820	2.809	1049.651
4997	1049.850	3.087	1049.676
4998	1049.880	3.405	1049.712
4999	1049.910	3.760	1049.740
5000	1049.940	4.178	1049.772
5001	1049.970	4.497	1049.800
5002	1050.000	4.644	1049.833
5003	1050.030	4.922	1049.864
5004	1050.060	5.115	1049.890
5005	1050.090	5.297	1049.921
5006	1050.120	5.539	1049.950
5007	1050.150	5.679	1049.982
5008	1050.180	5.959	1050.011
5009	1050.210	6.069	1050.041
5010	1050.240	6.282	1050.070
5011	1050.270	6.345	1050.101
5012	1050.300	6.299	1050.133
5013	1050.330	6.280	1050.157
5014	1050.360	6.124	1050.190
5015	1050.390	6.000	1050.219
5016	1050.420	5.935	1050.249
5017	1050.450	5.831	1050.283
5018	1050.480	5.623	1050.312
5019	1050.510	5.404	1050.340
5020	1050.540	5.147	1050.370
5021	1050.570	4.895	1050.400
5022	1050.600	4.506	1050.431
5023	1050.630	4.336	1050.459
5024	1050.660	4.298	1050.494
5025	1050.690	4.087	1050.522
5026	1050.720	3.790	1050.555
5027	1050.750	3.371	1050.581
5028	1050.780	2.992	1050.613
5029	1050.810	2.613	1050.645
5030	1050.840	2.289	1050.670
5031	1050.870	2.072	1050.702
5032	1050.900	1.855	1050.731
5033	1050.930	1.558	1050.760
5034	1050.960	1.098	1050.791
5035	1050.990	0.646	1050.822
5036	1051.020	0.171	1050.852
5037	1051.050	-0.192	1050.878
5038	1051.080	-0.627	1050.911
5039	1051.110	-0.953	1050.941
5040	1051.140	-1.193	1050.967
5041	1051.170	-1.615	1051.002
5042	1051.200	-2.139	1051.034
5043	1051.230	-2.831	1051.063
5044	1051.260	-3.291	1051.094
5045	1051.290	-3.702	1051.122
5046	1051.320	-3.902	1051.152
5047	1051.350	-4.094	1051.184
5048	1051.380	-4.248	1051.212
5049	1051.410	-4.435	1051.242
5050	1051.440	-4.729	1051.275
5051	1051.470	-5.035	1051.299
5052	1051.500	-5.431	1051.329
5053	1051.530	-5.567	1051.361
5054	1051.560	-5.744	1051.392
5055	1051.590	-5.799	1051.421
5056	1051.620	-5.831	1051.449
5057	1051.650	-5.969	1051.480
5058	1051.680	-6.211	1051.513
5059	1051.710	-6.646	1051.544
5060	1051.740	-6.970	1051.567
5061	1051.770	-6.967	1051.602
5062	1051.800	-6.825	1051.631
5063	1051.830	-6.670	1051.662
5064	1051.860	-6.356	1051.691
5065	1051.890	-6.195	1051.718
5066	1051.920	-6.242	1051.752
5067	1051.950	-6.300	1051.780
5068	1051.980	-6.460	1051.811
5069	1052.010	-6.278	1051.838
5070	1052.040	-5.798	1051.870
5071	1052.070	-5.143	1051.900
5072	1052.100	-4.622	1051.931
5073	1052.130	-4.022	1051.959
5074	1052.160	-3.685	1051.993
5075	1052.190	-3.456	1052.021
5076	1052.220	-3.173	1052.049
5077	1052.250	-2.743	1052.080
5078	1052.280	-1.896	1052.111
5079	1052.310	-0.959	1052.141
5080	1052.340	-0.230	1052.173
5081	1052.370	0.235	1052.200
5082	1052.400	0.591	1052.231
5083	1052.430	0.891	1052.262
5084	1052.460	1.254	1052.293
5085	1052.490	1.722	1052.321
5086	1052.520	2.581	1052.354
5087	1052.550	3.659	1052.380
5088	1052.580	4.401	1052.417
5089	1052.610	4.810	1052.437
5090	1052.640	5.056	1052.475
5091	1052.670	5.191	1052.502
5092	1052.700	5.568	1052.531
5093	1052.730	6.077	1052.565
5094	1052.760	6.714	1052.593
5095	1052.790	7.390	1052.620
5096	1052.820	7.769	1052.655
5097	1052.850	7.781	1052.682
5098	1052.880	7.649	1052.710
5099	1052.910	7.656	1052.743
5100	1052.940	7.701	1052.770
5101	1052.970	7.771	1052.803
5102	1053.000	7.885	1052.832
5103	1053.030	8.025	1052.860
5104	1053.060	8.011	1052.892
5105	1053.090	7.715	1052.916
5106	1053.120	7.228	1052.948
5107	1053.150	6.814	1052.982
5108	1053.180	6.474	1053.011
5109	1053.210	6.205	1053.040
5110	1053.240	5.945	1053.072
5111	1053.270	5.674	1053.103
5112	1053.300	5.427	1053.130
5113	1053.330	5.059	1053.163
5114	1053.360	4.395	1053.190
5115	1053.390	3.716	1053.220
5116	1053.420	3.238	1053.248
5117	1053.450	2.913	1053.278
5118	1053.480	2.468	1053.313
5119	1053.510	1.968	1053.340
5120	1053.540	1.429	1053.372
5121	1053.570	0.798	1053.400
5122	1053.600	0.208	1053.431
5123	1053.630	-0.517	1053.466
5124	1053.660	-1.007	1053.490
5125	1053.690	-1.372	1053.517
5126	1053.720	-1.696	1053.549
5127	1053.750	-2.119	1053.585
5128	1053.780	-2.661	1053.610
5129	1053.810	-2.987	1053.639
5130	1053.840	-3.390	1053.673
5131	1053.870	-3.903	1053.701
5132	1053.900	-4.373	1053.730
5133	1053.930	-4.631	1053.761
5134	1053.960	-4.907	1053.791
5135	1053.990	-5.284	1053.822
5136	1054.020	-5.606	1053.849
5137	1054.050	-5.869	1053.879
5138	1054.080	-5.977	1053.914
5139	1054.110	-6.214	1053.941
5140	1054.140	-6.411	1053.969
5141	1054.170	-6.578	1053.999
5142	1054.200	-6.664	1054.031
5143	1054.230	-6.826	1054.062
5144	1054.260	-6.912	1054.089
5145	1054.290	-7.082	1054.121
5146	1054.320	-7.102	1054.147
5147	1054.350	-7.077	1054.182
5148	1054.380	-7.078	1054.212
5149	1054.410	-7.022	1054.243
5150	1054.440	-6.899	1054.267
5151	1054.470	-6.652	1054.303
5152	1054.500	-6.360	1054.335
5153	1054.530	-6.050	1054.359
5154	1054.560	-5.650	1054.390
5155	1054.590	-5.108	1054.424
5156	1054.620	-4.611	1054.449
5157	1054.650	-4.228	1054.481
5158	1054.680	-3.778	1054.511
5159	1054.710	-3.284	1054.543
5160	1054.740	-2.745	1054.572
5161	1054.770	-2.383	1054.602
5162	1054.800	-1.825	1054.629
5163	1054.830	-1.252	1054.663
5164	1054.860	-0.770	1054.691
5165	1054.890	-0.452	1054.719
5166	1054.920	-0.137	1054.750
5167	1054.950	0.196	1054.786
5168	1054.980	0.632	1054.811
5169	1055.010	0.945	1054.842
5170	1055.040	1.379	1054.873
5171	1055.070	1.768	1054.900
5172	1055.100	2.221	1054.929
5173	1055.130	2.513	1054.963
5174	1055.160	2.760	1054.992
5175	1055.190	2.983	1055.022
5176	1055.220	3.364	1055.053
5177	1055.250	3.653	1055.082
5178	1055.280	3.921	1055.110
5179	1055.310	4.286	1055.141
5180	1055.340	4.596	1055.170
5181	1055.370	4.762	1055.198
5182	1055.400	4.927	1055.228
5183	1055.430	5.134	1055.260
5184	1055.460	5.298	1055.294
5185	1055.490	5.487	1055.320
5186	1055.520	5.743	1055.351
5187	1055.550	5.945	1055.384
5188	1055.580	6.118	1055.411
5189	1055.610	6.312	1055.443
5190	1055.640	6.386	1055.468
5191	1055.670	6.382	1055.503
5192	1055.700	6.358	1055.527
5193	1055.730	6.416	1055.562
5194	1055.760	6.532	1055.595
5195	1055.790	6.514	1055.625
5196	1055.820	6.399	1055.651
5197	1055.850	6.446	1055.682
5198	1055.880	6.330	1055.710
5199	1055.910	6.084	1055.737
5200	1055.940	5.807	1055.770
5201	1055.970	5.566	1055.804
5202	1056.000	5.276	1055.832
5203	1056.030	4.958	1055.862
5204	1056.060	4.567	1055.890
5205	1056.090	4.225	1055.929
5206	1056.120	3.775	1055.955
5207	1056.150	3.199	1055.982
5208	1056.180	2.673	1056.015
5209	1056.210	2.018	1056.042
5210	1056.240	1.564	1056.070
5211	1056.270	1.001	1056.102
5212	1056.300	0.482	1056.128
5213	1056.330	-0.112	1056.162
5214	1056.360	-0.583	1056.189
5215	1056.390	-1.237	1056.220
5216	1056.420	-1.932	1056.253
5217	1056.450	-2.564	1056.278
5218	1056.480	-3.042	1056.308
5219	1056.510	-3.642	1056.341
5220	1056.540	-4.085	1056.368
5221	1056.570	-4.515	1056.403
5222	1056.600	-4.945	1056.432
5223	1056.630	-5.391	1056.463
5224	1056.660	-6.012	1056.490
5225	1056.690	-6.442	1056.520
5226	1056.720	-6.780	1056.550
5227	1056.750	-6.929	1056.583
5228	1056.780	-7.003	1056.608
5229	1056.810	-7.144	1056.643
5230	1056.840	-7.289	1056.671
5231	1056.870	-7.437	1056.703
5232	1056.900	-7.715	1056.729
5233	1056.930	-7.757	1056.762
5234	1056.960	-7.605	1056.793
5235	1056.990	-7.184	1056.823
5236	1057.020	-6.951	1056.851
5237	1057.050	-6.811	1056.880
5238	1057.080	-6.835	1056.914
5239	1057.110	-6.763	1056.941
5240	1057.140	-6.640	1056.972
5241	1057.170	-6.281	1056.997
5242	1057.200	-5.757	1057.030
5243	1057.230	-5.138	1057.059
5244	1057.260	-4.724	1057.095
5245	1057.290	-4.498	1057.126
5246	1057.320	-4.304	1057.149
5247	1057.350	-3.911	1057.181
5248	1057.380	-3.321	1057.214
5249	1057.410	-2.796	1057.238
5250	1057.440	-2.238	1057.270
5251	1057.470	-1.750	1057.299
5252	1057.500	-1.251	1057.332
5253	1057.530	-0.935	1057.357
5254	1057.560	-0.605	1057.390
5255	1057.590	-0.128	1057.418
5256	1057.620	0.479	1057.447
5257	1057.650	1.098	1057.481
5258	1057.680	1.617	1057.513
5259	1057.710	1.966	1057.541
5260	1057.740	2.364	1057.571
5261	1057.770	2.679	1057.601
5262	1057.800	3.119	1057.633
5263	1057.830	3.524	1057.661
5264	1057.860	4.094	1057.691
5265	1057.890	4.538	1057.723
5266	1057.920	4.876	1057.753
5267	1057.950	5.115	1057.784
5268	1057.980	5.349	1057.810
5269	1058.010	5.610	1057.840
5270	1058.040	5.970	1057.875
5271	1058.070	6.305	1057.898
5272	1058.100	6.539	1057.930
5273	1058.130	6.584	1057.965
5274	1058.160	6.629	1057.990
5275	1058.190	6.518	1058.019
5276	1058.220	6.369	1058.052
5277	1058.250	6.331	1058.082
5278	1058.280	6.376	1058.111
5279	1058.310	6.402	1058.140
5280	1058.340	6.341	1058.173
5281	1058.370	6.277	1058.199
5282	1058.400	6.076	1058.231
5283	1058.430	5.846	1058.261
5284	1058.460	5.593	1058.291
5285	1058.490	5.347	1058.317
5286	1058.520	5.173	1058.350
5287	1058.550	5.051	1058.383
5288	1058.580	4.858	1058.412
5289	1058.610	4.561	1058.441
5290	1058.640	4.210	1058.470
5291	1058.670	3.840	1058.502
5292	1058.700	3.466	1058.533
5293	1058.730	3.044	1058.561
5294	1058.760	2.721	1058.597
5295	1058.790	2.460	1058.622
5296	1058.820	2.185	1058.652
5297	1058.850	1.841	1058.679
5298	1058.880	1.385	1058.711
5299	1058.910	0.810	1058.737
5300	1058.940	0.347	1058.772
5301	1058.970	-0.164	1058.805
5302	1059.000	-0.617	1058.834
5303	1059.030	-0.989	1058.860
5304	1059.060	-1.386	1058.892
5305	1059.090	-1.777	1058.918
5306	1059.120	-2.273	1058.954
5307	1059.150	-2.806	1058.980
5308	1059.180	-3.366	1059.012
5309	1059.210	-3.796	1059.043
5310	1059.240	-4.234	1059.071
5311	1059.270	-4.649	1059.099
5312	1059.300	-4.915	1059.129
5313	1059.330	-5.158	1059.159
5314	1059.360	-5.471	1059.195
5315	1059.390	-5.924	1059.220
5316	1059.420	-6.432	1059.251
5317	1059.450	-6.907	1059.280
5318	1059.480	-7.075	1059.310
5319	1059.510	-7.182	1059.339
5320	1059.540	-7.100	1059.372
5321	1059.570	-7.016	1059.399
5322	1059.600	-7.006	1059.430
5323	1059.630	-7.225	1059.459
5324	1059.660	-7.475	1059.490
5325	1059.690	-7.633	1059.519
5326	1059.720	-7.517	1059.554
5327	1059.750	-7.156	1059.578
5328	1059.780	-6.779	1059.610
5329	1059.810	-6.455	1059.644
5330	1059.840	-6.127	1059.676
5331	1059.870	-5.999	1059.702
5332	1059.900	-5.881	1059.735
5333	1059.930	-5.749	1059.761
5334	1059.960	-5.249	1059.794
5335	1059.990	-4.367	1059.816
5336	1060.020	-3.597	1059.850
5337	1060.050	-2.994	1059.879
5338	1060.080	-2.442	1059.912
5339	1060.110	-2.177	1059.943
5340	1060.140	-2.065	1059.972
5341	1060.170	-1.957	1059.995
5342	1060.200	-1.586	1060.030
5343	1060.230	-0.864	1060.059
5344	1060.260	0.032	1060.095
5345	1060.290	0.705	1060.121
5346	1060.320	1.127	1060.148
5347	1060.350	1.428	1060.181
5348	1060.380	1.727	1060.215
5349	1060.410	2.064	1060.239
5350	1060.440	2.553	1060.267
5351	1060.470	3.430	1060.303
5352	1060.500	4.289	1060.332
5353	1060.530	4.958	1060.362
5354	1060.560	5.177	1060.392
5355	1060.590	5.281	1060.418
5356	1060.620	5.457	1060.451
5357	1060.650	5.700	1060.479
5358	1060.680	6.102	1060.511
5359	1060.710	6.767	1060.542
5360	1060.740	7.592	1060.573
5361	1060.770	8.081	1060.602
5362	1060.800	8.092	1060.630
5363	1060.830	8.008	1060.657
5364	1060.860	7.971	1060.689
5365	1060.890	8.039	1060.723
5366	1060.920	8.143	1060.749
5367	1060.950	8.342	1060.777
5368	1060.980	8.430	1060.810
5369	1061.010	8.459	1060.837
5370	1061.040	8.091	1060.871
5371	1061.070	7.566	1060.904
5372	1061.100	7.040	1060.928
5373	1061.130	6.721	1060.957
5374	1061.160	6.480	1060.993
5375	1061.190	6.320	1061.018
5376	1061.220	5.985	1061.052
5377	1061.250	5.596	1061.081
5378	1061.280	4.900	1061.112
5379	1061.310	4.088	1061.138
5380	1061.340	3.268	1061.170
5381	1061.370	2.875	1061.202
5382	1061.400	2.522	1061.232
5383	1061.430	2.001	1061.261
5384	1061.460	1.323	1061.295
5385	1061.490	0.591	1061.321
5386	1061.520	-0.142	1061.350
5387	1061.550	-0.984	1061.382
5388	1061.580	-1.605	1061.411
5389	1061.610	-2.043	1061.436
5390	1061.640	-2.402	1061.472
5391	1061.670	-2.860	1061.502
5392	1061.700	-3.572	1061.534
5393	1061.730	-4.294	1061.561
5394	1061.760	-4.829	1061.591
5395	1061.790	-5.245	1061.620
5396	1061.820	-5.666	1061.652
5397	1061.850	-5.905	1061.681
5398	1061.880	-6.089	1061.712
5399	1061.910	-6.365	1061.737
5400	1061.940	-6.701	1061.772
5401	1061.970	-7.090	1061.799
5402	1062.000	-7.271	1061.835
5403	1062.030	-7.273	1061.862
5404	1062.060	-7.269	1061.891
5405	1062.090	-7.296	1061.919
5406	1062.120	-7.224	1061.950
5407	1062.150	-7.138	1061.981
5408	1062.180	-7.211	1062.013
5409	1062.210	-7.174	1062.038
5410	1062.240	-6.955	1062.071
5411	1062.270	-6.771	1062.099
5412	1062.300	-6.527	1062.134
5413	1062.330	-6.358	1062.159
5414	1062.360	-6.298	1062.192
5415	1062.390	-6.127	1062.221
5416	1062.420	-5.914	1062.250
5417	1062.450	-5.689	1062.277
5418	1062.480	-5.353	1062.313
5419	1062.510	-4.995	1062.345
5420	1062.540	-4.612	1062.371
5421	1062.570	-4.263	1062.402
5422	1062.600	-3.832	1062.431
