#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
6082	404.000	-11.961	403.719
6083	404.050	-31.216	403.768
6084	404.100	-34.214	403.818
6085	404.150	-40.349	403.866
6086	404.200	-63.680	403.921
6087	404.250	-93.261	403.973
6088	404.300	-114.229	404.022
6089	404.350	-111.538	404.070
6090	404.400	-113.583	404.114
6091	404.450	-135.718	404.171
6092	404.500	-163.627	404.219
6093	404.550	-169.589	404.270
6094	404.600	-140.006	404.318
6095	404.650	-126.707	404.366
6096	404.700	-141.632	404.419
6097	404.750	-152.579	404.468
6098	404.800	-127.946	404.518
6099	404.850	-85.102	404.568
6100	404.900	-76.338	404.617
6101	404.950	-86.022	404.665
6102	405.000	-81.285	404.718
6103	405.050	-49.919	404.769
6104	405.100	-20.848	404.818
6105	405.150	-16.185	404.871
6106	405.200	-17.705	404.914
6107	405.250	-6.863	404.969
6108	405.300	24.522	405.020
6109	405.350	67.469	405.069
6110	405.400	75.891	405.121
6111	405.450	71.243	405.169
6112	405.500	83.185	405.224
6113	405.550	118.274	405.269
6114	405.600	145.648	405.320
6115	405.650	135.947	405.369
6116	405.700	121.694	405.420
6117	405.750	128.985	405.467
6118	405.800	145.672	405.519
6119	405.850	145.884	405.568
6120	405.900	119.320	405.617
6121	405.950	95.635	405.668
6122	406.000	97.085	405.718
6123	406.050	110.694	405.772
6124	406.100	114.782	405.817
6125	406.150	93.710	405.867
6126	406.200	79.266	405.921
6127	406.250	86.775	405.973
6128	406.300	92.797	406.019
6129	406.350	74.771	406.071
6130	406.400	31.019	406.120
6131	406.450	-1.048	406.170
6132	406.500	-2.695	406.218
6133	406.550	-9.346	406.269
6134	406.600	-40.731	406.318
6135	406.650	-81.611	406.372
6136	406.700	-95.100	406.420
6137	406.750	-82.086	406.472
6138	406.800	-81.983	406.520
6139	406.850	-102.795	406.568
6140	406.900	-125.448	406.620
6141	406.950	-118.769	406.670
6142	407.000	-96.263	406.720
6143	407.050	-94.178	406.769
6144	407.100	-103.759	406.819
6145	407.150	-110.952	406.873
6146	407.200	-95.504	406.918
6147	407.250	-75.258	406.967
6148	407.300	-73.917	407.019
6149	407.350	-84.997	407.071
6150	407.400	-89.946	407.117
6151	407.450	-81.829	407.166
6152	407.500	-70.443	407.219
6153	407.550	-72.747	407.271
6154	407.600	-80.287	407.317
6155	407.650	-77.831	407.371
6156	407.700	-66.492	407.422
6157	407.750	-48.104	407.469
6158	407.800	-39.057	407.520
6159	407.850	-35.037	407.570
6160	407.900	-25.985	407.615
6161	407.950	-5.629	407.670
6162	408.000	25.797	407.719
6163	408.050	42.243	407.769
6164	408.100	46.473	407.819
6165	408.150	58.459	407.870
6166	408.200	82.342	407.916
6167	408.250	107.152	407.968
6168	408.300	111.808	408.020
6169	408.350	108.143	408.065
6170	408.400	115.349	408.116
6171	408.450	126.936	408.170
6172	408.500	145.637	408.216
6173	408.550	150.353	408.270
6174	408.600	137.099	408.321
6175	408.650	132.025	408.367
6176	408.700	140.460	408.421
6177	408.750	160.090	408.466
6178	408.800	142.684	408.519
6179	408.850	108.510	408.567
6180	408.900	96.093	408.619
6181	408.950	94.815	408.669
6182	409.000	94.042	408.719
6183	409.050	50.233	408.771
6184	409.100	5.137	408.816
6185	409.150	-2.787	408.868
6186	409.200	-5.035	408.918
6187	409.250	-16.060	408.968
6188	409.300	-58.369	409.019
6189	409.350	-96.514	409.070
6190	409.400	-95.571	409.116
6191	409.450	-94.292	409.170
6192	409.500	-112.006	409.218
6193	409.550	-140.154	409.268
6194	409.600	-150.278	409.321
6195	409.650	-133.696	409.369
6196	409.700	-129.486	409.416
6197	409.750	-136.763	409.471
6198	409.800	-145.184	409.520
6199	409.850	-149.618	409.572
6200	409.900	-131.009	409.618
6201	409.950	-111.312	409.672
6202	410.000	-108.981	409.723
6203	410.050	-114.764	409.770
6204	410.100	-111.241	409.821
6205	410.150	-81.199	409.870
6206	410.200	-56.737	409.920
6207	410.250	-56.291	409.968
6208	410.300	-55.302	410.020
6209	410.350	-38.307	410.068
6210	410.400	4.021	410.118
6211	410.450	33.703	410.173
6212	410.500	27.772	410.218
6213	410.550	36.828	410.269
6214	410.600	64.312	410.315
6215	410.650	97.833	410.369
6216	410.700	101.264	410.423
6217	410.750	82.867	410.469
6218	410.800	84.875	410.518
6219	410.850	103.059	410.569
6220	410.900	116.060	410.618
6221	410.950	107.721	410.665
6222	411.000	87.775	410.720
6223	411.050	88.916	410.769
6224	411.100	100.525	410.816
6225	411.150	101.962	410.866
6226	411.200	87.380	410.922
6227	411.250	71.499	410.969
6228	411.300	72.560	411.019
6229	411.350	78.860	411.070
6230	411.400	78.441	411.116
6231	411.450	68.114	411.171
6232	411.500	55.911	411.222
6233	411.550	51.710	411.271
6234	411.600	54.897	411.318
6235	411.650	55.741	411.369
6236	411.700	44.498	411.418
6237	411.750	24.429	411.468
6238	411.800	12.876	411.518
6239	411.850	9.330	411.572
6240	411.900	4.784	411.619
6241	411.950	-20.013	411.668
6242	412.000	-50.386	411.714
6243	412.050	-56.895	411.772
6244	412.100	-50.786	411.817
6245	412.150	-51.384	411.867
6246	412.200	-66.274	411.918
6247	412.250	-84.605	411.968
6248	412.300	-87.319	412.018
6249	412.350	-80.709	412.068
6250	412.400	-83.054	412.122
6251	412.450	-106.978	412.172
6252	412.500	-129.210	412.221
6253	412.550	-127.624	412.272
6254	412.600	-110.468	412.318
6255	412.650	-107.803	412.371
6256	412.700	-123.668	412.412
6257	412.750	-137.233	412.469
6258	412.800	-114.351	412.517
6259	412.850	-79.086	412.567
6260	412.900	-76.894	412.622
6261	412.950	-92.299	412.669
6262	413.000	-85.008	412.716
6263	413.050	-44.765	412.768
6264	413.100	-11.179	412.819
6265	413.150	-11.867	412.868
6266	413.200	-16.810	412.917
6267	413.250	7.616	412.964
6268	413.300	47.923	413.021
6269	413.350	69.943	413.073
6270	413.400	65.608	413.118
6271	413.450	62.789	413.170
6272	413.500	83.690	413.214
6273	413.550	113.781	413.266
6274	413.600	125.158	413.319
6275	413.650	117.524	413.366
6276	413.700	116.373	413.421
6277	413.750	137.238	413.470
6278	413.800	156.755	413.517
6279	413.850	149.159	413.568
6280	413.900	126.770	413.617
6281	413.950	114.324	413.670
6282	414.000	118.734	413.719
6283	414.050	119.226	413.769
6284	414.100	102.925	413.823
6285	414.150	79.346	413.866
6286	414.200	65.938	413.917
6287	414.250	70.040	413.969
6288	414.300	68.141	414.021
6289	414.350	46.191	414.068
6290	414.400	8.212	414.117
6291	414.450	-7.403	414.168
6292	414.500	-2.510	414.220
6293	414.550	-7.483	414.270
6294	414.600	-39.451	414.319
6295	414.650	-77.052	414.369
6296	414.700	-82.482	414.423
6297	414.750	-73.899	414.470
6298	414.800	-87.477	414.519
6299	414.850	-121.762	414.572
6300	414.900	-144.242	414.620
6301	414.950	-132.180	414.669
6302	415.000	-117.447	414.719
6303	415.050	-123.457	414.769
6304	415.100	-138.739	414.820
6305	415.150	-134.639	414.867
6306	415.200	-111.266	414.919
6307	415.250	-90.278	414.970
6308	415.300	-88.055	415.020
6309	415.350	-89.596	415.072
6310	415.400	-79.859	415.117
6311	415.450	-53.166	415.167
6312	415.500	-35.039	415.219
6313	415.550	-35.692	415.269
6314	415.600	-39.648	415.322
6315	415.650	-37.189	415.368
6316	415.700	-19.351	415.420
6317	415.750	-3.042	415.471
6318	415.800	-4.971	415.521
6319	415.850	-8.140	415.570
6320	415.900	-1.097	415.617
6321	415.950	19.465	415.665
6322	416.000	41.117	415.719
6323	416.050	45.384	415.770
6324	416.100	47.308	415.819
6325	416.150	59.447	415.868
6326	416.200	81.738	415.919
6327	416.250	101.876	415.971
6328	416.300	98.213	416.020
6329	416.350	93.548	416.069
6330	416.400	104.285	416.122
6331	416.450	121.033	416.170
6332	416.500	136.248	416.219
6333	416.550	124.556	416.266
6334	416.600	114.042	416.318
6335	416.650	122.130	416.366
6336	416.700	131.142	416.418
6337	416.750	133.093	416.472
6338	416.800	102.610	416.517
6339	416.850	78.721	416.571
6340	416.900	76.845	416.618
6341	416.950	64.443	416.669
6342	417.000	54.205	416.717
6343	417.050	27.942	416.769
6344	417.100	5.761	416.819
6345	417.150	1.762	416.871
6346	417.200	-9.442	416.916
6347	417.250	-26.646	416.963
6348	417.300	-55.464	417.018
6349	417.350	-75.248	417.068
6350	417.400	-77.374	417.119
6351	417.450	-85.991	417.171
6352	417.500	-97.397	417.222
6353	417.550	-121.232	417.268
6354	417.600	-127.854	417.316
6355	417.650	-119.331	417.368
6356	417.700	-122.697	417.419
6357	417.750	-132.641	417.469
6358	417.800	-148.264	417.521
6359	417.850	-145.982	417.572
6360	417.900	-124.125	417.622
6361	417.950	-115.889	417.671
6362	418.000	-118.842	417.719
6363	418.050	-117.827	417.770
6364	418.100	-103.005	417.819
6365	418.150	-71.722	417.865
6366	418.200	-52.267	417.920
6367	418.250	-48.625	417.969
6368	418.300	-40.473	418.019
6369	418.350	-15.543	418.070
6370	418.400	25.359	418.113
6371	418.450	33.983	418.171
6372	418.500	22.754	418.220
6373	418.550	31.421	418.267
6374	418.600	60.183	418.321
6375	418.650	90.778	418.369
6376	418.700	87.257	418.418
6377	418.750	78.033	418.466
6378	418.800	90.350	418.520
6379	418.850	113.146	418.571
6380	418.900	129.537	418.619
6381	418.950	115.427	418.668
6382	419.000	103.282	418.721
6383	419.050	116.396	418.774
6384	419.100	129.877	418.816
6385	419.150	129.730	418.869
6386	419.200	104.102	418.917
6387	419.250	88.937	418.966
6388	419.300	90.434	419.016
6389	419.350	84.271	419.065
6390	419.400	64.973	419.125
6391	419.450	36.618	419.170
6392	419.500	21.499	419.221
6393	419.550	21.648	419.271
6394	419.600	15.703	419.320
6395	419.650	1.622	419.370
6396	419.700	-16.141	419.418
6397	419.750	-21.504	419.470
6398	419.800	-17.268	419.521
6399	419.850	-19.490	419.568
6400	419.900	-23.555	419.619
6401	419.950	-27.807	419.669
6402	420.000	-32.869	419.719
6403	420.050	-31.577	419.771
6404	420.100	-33.892	419.821
6405	420.150	-43.858	419.869
6406	420.200	-59.735	419.915
6407	420.250	-75.689	419.971
6408	420.300	-78.509	420.017
6409	420.350	-80.313	420.070
6410	420.400	-91.655	420.117
6411	420.450	-104.913	420.167
6412	420.500	-110.928	420.218
6413	420.550	-100.839	420.266
6414	420.600	-91.906	420.319
6415	420.650	-96.073	420.370
6416	420.700	-101.123	420.417
6417	420.750	-99.685	420.469
6418	420.800	-87.131	420.519
6419	420.850	-76.884	420.566
6420	420.900	-78.863	420.621
6421	420.950	-80.310	420.668
6422	421.000	-71.894	420.718
6423	421.050	-43.674	420.770
6424	421.100	-21.865	420.819
6425	421.150	-17.298	420.870
6426	421.200	-11.925	420.919
6427	421.250	13.908	420.968
6428	421.300	50.089	421.020
6429	421.350	64.829	421.070
6430	421.400	61.259	421.118
6431	421.450	61.431	421.171
6432	421.500	93.465	421.216
6433	421.550	124.631	421.268
6434	421.600	119.484	421.322
6435	421.650	111.154	421.368
6436	421.700	119.826	421.415
6437	421.750	145.667	421.465
6438	421.800	157.901	421.522
6439	421.850	137.401	421.567
6440	421.900	120.967	421.620
6441	421.950	126.776	421.668
6442	422.000	139.161	421.720
6443	422.050	125.925	421.770
6444	422.100	90.172	421.816
6445	422.150	65.648	421.867
6446	422.200	62.015	421.920
6447	422.250	63.113	421.965
6448	422.300	44.937	422.020
6449	422.350	4.827	422.066
6450	422.400	-14.320	422.124
6451	422.450	-11.158	422.168
6452	422.500	-14.102	422.217
6453	422.550	-36.301	422.269
6454	422.600	-72.814	422.318
6455	422.650	-81.148	422.369
6456	422.700	-75.702	422.418
6457	422.750	-76.000	422.469
6458	422.800	-96.393	422.520
6459	422.850	-131.588	422.567
6460	422.900	-139.632	422.617
6461	422.950	-118.886	422.670
6462	423.000	-111.368	422.718
6463	423.050	-129.897	422.771
6464	423.100	-145.663	422.818
6465	423.150	-122.611	422.867
6466	423.200	-93.933	422.918
6467	423.250	-93.828	422.969
6468	423.300	-106.517	423.021
6469	423.350	-97.890	423.069
6470	423.400	-68.059	423.117
6471	423.450	-41.681	423.168
6472	423.500	-36.201	423.219
6473	423.550	-38.054	423.266
6474	423.600	-27.318	423.320
6475	423.650	-5.145	423.372
6476	423.700	11.686	423.418
6477	423.750	12.470	423.468
6478	423.800	8.734	423.519
6479	423.850	16.106	423.567
6480	423.900	33.626	423.621
6481	423.950	49.252	423.668
6482	424.000	49.995	423.717
6483	424.050	45.193	423.768
6484	424.100	53.237	423.819
6485	424.150	73.131	423.868
6486	424.200	93.575	423.919
6487	424.250	99.410	423.969
6488	424.300	95.157	424.020
6489	424.350	103.280	424.072
6490	424.400	119.821	424.121
6491	424.450	132.823	424.172
6492	424.500	123.800	424.220
6493	424.550	109.346	424.267
6494	424.600	113.053	424.320
6495	424.650	118.346	424.367
6496	424.700	114.411	424.420
6497	424.750	91.631	424.466
6498	424.800	70.227	424.519
6499	424.850	63.170	424.570
6500	424.900	54.923	424.618
6501	424.950	41.348	424.668
6502	425.000	22.456	424.719
6503	425.050	2.530	424.768
6504	425.100	-5.820	424.817
6505	425.150	-12.327	424.870
6506	425.200	-24.228	424.922
6507	425.250	-43.390	424.967
6508	425.300	-65.987	425.018
6509	425.350	-72.364	425.067
6510	425.400	-74.059	425.119
6511	425.450	-81.396	425.169
6512	425.500	-98.304	425.222
6513	425.550	-114.244	425.267
6514	425.600	-112.058	425.315
6515	425.650	-109.823	425.371
6516	425.700	-109.091	425.417
6517	425.750	-123.672	425.469
6518	425.800	-144.385	425.522
6519	425.850	-143.234	425.570
6520	425.900	-131.536	425.620
6521	425.950	-128.549	425.672
6522	426.000	-129.520	425.720
6523	426.050	-125.084	425.767
6524	426.100	-88.713	425.820
6525	426.150	-58.253	425.870
6526	426.200	-49.249	425.921
6527	426.250	-41.626	425.972
6528	426.300	-23.522	426.017
6529	426.350	9.738	426.068
6530	426.400	30.128	426.118
6531	426.450	32.754	426.168
6532	426.500	33.800	426.222
6533	426.550	49.372	426.268
6534	426.600	78.969	426.317
6535	426.650	102.522	426.369
6536	426.700	100.063	426.415
6537	426.750	100.213	426.469
6538	426.800	114.003	426.519
6539	426.850	134.272	426.570
6540	426.900	141.484	426.621
6541	426.950	120.228	426.669
6542	427.000	109.310	426.714
6543	427.050	113.949	426.769
6544	427.100	119.405	426.817
6545	427.150	109.182	426.864
6546	427.200	87.348	426.920
6547	427.250	80.754	426.968
6548	427.300	83.906	427.013
6549	427.350	82.765	427.071
6550	427.400	69.739	427.119
6551	427.450	47.214	427.170
6552	427.500	35.814	427.221
6553	427.550	33.625	427.270
6554	427.600	21.910	427.315
6555	427.650	-2.417	427.370
6556	427.700	-25.438	427.417
6557	427.750	-30.917	427.469
6558	427.800	-32.085	427.520
6559	427.850	-44.741	427.570
6560	427.900	-61.289	427.614
6561	427.950	-77.671	427.669
6562	428.000	-81.373	427.717
6563	428.050	-82.749	427.766
6564	428.100	-90.111	427.820
6565	428.150	-98.174	427.870
6566	428.200	-105.462	427.918
6567	428.250	-98.229	427.970
6568	428.300	-85.111	428.018
6569	428.350	-79.548	428.067
6570	428.400	-77.732	428.118
6571	428.450	-77.360	428.166
6572	428.500	-72.143	428.219
6573	428.550	-62.962	428.264
6574	428.600	-61.839	428.319
6575	428.650	-67.712	428.367
6576	428.700	-72.919	428.421
6577	428.750	-65.650	428.471
6578	428.800	-51.769	428.519
6579	428.850	-49.680	428.566
6580	428.900	-52.009	428.621
6581	428.950	-48.005	428.670
6582	429.000	-30.278	428.718
6583	429.050	-11.997	428.768
6584	429.100	-8.530	428.821
6585	429.150	-4.886	428.870
6586	429.200	5.320	428.920
6587	429.250	24.972	428.972
6588	429.300	47.773	429.016
6589	429.350	54.882	429.072
6590	429.400	57.133	429.119
6591	429.450	66.050	429.169
6592	429.500	87.811	429.217
6593	429.550	108.626	429.268
6594	429.600	106.589	429.319
6595	429.650	99.900	429.371
6596	429.700	109.472	429.422
6597	429.750	134.477	429.471
6598	429.800	140.450	429.520
6599	429.850	113.797	429.567
6600	429.900	100.077	429.623
6601	429.950	110.027	429.669
6602	430.000	121.744	429.718
6603	430.050	109.340	429.770
6604	430.100	75.771	429.819
6605	430.150	58.907	429.868
6606	430.200	59.870	429.918
6607	430.250	56.864	429.969
6608	430.300	27.243	430.020
6609	430.350	-7.232	430.069
6610	430.400	-18.561	430.120
6611	430.450	-15.347	430.172
6612	430.500	-22.508	430.220
6613	430.550	-48.344	430.266
6614	430.600	-80.157	430.318
6615	430.650	-84.946	430.368
6616	430.700	-76.044	430.420
6617	430.750	-83.050	430.470
6618	430.800	-104.466	430.521
6619	430.850	-122.204	430.571
6620	430.900	-111.899	430.618
6621	430.950	-96.059	430.667
6622	431.000	-104.032	430.717
6623	431.050	-124.850	430.772
6624	431.100	-139.134	430.815
6625	431.150	-119.307	430.869
6626	431.200	-99.636	430.919
6627	431.250	-100.596	430.972
6628	431.300	-108.394	431.020
6629	431.350	-97.810	431.068
6630	431.400	-54.584	431.120
6631	431.450	-30.755	431.167
6632	431.500	-29.753	431.216
6633	431.550	-29.802	431.268
6634	431.600	-8.471	431.321
6635	431.650	20.424	431.372
6636	431.700	23.869	431.416
6637	431.750	19.615	431.470
6638	431.800	18.222	431.523
6639	431.850	30.151	431.569
6640	431.900	48.821	431.620
6641	431.950	58.943	431.672
6642	432.000	59.587	431.717
6643	432.050	62.299	431.772
6644	432.100	77.264	431.819
6645	432.150	94.820	431.867
6646	432.200	97.019	431.921
6647	432.250	88.024	431.968
6648	432.300	84.986	432.015
6649	432.350	92.613	432.064
6650	432.400	103.185	432.123
6651	432.450	100.295	432.169
6652	432.500	88.491	432.217
6653	432.550	87.432	432.269
6654	432.600	93.164	432.313
6655	432.650	96.443	432.367
6656	432.700	92.677	432.423
6657	432.750	78.517	432.465
6658	432.800	69.703	432.522
6659	432.850	66.830	432.570
6660	432.900	62.293	432.618
6661	432.950	47.953	432.669
6662	433.000	16.606	432.717
6663	433.050	0.535	432.770
6664	433.100	-2.057	432.818
6665	433.150	-14.995	432.873
6666	433.200	-34.541	432.918
6667	433.250	-61.787	432.969
6668	433.300	-71.282	433.020
6669	433.350	-73.078	433.067
6670	433.400	-86.477	433.118
6671	433.450	-98.730	433.168
6672	433.500	-113.411	433.222
6673	433.550	-113.609	433.269
6674	433.600	-104.606	433.317
6675	433.650	-108.529	433.374
6676	433.700	-115.308	433.423
6677	433.750	-126.977	433.469
6678	433.800	-125.996	433.519
6679	433.850	-111.610	433.570
6680	433.900	-109.866	433.618
6681	433.950	-110.742	433.664
6682	434.000	-113.697	433.717
6683	434.050	-95.010	433.767
6684	434.100	-67.536	433.815
6685	434.150	-61.905	433.871
6686	434.200	-55.137	433.917
6687	434.250	-45.500	433.970
6688	434.300	-23.469	434.018
6689	434.350	0.419	434.066
6690	434.400	10.799	434.117
6691	434.450	19.724	434.166
6692	434.500	39.058	434.219
6693	434.550	68.950	434.265
6694	434.600	91.192	434.317
6695	434.650	98.947	434.370
6696	434.700	104.586	434.416
6697	434.750	115.704	434.468
6698	434.800	133.248	434.520
6699	434.850	145.641	434.566
6700	434.900	143.311	434.617
6701	434.950	132.857	434.671
6702	435.000	132.939	434.716
6703	435.050	134.617	434.767
6704	435.100	126.540	434.818
6705	435.150	108.116	434.866
6706	435.200	88.161	434.923
6707	435.250	83.622	434.973
6708	435.300	82.837	435.018
6709	435.350	72.491	435.066
6710	435.400	51.368	435.121
6711	435.450	34.973	435.165
6712	435.500	31.034	435.215
6713	435.550	22.309	435.269
6714	435.600	0.137	435.320
6715	435.650	-30.244	435.365
6716	435.700	-44.615	435.418
6717	435.750	-44.859	435.469
6718	435.800	-53.778	435.522
6719	435.850	-73.172	435.568
6720	435.900	-89.331	435.619
6721	435.950	-89.522	435.668
6722	436.000	-84.783	435.717
6723	436.050	-91.828	435.768
6724	436.100	-102.891	435.817
6725	436.150	-109.538	435.868
6726	436.200	-105.516	435.917
6727	436.250	-99.842	435.971
6728	436.300	-102.854	436.026
6729	436.350	-107.463	436.068
6730	436.400	-104.827	436.120
6731	436.450	-89.531	436.167
6732	436.500	-73.618	436.218
6733	436.550	-69.928	436.267
6734	436.600	-67.027	436.316
6735	436.650	-52.494	436.369
6736	436.700	-33.936	436.419
6737	436.750	-21.573	436.467
6738	436.800	-18.085	436.518
6739	436.850	-12.073	436.568
6740	436.900	3.853	436.616
6741	436.950	18.239	436.666
6742	437.000	25.157	436.717
6743	437.050	24.476	436.769
6744	437.100	24.770	436.821
6745	437.150	31.421	436.870
6746	437.200	39.090	436.919
6747	437.250	42.713	436.966
6748	437.300	41.379	437.020
6749	437.350	41.120	437.068
6750	437.400	47.787	437.120
6751	437.450	60.780	437.168
6752	437.500	73.801	437.216
6753	437.550	75.732	437.263
6754	437.600	76.517	437.319
6755	437.650	89.549	437.371
6756	437.700	108.663	437.415
6757	437.750	112.440	437.468
6758	437.800	95.301	437.520
6759	437.850	84.187	437.571
6760	437.900	90.116	437.619
6761	437.950	100.063	437.669
6762	438.000	91.102	437.719
6763	438.050	68.696	437.771
6764	438.100	57.191	437.822
6765	438.150	56.102	437.870
6766	438.200	55.799	437.918
6767	438.250	40.271	437.965
6768	438.300	13.533	438.018
6769	438.350	1.420	438.068
6770	438.400	4.985	438.119
6771	438.450	4.047	438.171
6772	438.500	-17.479	438.221
6773	438.550	-49.688	438.268
6774	438.600	-67.058	438.318
6775	438.650	-68.018	438.370
6776	438.700	-74.006	438.417
6777	438.750	-95.710	438.471
6778	438.800	-126.984	438.521
6779	438.850	-128.498	438.564
6780	438.900	-111.572	438.619
6781	438.950	-108.511	438.669
6782	439.000	-123.386	438.718
6783	439.050	-135.359	438.768
6784	439.100	-121.247	438.816
6785	439.150	-102.874	438.868
6786	439.200	-101.471	438.918
6787	439.250	-111.656	438.965
6788	439.300	-111.140	439.020
6789	439.350	-84.709	439.070
6790	439.400	-58.069	439.119
6791	439.450	-53.298	439.169
6792	439.500	-50.445	439.220
6793	439.550	-38.425	439.264
6794	439.600	-10.733	439.319
6795	439.650	19.129	439.371
6796	439.700	30.220	439.418
6797	439.750	37.315	439.470
6798	439.800	52.564	439.515
6799	439.850	90.674	439.567
6800	439.900	110.966	439.621
6801	439.950	99.842	439.670
6802	440.000	93.428	439.716
6803	440.050	99.367	439.772
6804	440.100	111.434	439.820
6805	440.150	107.425	439.872
6806	440.200	90.029	439.918
6807	440.250	85.055	439.969
6808	440.300	87.593	440.017
6809	440.350	97.496	440.068
6810	440.400	101.764	440.120
6811	440.450	91.763	440.166
6812	440.500	84.615	440.220
6813	440.550	86.961	440.268
6814	440.600	94.777	440.316
6815	440.650	91.321	440.371
6816	440.700	62.918	440.421
6817	440.750	45.923	440.467
6818	440.800	42.032	440.521
6819	440.850	35.772	440.570
6820	440.900	17.720	440.614
6821	440.950	-8.714	440.668
6822	441.000	-18.941	440.720
6823	441.050	-20.901	440.769
6824	441.100	-32.606	440.820
6825	441.150	-48.080	440.871
6826	441.200	-68.066	440.917
6827	441.250	-76.755	440.968
6828	441.300	-72.808	441.019
6829	441.350	-77.364	441.068
6830	441.400	-88.119	441.121
6831	441.450	-104.677	441.168
6832	441.500	-107.143	441.219
6833	441.550	-92.384	441.269
6834	441.600	-94.145	441.320
6835	441.650	-103.892	441.371
6836	441.700	-112.544	441.419
6837	441.750	-108.278	441.468
6838	441.800	-89.174	441.520
6839	441.850	-88.468	441.570
6840	441.900	-96.394	441.620
6841	441.950	-96.730	441.669
6842	442.000	-82.455	441.717
6843	442.050	-59.417	441.769
6844	442.100	-52.646	441.816
6845	442.150	-47.612	441.869
6846	442.200	-36.531	441.920
6847	442.250	-19.684	441.968
6848	442.300	3.907	442.019
6849	442.350	10.908	442.066
6850	442.400	12.589	442.119
6851	442.450	22.596	442.169
6852	442.500	41.278	442.219
6853	442.550	66.319	442.269
6854	442.600	76.883	442.317
6855	442.650	81.253	442.371
6856	442.700	96.339	442.417
6857	442.750	119.452	442.468
6858	442.800	139.241	442.520
6859	442.850	134.838	442.570
6860	442.900	131.398	442.617
6861	442.950	138.166	442.670
6862	443.000	146.914	442.718
6863	443.050	147.462	442.770
6864	443.100	125.700	442.820
6865	443.150	111.814	442.865
6866	443.200	110.858	442.919
6867	443.250	101.039	442.965
6868	443.300	77.426	443.020
6869	443.350	45.816	443.071
6870	443.400	30.253	443.118
6871	443.450	23.889	443.170
6872	443.500	12.799	443.218
6873	443.550	-6.119	443.269
6874	443.600	-35.042	443.315
6875	443.650	-47.513	443.373
6876	443.700	-48.010	443.418
6877	443.750	-56.046	443.469
6878	443.800	-74.224	443.516
6879	443.850	-95.719	443.569
6880	443.900	-102.680	443.617
6881	443.950	-98.196	443.671
6882	444.000	-103.680	443.717
6883	444.050	-119.113	443.771
6884	444.100	-130.628	443.818
6885	444.150	-119.235	443.869
6886	444.200	-102.695	443.919
6887	444.250	-103.374	443.969
6888	444.300	-110.890	444.017
6889	444.350	-106.635	444.071
6890	444.400	-86.593	444.118
6891	444.450	-67.999	444.169
6892	444.500	-63.000	444.216
6893	444.550	-61.690	444.268
6894	444.600	-48.389	444.321
6895	444.650	-24.878	444.370
6896	444.700	-8.639	444.415
6897	444.750	-6.007	444.469
6898	444.800	-8.146	444.518
6899	444.850	1.512	444.570
6900	444.900	21.904	444.620
6901	444.950	34.461	444.670
6902	445.000	29.632	444.720
6903	445.050	26.162	444.769
6904	445.100	37.909	444.818
6905	445.150	57.144	444.873
6906	445.200	64.811	444.916
6907	445.250	58.299	444.967
6908	445.300	58.675	445.022
6909	445.350	71.887	445.069
6910	445.400	91.453	445.119
6911	445.450	92.792	445.169
6912	445.500	81.950	445.217
6913	445.550	80.103	445.270
6914	445.600	86.482	445.318
6915	445.650	89.090	445.369
6916	445.700	75.935	445.422
6917	445.750	61.523	445.471
6918	445.800	59.233	445.516
6919	445.850	63.102	445.570
6920	445.900	71.504	445.618
6921	445.950	73.756	445.668
6922	446.000	60.876	445.719
6923	446.050	50.180	445.769
6924	446.100	49.290	445.816
6925	446.150	51.401	445.867
6926	446.200	37.015	445.918
6927	446.250	8.024	445.970
6928	446.300	-4.619	446.018
6929	446.350	-7.710	446.065
6930	446.400	-14.747	446.115
6931	446.450	-33.982	446.168
6932	446.500	-53.431	446.226
6933	446.550	-57.942	446.268
6934	446.600	-60.804	446.320
6935	446.650	-67.354	446.374
6936	446.700	-78.596	446.418
6937	446.750	-95.034	446.466
6938	446.800	-102.786	446.519
6939	446.850	-99.870	446.569
6940	446.900	-100.649	446.619
6941	446.950	-110.391	446.667
6942	447.000	-123.255	446.719
6943	447.050	-121.266	446.769
6944	447.100	-110.456	446.822
6945	447.150	-104.884	446.869
6946	447.200	-109.227	446.919
6947	447.250	-109.950	446.968
6948	447.300	-87.408	447.016
6949	447.350	-56.771	447.070
6950	447.400	-46.152	447.117
6951	447.450	-42.608	447.167
6952	447.500	-32.862	447.218
6953	447.550	-3.494	447.266
6954	447.600	22.950	447.321
6955	447.650	29.253	447.368
6956	447.700	37.436	447.418
6957	447.750	51.734	447.468
6958	447.800	78.914	447.519
6959	447.850	95.789	447.566
6960	447.900	90.309	447.620
6961	447.950	88.294	447.667
6962	448.000	97.085	447.718
6963	448.050	113.713	447.769
6964	448.100	117.905	447.819
6965	448.150	105.565	447.869
6966	448.200	103.188	447.919
6967	448.250	107.860	447.968
6968	448.300	114.177	448.020
6969	448.350	110.038	448.069
6970	448.400	92.535	448.120
6971	448.450	85.497	448.165
6972	448.500	87.217	448.215
6973	448.550	85.139	448.270
6974	448.600	70.167	448.317
6975	448.650	45.581	448.371
6976	448.700	32.654	448.422
6977	448.750	26.608	448.470
6978	448.800	9.682	448.514
6979	448.850	-9.512	448.567
6980	448.900	-28.303	448.618
6981	448.950	-37.851	448.670
