#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
193	109.550	554.380	109.267
194	109.600	554.128	109.314
195	109.650	398.603	109.367
196	109.700	247.403	109.419
197	109.750	250.336	109.468
198	109.800	237.005	109.517
199	109.850	118.556	109.565
200	109.900	-56.574	109.619
201	109.950	-121.078	109.669
202	110.000	-68.769	109.721
203	110.050	-37.565	109.767
204	110.100	-93.319	109.818
205	110.150	-176.538	109.869
206	110.200	-235.834	109.918
207	110.250	-201.642	109.968
208	110.300	-166.624	110.019
209	110.350	-228.380	110.073
210	110.400	-427.884	110.118
211	110.450	-541.278	110.163
212	110.500	-616.354	110.215
213	110.550	-693.790	110.262
214	110.600	-752.980	110.320
215	110.650	-774.890	110.370
216	110.700	-771.445	110.418
217	110.750	-767.003	110.465
218	110.800	-696.438	110.517
219	110.850	-608.306	110.568
220	110.900	-535.762	110.616
221	110.950	-485.908	110.669
222	111.000	-414.186	110.719
223	111.050	-249.914	110.772
224	111.100	-224.197	110.821
225	111.150	-217.992	110.869
226	111.200	-175.486	110.919
227	111.250	-24.453	110.966
228	111.300	154.310	111.019
229	111.350	136.558	111.066
230	111.400	3.719	111.116
231	111.450	-90.159	111.165
232	111.500	-119.147	111.218
233	111.550	12.297	111.267
234	111.600	199.643	111.316
235	111.650	250.767	111.369
236	111.700	312.576	111.420
237	111.750	458.376	111.467
238	111.800	646.601	111.520
239	111.850	745.825	111.565
240	111.900	706.889	111.616
241	111.950	706.594	111.669
242	112.000	707.066	111.716
243	112.050	731.142	111.771
244	112.100	757.595	111.816
245	112.150	706.364	111.864
246	112.200	673.902	111.916
247	112.250	654.196	111.970
248	112.300	682.962	112.018
249	112.350	796.440	112.062
250	112.400	780.269	112.121
251	112.450	728.388	112.167
252	112.500	768.060	112.218
253	112.550	779.480	112.266
254	112.600	641.912	112.319
255	112.650	337.683	112.365
256	112.700	199.488	112.420
257	112.750	151.580	112.465
258	112.800	83.680	112.518
259	112.850	-76.608	112.569
260	112.900	-418.620	112.617
261	112.950	-728.006	112.665
262	113.000	-810.363	112.720
263	113.050	-905.407	112.764
264	113.100	-1362.547	112.814
265	113.150	-2106.507	112.868
266	113.200	-2181.639	112.919
267	113.250	-2081.804	112.966
268	113.300	-2276.601	113.018
269	113.350	-2411.504	113.070
270	113.400	-1695.235	113.118
271	113.450	-1017.719	113.167
272	113.500	-702.275	113.220
273	113.550	-292.360	113.271
274	113.600	82.035	113.315
275	113.650	309.056	113.370
276	113.700	479.108	113.416
277	113.750	607.007	113.466
278	113.800	661.772	113.519
279	113.850	645.704	113.572
280	113.900	718.465	113.615
281	113.950	794.662	113.670
282	114.000	835.196	113.718
283	114.050	816.801	113.771
284	114.100	774.034	113.818
285	114.150	773.916	113.868
286	114.200	837.706	113.914
287	114.250	888.442	113.973
288	114.300	868.710	114.018
289	114.350	769.001	114.068
290	114.400	666.530	114.120
291	114.450	547.597	114.167
292	114.500	416.701	114.221
293	114.550	206.080	114.267
294	114.600	72.902	114.319
295	114.650	53.131	114.373
296	114.700	109.455	114.415
297	114.750	230.618	114.469
298	114.800	309.934	114.520
299	114.850	322.170	114.568
300	114.900	349.335	114.617
301	114.950	323.642	114.667
302	115.000	108.548	114.719
303	115.050	-162.821	114.768
304	115.100	-228.033	114.818
305	115.150	-27.272	114.870
306	115.200	-43.983	114.921
307	115.250	-172.162	114.969
308	115.300	-211.527	115.016
309	115.350	-250.238	115.067
310	115.400	-340.672	115.115
311	115.450	-356.195	115.174
312	115.500	-310.182	115.219
313	115.550	-324.762	115.262
314	115.600	-384.912	115.321
315	115.650	-399.222	115.368
316	115.700	-352.848	115.420
317	115.750	-335.814	115.475
318	115.800	-344.901	115.516
319	115.850	-345.979	115.566
320	115.900	-364.466	115.619
321	115.950	-383.592	115.665
322	116.000	-384.279	115.722
323	116.050	-372.144	115.767
324	116.100	-343.050	115.817
325	116.150	-395.018	115.875
326	116.200	-465.530	115.920
327	116.250	-487.268	115.968
328	116.300	-407.680	116.019
329	116.350	-329.252	116.067
330	116.400	-318.097	116.121
331	116.450	-302.742	116.166
332	116.500	-249.175	116.220
333	116.550	-118.304	116.271
334	116.600	-23.941	116.314
335	116.650	13.217	116.366
336	116.700	41.488	116.414
337	116.750	81.842	116.473
338	116.800	230.242	116.520
339	116.850	422.009	116.569
340	116.900	424.023	116.619
341	116.950	400.806	116.672
342	117.000	424.918	116.716
343	117.050	597.924	116.769
344	117.100	757.920	116.822
345	117.150	652.458	116.870
346	117.200	635.232	116.922
347	117.250	661.163	116.967
348	117.300	752.012	117.015
349	117.350	831.878	117.071
350	117.400	598.174	117.118
351	117.450	511.099	117.167
352	117.500	528.535	117.220
353	117.550	601.827	117.268
354	117.600	686.575	117.315
355	117.650	387.592	117.372
356	117.700	176.570	117.417
357	117.750	201.093	117.466
358	117.800	265.037	117.514
359	117.850	223.918	117.565
360	117.900	-80.416	117.617
361	117.950	-259.154	117.668
362	118.000	-248.096	117.718
363	118.050	-301.969	117.774
364	118.100	-368.027	117.819
365	118.150	-581.533	117.865
366	118.200	-725.508	117.920
367	118.250	-618.214	117.968
368	118.300	-565.306	118.021
369	118.350	-573.889	118.071
370	118.400	-673.161	118.121
371	118.450	-713.475	118.171
372	118.500	-612.631	118.218
373	118.550	-513.886	118.269
374	118.600	-547.584	118.318
375	118.650	-613.977	118.369
376	118.700	-759.211	118.416
377	118.750	-773.673	118.465
378	118.800	-672.235	118.513
379	118.850	-624.738	118.569
380	118.900	-642.437	118.617
381	118.950	-528.964	118.667
382	119.000	-222.408	118.725
383	119.050	165.545	118.769
384	119.100	264.715	118.813
385	119.150	304.232	118.866
386	119.200	338.847	118.916
387	119.250	540.123	118.969
388	119.300	672.213	119.015
389	119.350	527.960	119.068
390	119.400	461.535	119.120
391	119.450	547.483	119.166
392	119.500	595.782	119.219
393	119.550	508.685	119.270
394	119.600	353.880	119.322
395	119.650	242.916	119.372
396	119.700	139.628	119.416
397	119.750	106.627	119.468
398	119.800	107.977	119.522
399	119.850	134.198	119.570
400	119.900	148.213	119.617
401	119.950	168.643	119.666
402	120.000	258.333	119.723
403	120.050	338.380	119.765
404	120.100	394.105	119.823
405	120.150	411.429	119.866
406	120.200	428.113	119.918
407	120.250	516.178	119.964
408	120.300	582.933	120.018
409	120.350	589.205	120.071
410	120.400	444.636	120.113
411	120.450	320.851	120.168
412	120.500	351.401	120.217
413	120.550	326.170	120.263
414	120.600	173.432	120.318
415	120.650	7.644	120.371
416	120.700	-97.746	120.421
417	120.750	-127.280	120.465
418	120.800	-148.507	120.522
419	120.850	-134.172	120.566
420	120.900	-148.737	120.619
421	120.950	-222.674	120.670
422	121.000	-327.749	120.716
423	121.050	-440.220	120.773
424	121.100	-603.579	120.817
425	121.150	-809.585	120.871
426	121.200	-921.988	120.917
427	121.250	-942.405	120.969
428	121.300	-989.438	121.020
429	121.350	-1110.430	121.068
430	121.400	-1297.830	121.116
431	121.450	-1347.607	121.173
432	121.500	-1148.448	121.217
433	121.550	-968.951	121.261
434	121.600	-886.299	121.320
435	121.650	-730.437	121.371
436	121.700	-406.035	121.418
437	121.750	-123.020	121.468
438	121.800	89.790	121.512
439	121.850	287.800	121.571
440	121.900	503.054	121.616
441	121.950	664.927	121.662
442	122.000	764.812	121.717
443	122.050	916.035	121.768
444	122.100	976.695	121.821
445	122.150	972.312	121.871
446	122.200	1035.812	121.921
447	122.250	1111.270	121.966
448	122.300	1197.901	122.018
449	122.350	1171.094	122.071
450	122.400	1017.543	122.120
451	122.450	917.327	122.159
452	122.500	797.903	122.216
453	122.550	750.753	122.264
454	122.600	485.722	122.315
455	122.650	109.267	122.367
456	122.700	17.768	122.418
457	122.750	39.448	122.469
458	122.800	16.155	122.519
459	122.850	-256.266	122.569
460	122.900	-576.938	122.619
461	122.950	-512.502	122.673
462	123.000	-416.286	122.719
463	123.050	-386.122	122.768
464	123.100	-456.001	122.817
465	123.150	-471.920	122.873
466	123.200	-329.358	122.921
467	123.250	-209.956	122.967
468	123.300	-159.721	123.017
469	123.350	-146.731	123.070
470	123.400	-131.145	123.116
471	123.450	-88.602	123.163
472	123.500	-58.622	123.221
473	123.550	-104.856	123.268
474	123.600	-150.328	123.314
475	123.650	-230.728	123.364
476	123.700	-314.753	123.420
477	123.750	-277.743	123.474
478	123.800	-106.833	123.513
479	123.850	-15.782	123.566
480	123.900	-102.536	123.618
481	123.950	-235.899	123.668
482	124.000	-354.327	123.721
483	124.050	-336.312	123.769
484	124.100	-307.301	123.817
485	124.150	-273.961	123.867
486	124.200	-271.725	123.915
487	124.250	-197.916	123.966
488	124.300	-106.780	124.019
489	124.350	-107.561	124.067
490	124.400	-143.347	124.114
491	124.450	-223.293	124.170
492	124.500	-322.247	124.220
493	124.550	-337.073	124.268
494	124.600	-278.939	124.317
495	124.650	-158.110	124.369
496	124.700	-79.281	124.420
497	124.750	1.721	124.467
498	124.800	123.480	124.516
499	124.850	253.132	124.569
500	124.900	280.688	124.619
501	124.950	250.102	124.669
502	125.000	297.485	124.719
503	125.050	413.846	124.768
504	125.100	581.437	124.821
505	125.150	570.270	124.870
506	125.200	465.940	124.920
507	125.250	443.930	124.967
508	125.300	487.244	125.018
509	125.350	533.997	125.067
510	125.400	452.824	125.120
511	125.450	311.226	125.171
512	125.500	330.297	125.213
513	125.550	410.828	125.271
514	125.600	511.337	125.318
515	125.650	587.203	125.369
516	125.700	454.771	125.422
517	125.750	401.164	125.471
518	125.800	457.816	125.516
519	125.850	523.438	125.567
520	125.900	481.679	125.617
521	125.950	134.240	125.669
522	126.000	-26.248	125.720
523	126.050	-58.922	125.766
524	126.100	-159.176	125.816
525	126.150	-351.811	125.871
526	126.200	-637.357	125.920
527	126.250	-670.099	125.969
528	126.300	-572.980	126.017
529	126.350	-606.309	126.070
530	126.400	-789.840	126.120
531	126.450	-945.176	126.167
532	126.500	-835.569	126.222
533	126.550	-724.978	126.271
534	126.600	-732.054	126.318
535	126.650	-720.969	126.368
536	126.700	-645.095	126.418
537	126.750	-602.966	126.466
538	126.800	-547.243	126.515
539	126.850	-496.077	126.564
540	126.900	-420.594	126.621
541	126.950	-345.274	126.668
542	127.000	-181.122	126.713
543	127.050	-17.196	126.766
544	127.100	2.459	126.817
545	127.150	-51.120	126.869
546	127.200	37.195	126.921
547	127.250	273.188	126.968
548	127.300	438.167	127.016
549	127.350	476.214	127.066
550	127.400	431.400	127.114
551	127.450	424.506	127.171
552	127.500	549.414	127.217
553	127.550	631.307	127.268
554	127.600	563.304	127.319
555	127.650	462.901	127.371
556	127.700	487.731	127.419
557	127.750	604.915	127.469
558	127.800	567.842	127.515
559	127.850	401.216	127.567
560	127.900	280.711	127.621
561	127.950	194.072	127.665
562	128.000	162.067	127.718
563	128.050	187.325	127.769
564	128.100	208.925	127.816
565	128.150	246.534	127.870
566	128.200	281.519	127.914
567	128.250	304.133	127.970
568	128.300	331.593	128.016
569	128.350	308.240	128.071
570	128.400	209.032	128.120
571	128.450	108.705	128.171
572	128.500	120.129	128.215
573	128.550	117.527	128.265
574	128.600	123.867	128.321
575	128.650	120.756	128.368
576	128.700	65.526	128.419
577	128.750	23.856	128.468
578	128.800	22.861	128.522
579	128.850	-1.123	128.571
580	128.900	-48.775	128.618
581	128.950	-215.731	128.666
582	129.000	-400.166	128.717
583	129.050	-426.785	128.769
584	129.100	-505.007	128.820
585	129.150	-750.609	128.869
586	129.200	-999.820	128.921
587	129.250	-959.421	128.967
588	129.300	-932.122	129.016
589	129.350	-956.317	129.067
590	129.400	-904.312	129.120
591	129.450	-790.317	129.168
592	129.500	-670.592	129.216
593	129.550	-557.458	129.270
594	129.600	-518.284	129.319
595	129.650	-560.760	129.369
596	129.700	-500.142	129.418
597	129.750	-274.048	129.471
598	129.800	-101.559	129.517
599	129.850	-21.285	129.571
600	129.900	70.884	129.620
601	129.950	183.381	129.667
602	130.000	309.071	129.714
603	130.050	441.453	129.767
604	130.100	597.129	129.819
605	130.150	725.868	129.871
606	130.200	827.273	129.914
607	130.250	921.095	129.968
608	130.300	982.561	130.019
609	130.350	1063.820	130.069
610	130.400	956.501	130.117
611	130.450	784.525	130.172
612	130.500	695.408	130.216
613	130.550	658.578	130.271
614	130.600	649.881	130.318
615	130.650	560.399	130.368
616	130.700	383.567	130.420
617	130.750	366.311	130.463
618	130.800	445.224	130.512
619	130.850	430.937	130.570
620	130.900	270.850	130.622
621	130.950	2.688	130.669
622	131.000	-120.328	130.718
623	131.050	-145.882	130.767
624	131.100	-214.861	130.821
625	131.150	-503.688	130.864
626	131.200	-825.111	130.914
627	131.250	-701.817	130.971
628	131.300	-563.963	131.016
629	131.350	-617.277	131.065
630	131.400	-674.509	131.122
631	131.450	-538.823	131.167
632	131.500	-329.777	131.219
633	131.550	-216.198	131.267
634	131.600	-116.711	131.321
635	131.650	-85.395	131.373
636	131.700	-88.300	131.416
637	131.750	-97.523	131.464
638	131.800	-148.997	131.520
639	131.850	-202.638	131.570
640	131.900	-255.618	131.617
641	131.950	-294.273	131.673
642	132.000	-337.260	131.715
643	132.050	-304.236	131.771
644	132.100	-214.899	131.818
645	132.150	-153.694	131.870
646	132.200	-101.317	131.922
647	132.250	-68.641	131.967
648	132.300	-75.521	132.015
649	132.350	-106.896	132.067
650	132.400	-192.344	132.118
651	132.450	-246.433	132.168
652	132.500	-241.241	132.218
653	132.550	-114.561	132.264
654	132.600	-174.921	132.318
655	132.650	-207.483	132.369
656	132.700	-108.988	132.422
657	132.750	-62.958	132.464
658	132.800	75.154	132.517
659	132.850	263.412	132.572
660	132.900	297.375	132.617
661	132.950	233.313	132.668
662	133.000	198.760	132.719
663	133.050	251.268	132.769
664	133.100	369.592	132.819
665	133.150	523.468	132.872
666	133.200	563.240	132.920
667	133.250	582.696	132.969
668	133.300	693.024	133.018
669	133.350	758.712	133.068
670	133.400	672.079	133.117
671	133.450	561.111	133.167
672	133.500	497.371	133.216
673	133.550	446.734	133.272
674	133.600	439.420	133.319
675	133.650	394.187	133.370
676	133.700	271.256	133.422
677	133.750	229.712	133.474
678	133.800	283.620	133.518
679	133.850	314.965	133.570
680	133.900	261.002	133.621
681	133.950	174.355	133.662
682	134.000	99.305	133.718
683	134.050	24.655	133.770
684	134.100	-53.439	133.820
685	134.150	-118.542	133.868
686	134.200	-338.020	133.921
687	134.250	-569.912	133.971
688	134.300	-586.574	134.019
689	134.350	-618.071	134.069
690	134.400	-767.430	134.119
691	134.450	-1026.756	134.168
692	134.500	-1009.959	134.215
693	134.550	-816.086	134.267
694	134.600	-774.028	134.315
695	134.650	-881.335	134.371
696	134.700	-981.973	134.422
697	134.750	-770.327	134.469
698	134.800	-630.938	134.523
699	134.850	-661.967	134.567
700	134.900	-735.019	134.612
701	134.950	-683.140	134.668
702	135.000	-437.124	134.718
703	135.050	-280.278	134.770
704	135.100	-164.710	134.813
705	135.150	2.391	134.868
706	135.200	278.110	134.925
707	135.250	506.349	134.970
708	135.300	570.097	135.019
709	135.350	634.916	135.066
710	135.400	753.719	135.115
711	135.450	954.889	135.165
712	135.500	1042.981	135.217
713	135.550	1037.379	135.271
714	135.600	984.414	135.313
715	135.650	902.055	135.369
716	135.700	800.970	135.417
717	135.750	667.140	135.472
718	135.800	525.269	135.519
719	135.850	401.682	135.566
720	135.900	307.938	135.615
721	135.950	177.663	135.665
722	136.000	113.804	135.719
723	136.050	72.724	135.767
724	136.100	51.254	135.819
725	136.150	67.093	135.873
726	136.200	50.146	135.919
727	136.250	40.550	135.966
728	136.300	41.112	136.021
729	136.350	28.215	136.069
730	136.400	48.124	136.116
731	136.450	54.791	136.170
732	136.500	40.753	136.216
733	136.550	-3.521	136.270
734	136.600	-33.900	136.317
735	136.650	-42.541	136.361
736	136.700	-48.443	136.420
737	136.750	-143.456	136.467
738	136.800	-278.604	136.517
739	136.850	-353.569	136.567
740	136.900	-418.176	136.615
741	136.950	-489.079	136.668
742	137.000	-516.501	136.718
743	137.050	-533.654	136.772
744	137.100	-479.020	136.820
745	137.150	-424.702	136.871
746	137.200	-410.241	136.918
747	137.250	-425.793	136.968
748	137.300	-406.603	137.018
749	137.350	-375.067	137.065
750	137.400	-379.763	137.117
751	137.450	-403.651	137.169
752	137.500	-427.468	137.219
753	137.550	-461.171	137.269
754	137.600	-492.461	137.318
755	137.650	-495.539	137.370
756	137.700	-470.325	137.418
757	137.750	-455.569	137.466
758	137.800	-418.697	137.522
759	137.850	-312.710	137.567
760	137.900	-172.483	137.618
761	137.950	9.855	137.669
762	138.000	213.890	137.717
763	138.050	315.675	137.767
764	138.100	447.026	137.820
765	138.150	637.723	137.864
766	138.200	739.350	137.920
767	138.250	744.718	137.969
768	138.300	768.301	138.013
769	138.350	837.922	138.072
770	138.400	918.011	138.118
771	138.450	834.734	138.169
772	138.500	663.037	138.218
773	138.550	600.724	138.263
774	138.600	636.766	138.321
775	138.650	630.621	138.371
776	138.700	538.589	138.415
777	138.750	454.919	138.468
778	138.800	484.208	138.520
779	138.850	555.213	138.570
780	138.900	556.714	138.620
781	138.950	328.874	138.669
782	139.000	145.590	138.723
783	139.050	117.441	138.768
784	139.100	101.761	138.815
785	139.150	-80.789	138.870
786	139.200	-373.230	138.916
787	139.250	-517.842	138.966
788	139.300	-571.669	139.018
789	139.350	-643.930	139.070
790	139.400	-797.357	139.119
791	139.450	-929.236	139.166
792	139.500	-817.293	139.218
793	139.550	-645.275	139.270
794	139.600	-558.796	139.320
795	139.650	-545.563	139.369
796	139.700	-558.228	139.418
797	139.750	-381.333	139.469
798	139.800	-229.515	139.517
799	139.850	-203.655	139.567
800	139.900	-225.024	139.620
801	139.950	-228.861	139.667
802	140.000	-189.732	139.717
803	140.050	-131.563	139.769
804	140.100	-83.793	139.820
805	140.150	-112.208	139.872
806	140.200	-191.766	139.914
807	140.250	-255.539	139.972
808	140.300	-311.662	140.022
809	140.350	-279.314	140.066
810	140.400	-228.927	140.113
811	140.450	-224.813	140.171
812	140.500	-256.513	140.222
813	140.550	-159.521	140.270
814	140.600	77.030	140.314
815	140.650	251.588	140.370
816	140.700	263.070	140.418
817	140.750	278.796	140.470
818	140.800	365.118	140.518
819	140.850	473.447	140.571
820	140.900	487.278	140.617
821	140.950	487.816	140.667
822	141.000	503.728	140.718
823	141.050	553.936	140.771
824	141.100	581.114	140.818
825	141.150	551.822	140.870
826	141.200	527.210	140.921
827	141.250	458.039	140.970
828	141.300	357.610	141.016
829	141.350	407.706	141.062
830	141.400	413.472	141.123
831	141.450	310.747	141.171
832	141.500	274.399	141.218
833	141.550	300.349	141.269
834	141.600	349.930	141.319
835	141.650	346.511	141.371
836	141.700	276.846	141.419
837	141.750	215.037	141.468
838	141.800	199.619	141.515
839	141.850	173.927	141.569
840	141.900	108.094	141.614
841	141.950	-12.701	141.665
842	142.000	-82.777	141.719
843	142.050	-110.948	141.768
844	142.100	-124.532	141.814
845	142.150	-215.467	141.867
846	142.200	-417.673	141.919
847	142.250	-539.234	141.969
848	142.300	-539.213	142.018
849	142.350	-601.563	142.067
850	142.400	-714.282	142.116
851	142.450	-776.267	142.168
852	142.500	-792.714	142.219
853	142.550	-768.494	142.273
854	142.600	-737.774	142.317
855	142.650	-735.035	142.366
856	142.700	-721.290	142.424
857	142.750	-729.099	142.468
858	142.800	-699.033	142.516
859	142.850	-659.140	142.575
860	142.900	-660.135	142.619
861	142.950	-617.495	142.667
862	143.000	-448.300	142.715
863	143.050	-248.921	142.767
864	143.100	-144.091	142.818
865	143.150	-84.933	142.870
866	143.200	100.321	142.917
867	143.250	294.366	142.974
868	143.300	345.808	143.021
869	143.350	413.689	143.071
870	143.400	546.345	143.118
871	143.450	756.176	143.167
872	143.500	939.486	143.219
873	143.550	998.386	143.269
874	143.600	1013.513	143.317
875	143.650	1122.182	143.371
876	143.700	1304.922	143.413
877	143.750	1323.023	143.467
878	143.800	1087.157	143.517
879	143.850	857.991	143.567
880	143.900	727.212	143.618
881	143.950	625.837	143.673
882	144.000	423.527	143.718
883	144.050	216.878	143.771
884	144.100	125.155	143.822
885	144.150	86.825	143.866
886	144.200	-6.191	143.923
887	144.250	-170.837	143.972
888	144.300	-361.440	144.019
889	144.350	-439.648	144.065
890	144.400	-451.410	144.118
891	144.450	-446.501	144.169
892	144.500	-440.370	144.216
893	144.550	-444.274	144.268
894	144.600	-451.762	144.320
895	144.650	-474.322	144.369
896	144.700	-484.634	144.420
897	144.750	-458.381	144.465
898	144.800	-425.283	144.522
899	144.850	-371.327	144.570
900	144.900	-322.694	144.619
901	144.950	-291.011	144.664
902	145.000	-271.053	144.718
903	145.050	-262.322	144.771
904	145.100	-296.338	144.815
905	145.150	-339.962	144.867
906	145.200	-392.173	144.921
907	145.250	-462.190	144.965
908	145.300	-521.473	145.014
909	145.350	-527.111	145.070
910	145.400	-422.564	145.120
911	145.450	-329.365	145.165
912	145.500	-251.415	145.217
913	145.550	-130.416	145.269
914	145.600	16.849	145.319
915	145.650	70.280	145.368
916	145.700	80.203	145.418
917	145.750	73.380	145.467
918	145.800	95.225	145.517
919	145.850	102.132	145.567
920	145.900	68.012	145.617
921	145.950	30.637	145.669
922	146.000	59.995	145.720
923	146.050	143.459	145.768
924	146.100	215.468	145.819
925	146.150	263.664	145.871
926	146.200	336.633	145.915
927	146.250	445.161	145.966
928	146.300	527.765	146.023
929	146.350	557.143	146.069
930	146.400	586.399	146.116
931	146.450	600.062	146.170
932	146.500	596.041	146.216
933	146.550	613.718	146.272
934	146.600	653.282	146.322
935	146.650	643.045	146.371
936	146.700	525.846	146.414
937	146.750	470.571	146.467
938	146.800	459.804	146.519
939	146.850	436.540	146.570
940	146.900	319.859	146.617
941	146.950	122.300	146.669
942	147.000	87.425	146.716
943	147.050	119.328	146.774
944	147.100	133.539	146.821
945	147.150	25.044	146.864
946	147.200	-166.790	146.917
947	147.250	-242.840	146.967
948	147.300	-256.630	147.016
949	147.350	-290.522	147.067
950	147.400	-447.926	147.117
951	147.450	-563.456	147.167
952	147.500	-557.631	147.219
953	147.550	-677.183	147.265
954	147.600	-708.747	147.321
955	147.650	-804.583	147.366
956	147.700	-870.186	147.419
