Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
12706	835.250	-2.351	835.123
12707	835.300	-3.106	835.173
12708	835.350	-3.925	835.224
12709	835.400	-4.475	835.273
12710	835.450	-5.642	835.323
12711	835.500	-6.731	835.371
12712	835.550	-7.255	835.422
12713	835.600	-6.666	835.473
12714	835.650	-4.983	835.525
12715	835.700	-4.323	835.575
12716	835.750	-5.142	835.622
12717	835.800	-6.194	835.674
12718	835.850	-6.675	835.721
12719	835.900	-7.043	835.771
12720	835.950	-7.363	835.822
12721	836.000	-6.826	835.870
12722	836.050	-5.793	835.926
12723	836.100	-3.762	835.975
12724	836.150	-1.816	836.019
12725	836.200	-1.506	836.069
12726	836.250	-1.366	836.124
12727	836.300	-0.166	836.174
12728	836.350	1.212	836.224
12729	836.400	2.141	836.271
12730	836.450	3.518	836.326
12731	836.500	5.566	836.374
12732	836.550	7.162	836.426
12733	836.600	8.147	836.474
12734	836.650	8.235	836.525
12735	836.700	7.261	836.573
12736	836.750	6.469	836.620
12737	836.800	6.670	836.674
12738	836.850	6.574	836.722
12739	836.900	6.040	836.772
12740	836.950	6.403	836.824
12741	837.000	6.802	836.873
12742	837.050	6.011	836.922
12743	837.100	5.118	836.975
12744	837.150	3.803	837.020
12745	837.200	2.248	837.072
12746	837.250	1.243	837.120
12747	837.300	1.387	837.174
12748	837.350	1.409	837.221
12749	837.400	1.112	837.272
12750	837.450	1.357	837.324
12751	837.500	1.247	837.372
12752	837.550	0.364	837.424
12753	837.600	-0.504	837.473
12754	837.650	-2.075	837.524
12755	837.700	-3.062	837.573
12756	837.750	-2.790	837.622
12757	837.800	-1.732	837.674
12758	837.850	-1.089	837.724
12759	837.900	-1.282	837.772
12760	837.950	-1.808	837.824
12761	838.000	-3.089	837.872
12762	838.050	-4.933	837.925
12763	838.100	-6.405	837.973
12764	838.150	-7.310	838.024
12765	838.200	-6.727	838.069
12766	838.250	-5.051	838.123
12767	838.300	-4.205	838.173
12768	838.350	-3.862	838.222
12769	838.400	-4.010	838.271
12770	838.450	-4.655	838.324
12771	838.500	-5.400	838.373
12772	838.550	-5.752	838.418
12773	838.600	-5.360	838.479
12774	838.650	-4.205	838.524
12775	838.700	-2.484	838.577
12776	838.750	-0.931	838.623
12777	838.800	-0.692	838.672
12778	838.850	-0.705	838.724
12779	838.900	-0.537	838.775
12780	838.950	-0.543	838.822
12781	839.000	-0.292	838.874
12782	839.050	0.494	838.926
12783	839.100	1.791	838.974
12784	839.150	2.990	839.028
12785	839.200	3.855	839.072
12786	839.250	4.332	839.120
12787	839.300	4.126	839.174
12788	839.350	3.777	839.226
12789	839.400	3.335	839.276
12790	839.450	2.788	839.323
12791	839.500	2.996	839.375
12792	839.550	4.537	839.421
12793	839.600	5.782	839.471
12794	839.650	6.424	839.522
12795	839.700	6.833	839.571
12796	839.750	6.447	839.623
12797	839.800	5.306	839.675
12798	839.850	4.627	839.722
12799	839.900	4.534	839.775
12800	839.950	4.228	839.822
12801	840.000	4.889	839.871
12802	840.050	6.439	839.922
12803	840.100	6.307	839.977
12804	840.150	4.839	840.021
12805	840.200	2.886	840.073
12806	840.250	0.399	840.123
12807	840.300	-1.200	840.171
12808	840.350	-1.289	840.223
12809	840.400	-1.327	840.272
12810	840.450	-2.247	840.321
12811	840.500	-2.519	840.376
12812	840.550	-2.858	840.423
12813	840.600	-5.414	840.471
12814	840.650	-7.960	840.522
12815	840.700	-9.411	840.571
12816	840.750	-9.606	840.625
12817	840.800	-8.484	840.673
12818	840.850	-7.221	840.722
12819	840.900	-6.679	840.770
12820	840.950	-6.605	840.823
12821	841.000	-5.696	840.874
12822	841.050	-5.002	840.924
12823	841.100	-6.062	840.970
12824	841.150	-6.613	841.029
12825	841.200	-5.235	841.073
12826	841.250	-2.821	841.121
12827	841.300	-0.852	841.172
12828	841.350	0.452	841.222
12829	841.400	0.646	841.276
12830	841.450	0.433	841.320
12831	841.500	0.753	841.375
12832	841.550	0.626	841.424
12833	841.600	-0.839	841.472
12834	841.650	-0.838	841.522
12835	841.700	1.164	841.573
12836	841.750	3.343	841.623
12837	841.800	4.701	841.672
12838	841.850	4.521	841.725
12839	841.900	3.040	841.774
12840	841.950	2.115	841.821
12841	842.000	2.416	841.876
12842	842.050	2.965	841.924
12843	842.100	3.368	841.972
12844	842.150	4.313	842.022
12845	842.200	5.765	842.073
12846	842.250	6.464	842.119
12847	842.300	6.274	842.172
12848	842.350	4.960	842.222
12849	842.400	3.458	842.276
12850	842.450	3.150	842.323
12851	842.500	3.903	842.376
12852	842.550	4.447	842.421
12853	842.600	4.257	842.472
12854	842.650	4.748	842.522
12855	842.700	5.551	842.575
12856	842.750	5.028	842.628
12857	842.800	2.894	842.672
12858	842.850	0.275	842.725
12859	842.900	-0.445	842.775
12860	842.950	0.281	842.821
12861	843.000	0.460	842.873
12862	843.050	-0.190	842.919
12863	843.100	-0.933	842.972
12864	843.150	-1.430	843.022
12865	843.200	-2.280	843.072
12866	843.250	-3.625	843.124
12867	843.300	-4.970	843.175
12868	843.350	-6.166	843.221
12869	843.400	-5.681	843.275
12870	843.450	-4.652	843.324
12871	843.500	-4.854	843.371
12872	843.550	-5.512	843.424
12873	843.600	-5.645	843.472
12874	843.650	-5.363	843.524
12875	843.700	-5.742	843.569
12876	843.750	-6.782	843.626
12877	843.800	-7.348	843.675
12878	843.850	-7.021	843.721
12879	843.900	-5.105	843.771
12880	843.950	-3.673	843.823
12881	844.000	-3.782	843.872
12882	844.050	-3.649	843.920
12883	844.100	-3.286	843.975
12884	844.150	-3.070	844.021
12885	844.200	-2.809	844.067
12886	844.250	-1.859	844.125
12887	844.300	-0.229	844.174
12888	844.350	1.413	844.219
12889	844.400	2.890	844.274
12890	844.450	3.632	844.321
12891	844.500	3.233	844.372
12892	844.550	3.047	844.421
12893	844.600	3.750	844.469
12894	844.650	4.880	844.521
12895	844.700	6.025	844.574
12896	844.750	7.349	844.622
12897	844.800	8.228	844.673
12898	844.850	8.375	844.724
12899	844.900	7.824	844.771
12900	844.950	6.497	844.821
12901	845.000	5.199	844.872
12902	845.050	5.533	844.920
12903	845.100	6.067	844.976
12904	845.150	5.682	845.024
12905	845.200	5.782	845.075
12906	845.250	5.665	845.120
12907	845.300	4.521	845.170
12908	845.350	3.303	845.222
12909	845.400	1.854	845.276
12910	845.450	0.249	845.326
12911	845.500	-0.545	845.375
12912	845.550	-0.807	845.424
12913	845.600	-1.031	845.475
12914	845.650	-1.345	845.523
12915	845.700	-1.368	845.575
12916	845.750	-2.141	845.621
12917	845.800	-3.957	845.674
12918	845.850	-5.500	845.725
12919	845.900	-6.299	845.773
12920	845.950	-6.384	845.822
12921	846.000	-5.943	845.873
12922	846.050	-5.008	845.921
12923	846.100	-3.756	845.972
12924	846.150	-3.367	846.022
12925	846.200	-3.755	846.075
12926	846.250	-4.803	846.124
12927	846.300	-6.197	846.172
12928	846.350	-6.504	846.223
12929	846.400	-6.033	846.273
12930	846.450	-5.314	846.327
12931	846.500	-4.131	846.373
12932	846.550	-2.801	846.422
12933	846.600	-2.371	846.470
12934	846.650	-2.661	846.524
12935	846.700	-3.284	846.575
12936	846.750	-3.946	846.625
12937	846.800	-3.895	846.671
12938	846.850	-2.868	846.722
12939	846.900	-1.188	846.775
12940	846.950	0.976	846.825
12941	847.000	2.718	846.875
12942	847.050	3.301	846.923
12943	847.100	2.935	846.976
12944	847.150	2.545	847.023
12945	847.200	2.196	847.073
12946	847.250	2.018	847.125
12947	847.300	2.752	847.172
12948	847.350	4.508	847.222
12949	847.400	6.437	847.273
12950	847.450	7.653	847.325
12951	847.500	7.242	847.374
12952	847.550	5.848	847.423
12953	847.600	4.888	847.473
12954	847.650	4.676	847.523
12955	847.700	4.536	847.571
12956	847.750	4.386	847.624
12957	847.800	5.217	847.678
12958	847.850	6.730	847.722
12959	847.900	7.159	847.769
12960	847.950	6.632	847.821
12961	848.000	5.326	847.874
12962	848.050	3.506	847.926
12963	848.100	2.177	847.972
12964	848.150	1.890	848.024
12965	848.200	1.511	848.073
12966	848.250	0.886	848.124
12967	848.300	1.240	848.172
12968	848.350	1.114	848.221
12969	848.400	-0.697	848.270
12970	848.450	-2.737	848.327
12971	848.500	-4.608	848.374
12972	848.550	-6.261	848.423
12973	848.600	-6.605	848.472
12974	848.650	-6.401	848.524
12975	848.700	-6.649	848.575
12976	848.750	-6.512	848.622
12977	848.800	-5.841	848.671
12978	848.850	-6.645	848.724
12979	848.900	-8.764	848.772
12980	848.950	-9.552	848.821
12981	849.000	-9.562	848.873
12982	849.050	-8.720	848.923
12983	849.100	-6.718	848.972
12984	849.150	-5.031	849.022
12985	849.200	-4.491	849.073
12986	849.250	-3.844	849.121
12987	849.300	-3.025	849.172
12988	849.350	-3.653	849.225
12989	849.400	-3.737	849.273
12990	849.450	-1.569	849.321
12991	849.500	1.158	849.376
12992	849.550	3.446	849.422
12993	849.600	4.783	849.471
12994	849.650	4.617	849.524
12995	849.700	3.677	849.573
12996	849.750	3.523	849.623
12997	849.800	3.662	849.676
12998	849.850	3.343	849.724
12999	849.900	3.855	849.774
13000	849.950	5.580	849.823
13001	850.000	6.514	849.872
13002	850.050	6.750	849.924
13003	850.100	5.910	849.970
13004	850.150	4.194	850.019
13005	850.200	3.041	850.071
13006	850.250	3.775	850.129
13007	850.300	4.501	850.172
13008	850.350	4.360	850.218
13009	850.400	5.063	850.271
13010	850.450	6.357	850.324
13011	850.500	6.677	850.371
13012	850.550	5.702	850.424
13013	850.600	3.699	850.474
13014	850.650	1.932	850.525
13015	850.700	1.531	850.575
13016	850.750	1.881	850.623
13017	850.800	2.322	850.673
13018	850.850	2.115	850.723
13019	850.900	1.846	850.776
13020	850.950	1.623	850.816
13021	851.000	0.217	850.872
13022	851.050	-1.817	850.922
13023	851.100	-3.787	850.970
13024	851.150	-4.759	851.024
13025	851.200	-4.170	851.073
13026	851.250	-3.676	851.124
13027	851.300	-4.076	851.172
13028	851.350	-5.025	851.225
13029	851.400	-5.721	851.274
13030	851.450	-6.391	851.323
13031	851.500	-7.784	851.370
13032	851.550	-8.496	851.424
13033	851.600	-8.513	851.473
13034	851.650	-7.589	851.523
13035	851.700	-5.907	851.571
13036	851.750	-4.852	851.623
13037	851.800	-4.590	851.674
13038	851.850	-4.211	851.724
13039	851.900	-3.997	851.775
13040	851.950	-4.078	851.822
13041	852.000	-4.243	851.875
13042	852.050	-3.992	851.922
13043	852.100	-2.884	851.974
13044	852.150	-1.405	852.020
13045	852.200	-0.035	852.075
13046	852.250	0.408	852.122
13047	852.300	0.246	852.171
13048	852.350	0.507	852.219
13049	852.400	0.906	852.275
13050	852.450	1.439	852.325
13051	852.500	2.334	852.376
13052	852.550	3.682	852.424
13053	852.600	5.831	852.473
13054	852.650	7.723	852.524
13055	852.700	8.516	852.572
13056	852.750	8.003	852.619
13057	852.800	7.148	852.672
13058	852.850	7.052	852.724
13059	852.900	7.279	852.775
13060	852.950	7.974	852.823
13061	853.000	9.187	852.875
13062	853.050	9.203	852.924
13063	853.100	8.184	852.973
13064	853.150	6.678	853.023
13065	853.200	5.041	853.072
13066	853.250	3.234	853.122
13067	853.300	2.401	853.175
13068	853.350	2.589	853.225
13069	853.400	2.290	853.272
13070	853.450	1.950	853.323
13071	853.500	1.585	853.372
13072	853.550	-0.473	853.423
13073	853.600	-2.657	853.471
13074	853.650	-3.785	853.522
13075	853.700	-4.478	853.573
13076	853.750	-5.401	853.626
13077	853.800	-5.758	853.675
13078	853.850	-5.465	853.722
13079	853.900	-5.860	853.768
13080	853.950	-6.351	853.825
13081	854.000	-6.646	853.872
13082	854.050	-7.958	853.923
13083	854.100	-8.875	853.973
13084	854.150	-8.627	854.024
13085	854.200	-7.430	854.071
13086	854.250	-5.893	854.123
13087	854.300	-4.331	854.174
13088	854.350	-3.380	854.226
13089	854.400	-3.313	854.272
13090	854.450	-3.635	854.323
13091	854.500	-4.033	854.375
13092	854.550	-4.524	854.420
13093	854.600	-4.206	854.474
13094	854.650	-2.904	854.523
13095	854.700	-1.282	854.573
13096	854.750	0.025	854.625
13097	854.800	0.990	854.671
13098	854.850	1.120	854.723
13099	854.900	0.529	854.775
13100	854.950	0.136	854.820
13101	855.000	0.459	854.874
13102	855.050	0.914	854.920
13103	855.100	1.676	854.975
13104	855.150	3.510	855.021
13105	855.200	5.469	855.072
13106	855.250	6.675	855.122
13107	855.300	6.738	855.171
13108	855.350	6.250	855.223
13109	855.400	5.678	855.272
13110	855.450	5.318	855.325
13111	855.500	5.344	855.373
13112	855.550	5.556	855.426
13113	855.600	6.210	855.474
13114	855.650	7.262	855.528
13115	855.700	7.567	855.574
13116	855.750	6.860	855.622
13117	855.800	5.324	855.673
13118	855.850	3.684	855.719
13119	855.900	2.747	855.773
13120	855.950	2.530	855.822
13121	856.000	2.583	855.873
13122	856.050	2.517	855.923
13123	856.100	2.790	855.969
13124	856.150	3.091	856.022
13125	856.200	2.428	856.073
13126	856.250	0.683	856.121
13127	856.300	-1.651	856.174
13128	856.350	-3.063	856.223
13129	856.400	-3.481	856.277
13130	856.450	-3.981	856.323
13131	856.500	-4.210	856.371
13132	856.550	-4.142	856.422
13133	856.600	-4.315	856.472
13134	856.650	-5.375	856.524
13135	856.700	-6.905	856.574
13136	856.750	-8.207	856.623
13137	856.800	-9.189	856.670
13138	856.850	-8.655	856.722
13139	856.900	-7.101	856.773
13140	856.950	-6.331	856.821
13141	857.000	-6.112	856.873
13142	857.050	-6.099	856.921
13143	857.100	-6.235	856.974
13144	857.150	-6.415	857.023
13145	857.200	-6.551	857.074
13146	857.250	-6.508	857.122
13147	857.300	-5.834	857.173
13148	857.350	-3.792	857.222
13149	857.400	-1.322	857.274
13150	857.450	-0.389	857.320
13151	857.500	0.126	857.372
13152	857.550	0.784	857.423
13153	857.600	1.158	857.469
13154	857.650	1.415	857.520
13155	857.700	2.931	857.572
13156	857.750	5.235	857.621
13157	857.800	7.004	857.674
13158	857.850	8.402	857.723
13159	857.900	8.888	857.775
13160	857.950	8.174	857.824
13161	858.000	7.377	857.875
13162	858.050	7.173	857.923
13163	858.100	7.107	857.967
13164	858.150	7.341	858.023
13165	858.200	8.323	858.074
13166	858.250	8.925	858.122
13167	858.300	8.457	858.174
13168	858.350	7.272	858.224
13169	858.400	5.367	858.272
13170	858.450	3.197	858.321
13171	858.500	2.252	858.371
13172	858.550	2.194	858.423
13173	858.600	1.733	858.473
13174	858.650	1.406	858.524
13175	858.700	1.787	858.571
13176	858.750	1.154	858.617
13177	858.800	-0.497	858.672
13178	858.850	-2.082	858.722
13179	858.900	-3.254	858.770
13180	858.950	-3.885	858.826
13181	859.000	-3.561	858.873
13182	859.050	-3.280	858.922
13183	859.100	-3.622	858.976
13184	859.150	-3.837	859.023
13185	859.200	-3.906	859.073
13186	859.250	-4.801	859.123
13187	859.300	-6.406	859.174
13188	859.350	-7.471	859.222
13189	859.400	-7.504	859.273
13190	859.450	-6.783	859.318
13191	859.500	-5.852	859.373
13192	859.550	-5.291	859.427
13193	859.600	-5.214	859.473
13194	859.650	-5.264	859.521
13195	859.700	-5.795	859.573
13196	859.750	-6.910	859.621
13197	859.800	-7.335	859.670
13198	859.850	-6.449	859.724
13199	859.900	-4.841	859.773
13200	859.950	-2.870	859.823
13201	860.000	-1.302	859.874
13202	860.050	-0.195	859.921
13203	860.100	0.231	859.970
13204	860.150	-0.169	860.024
13205	860.200	-0.331	860.070
13206	860.250	0.460	860.124
13207	860.300	1.936	860.173
13208	860.350	3.717	860.222
13209	860.400	5.425	860.273
13210	860.450	6.349	860.321
13211	860.500	6.502	860.369
13212	860.550	6.037	860.423
13213	860.600	5.188	860.470
13214	860.650	4.738	860.527
13215	860.700	5.140	860.571
13216	860.750	5.960	860.621
13217	860.800	7.028	860.672
13218	860.850	8.092	860.722
13219	860.900	8.642	860.770
13220	860.950	8.271	860.822
13221	861.000	7.196	860.872
13222	861.050	6.266	860.919
13223	861.100	5.798	860.972
13224	861.150	5.525	861.024
13225	861.200	5.575	861.075
13226	861.250	5.728	861.124
13227	861.300	5.613	861.178
13228	861.350	4.326	861.226
13229	861.400	1.863	861.273
13230	861.450	-0.925	861.326
13231	861.500	-2.901	861.373
13232	861.550	-3.838	861.421
13233	861.600	-3.973	861.471
13234	861.650	-4.043	861.524
13235	861.700	-4.473	861.572
13236	861.750	-5.032	861.625
13237	861.800	-6.290	861.675
13238	861.850	-8.220	861.724
13239	861.900	-9.357	861.775
13240	861.950	-9.708	861.822
13241	862.000	-9.584	861.872
13242	862.050	-8.284	861.923
13243	862.100	-6.988	861.975
13244	862.150	-6.347	862.024
13245	862.200	-6.000	862.075
13246	862.250	-5.807	862.123
13247	862.300	-6.233	862.175
13248	862.350	-6.420	862.223
13249	862.400	-5.487	862.274
13250	862.450	-4.245	862.323
13251	862.500	-2.969	862.375
13252	862.550	-1.141	862.424
13253	862.600	0.060	862.472
13254	862.650	0.264	862.523
13255	862.700	0.499	862.571
13256	862.750	0.931	862.623
13257	862.800	1.263	862.671
13258	862.850	1.364	862.721
13259	862.900	2.228	862.774
13260	862.950	3.609	862.824
13261	863.000	4.658	862.876
13262	863.050	4.985	862.925
13263	863.100	4.364	862.971
13264	863.150	3.554	863.022
13265	863.200	3.566	863.071
13266	863.250	4.023	863.126
13267	863.300	4.403	863.171
13268	863.350	4.735	863.223
13269	863.400	5.968	863.274
13270	863.450	7.639	863.322
13271	863.500	8.241	863.370
13272	863.550	7.382	863.418
13273	863.600	5.869	863.472
13274	863.650	4.903	863.523
13275	863.700	4.661	863.571
13276	863.750	4.839	863.623
13277	863.800	4.664	863.671
13278	863.850	4.331	863.722
13279	863.900	4.279	863.773
13280	863.950	3.949	863.825
13281	864.000	2.425	863.877
13282	864.050	0.480	863.925
13283	864.100	-1.004	863.974
13284	864.150	-2.004	864.025
13285	864.200	-2.047	864.074
13286	864.250	-1.731	864.125
13287	864.300	-1.849	864.172
13288	864.350	-2.124	864.222
13289	864.400	-2.323	864.272
13290	864.450	-2.970	864.321
13291	864.500	-4.217	864.372
13292	864.550	-5.652	864.424
13293	864.600	-6.699	864.474
13294	864.650	-6.514	864.524
13295	864.700	-5.693	864.572
13296	864.750	-5.303	864.626
13297	864.800	-5.542	864.671
13298	864.850	-5.757	864.725
13299	864.900	-6.244	864.772
13300	864.950	-7.100	864.821
13301	865.000	-8.294	864.875
13302	865.050	-9.122	864.921
13303	865.100	-8.435	864.971
13304	865.150	-6.247	865.020
13305	865.200	-4.662	865.071
13306	865.250	-4.104	865.124
13307	865.300	-3.572	865.172
13308	865.350	-3.092	865.223
13309	865.400	-3.043	865.276
13310	865.450	-2.583	865.320
13311	865.500	-1.355	865.373
13312	865.550	0.448	865.424
13313	865.600	2.395	865.471
13314	865.650	4.671	865.517
13315	865.700	5.803	865.573
13316	865.750	5.570	865.623
13317	865.800	5.743	865.675
13318	865.850	6.276	865.722
13319	865.900	6.861	865.771
13320	865.950	7.998	865.823
13321	866.000	9.293	865.870
13322	866.050	10.389	865.922
13323	866.100	11.073	865.974
13324	866.150	11.066	866.020
13325	866.200	9.925	866.075
13326	866.250	8.346	866.121
13327	866.300	7.432	866.171
13328	866.350	7.244	866.226
13329	866.400	7.042	866.273
13330	866.450	6.702	866.323
13331	866.500	5.582	866.369
13332	866.550	3.523	866.423
13333	866.600	1.673	866.475
13334	866.650	0.201	866.520
13335	866.700	-1.865	866.573
13336	866.750	-3.403	866.624
13337	866.800	-3.489	866.674
13338	866.850	-3.268	866.721
13339	866.900	-3.215	866.773
13340	866.950	-3.715	866.820
13341	867.000	-4.961	866.874
13342	867.050	-6.494	866.926
13343	867.100	-7.696	866.974
13344	867.150	-8.288	867.024
13345	867.200	-8.332	867.071
13346	867.250	-7.657	867.123
13347	867.300	-6.850	867.172
13348	867.350	-6.221	867.221
13349	867.400	-5.745	867.274
13350	867.450	-5.847	867.322
13351	867.500	-6.368	867.373
13352	867.550	-6.739	867.427
13353	867.600	-6.509	867.475
13354	867.650	-5.711	867.523
13355	867.700	-4.895	867.574
13356	867.750	-3.960	867.624
13357	867.800	-2.983	867.671
13358	867.850	-2.422	867.722
13359	867.900	-2.170	867.773
13360	867.950	-2.221	867.820
13361	868.000	-2.737	867.874
13362	868.050	-2.578	867.922
13363	868.100	-1.153	867.975
13364	868.150	0.653	868.025
13365	868.200	2.296	868.074
13366	868.250	3.633	868.123
13367	868.300	4.429	868.172
13368	868.350	4.152	868.223
13369	868.400	3.823	868.275
13370	868.450	4.208	868.323
13371	868.500	5.057	868.374
13372	868.550	6.303	868.424
13373	868.600	7.865	868.475
13374	868.650	9.408	868.521
13375	868.700	9.684	868.572
13376	868.750	8.967	868.622
13377	868.800	7.916	868.675
13378	868.850	6.854	868.724
13379	868.900	6.467	868.771
13380	868.950	6.900	868.824
13381	869.000	6.868	868.867
13382	869.050	6.491	868.923
13383	869.100	6.472	868.974
13384	869.150	6.043	869.025
13385	869.200	4.663	869.080
13386	869.250	2.717	869.124
13387	869.300	1.144	869.173
13388	869.350	0.190	869.223
13389	869.400	-0.195	869.271
13390	869.450	-0.509	869.327
13391	869.500	-1.282	869.372
13392	869.550	-2.049	869.424
13393	869.600	-2.864	869.472
13394	869.650	-4.370	869.526
13395	869.700	-6.368	869.575
13396	869.750	-8.152	869.621
13397	869.800	-8.756	869.675
13398	869.850	-8.502	869.724
13399	869.900	-8.106	869.772
13400	869.950	-8.105	869.825
13401	870.000	-8.384	869.869
13402	870.050	-8.190	869.919
13403	870.100	-8.055	869.975
13404	870.150	-8.333	870.022
13405	870.200	-8.404	870.073
13406	870.250	-7.944	870.124
13407	870.300	-6.485	870.174
13408	870.350	-4.950	870.222
13409	870.400	-4.121	870.272
13410	870.450	-3.596	870.323
13411	870.500	-2.979	870.372
13412	870.550	-2.405	870.423
13413	870.600	-1.947	870.474
13414	870.650	-1.033	870.525
13415	870.700	0.189	870.569
13416	870.750	1.459	870.622
13417	870.800	2.846	870.678
13418	870.850	3.727	870.721
13419	870.900	3.845	870.769
13420	870.950	4.022	870.824
13421	871.000	4.427	870.873
13422	871.050	4.711	870.925
13423	871.100	5.348	870.974
13424	871.150	6.288	871.025
13425	871.200	7.146	871.073
13426	871.250	7.718	871.124
13427	871.300	8.163	871.174
13428	871.350	8.115	871.222
13429	871.400	7.446	871.273
13430	871.450	7.015	871.322
13431	871.500	6.815	871.374
13432	871.550	6.644	871.424
13433	871.600	6.647	871.471
13434	871.650	7.163	871.524
13435	871.700	7.139	871.571
13436	871.750	6.213	871.623
13437	871.800	5.058	871.674
13438	871.850	3.845	871.722
13439	871.900	2.273	871.774
13440	871.950	1.161	871.817
13441	872.000	0.679	871.874
13442	872.050	0.259	871.919
13443	872.100	-0.179	871.972
13444	872.150	-0.750	872.023
13445	872.200	-2.498	872.072
13446	872.250	-4.746	872.125
13447	872.300	-6.297	872.170
13448	872.350	-7.106	872.226
13449	872.400	-7.208	872.273
13450	872.450	-6.851	872.322
13451	872.500	-6.426	872.376
13452	872.550	-6.891	872.427
13453	872.600	-7.620	872.472
13454	872.650	-8.030	872.519
13455	872.700	-8.801	872.574
13456	872.750	-9.471	872.624
13457	872.800	-9.132	872.673
13458	872.850	-7.749	872.723
13459	872.900	-6.345	872.777
13460	872.950	-5.659	872.824
13461	873.000	-5.397	872.869
13462	873.050	-5.297	872.921
13463	873.100	-5.165	872.973
13464	873.150	-5.124	873.024
13465	873.200	-5.525	873.073
13466	873.250	-5.483	873.122
13467	873.300	-3.924	873.176
13468	873.350	-1.459	873.223
13469	873.400	0.480	873.275
13470	873.450	1.520	873.323
13471	873.500	2.493	873.373
13472	873.550	3.698	873.422
13473	873.600	4.344	873.471
13474	873.650	4.613	873.525
13475	873.700	5.079	873.573
13476	873.750	6.694	873.624
13477	873.800	9.293	873.674
13478	873.850	11.491	873.719
13479	873.900	12.003	873.768
13480	873.950	11.494	873.824
13481	874.000	10.870	873.876
13482	874.050	10.773	873.924
13483	874.100	10.856	873.974
13484	874.150	10.609	874.023
13485	874.200	10.374	874.069
13486	874.250	10.052	874.123
13487	874.300	9.453	874.176
13488	874.350	8.487	874.222
13489	874.400	6.597	874.274
13490	874.450	4.240	874.322
13491	874.500	2.566	874.369
13492	874.550	1.838	874.418
13493	874.600	1.080	874.471
13494	874.650	-0.631	874.522
13495	874.700	-2.662	874.576
13496	874.750	-4.350	874.623
13497	874.800	-5.440	874.672
13498	874.850	-7.027	874.722
13499	874.900	-9.204	874.774
13500	874.950	-10.982	874.825
13501	875.000	-11.403	874.877
13502	875.050	-10.857	874.922
13503	875.100	-10.948	874.975
13504	875.150	-11.489	875.022
13505	875.200	-11.440	875.072
13506	875.250	-10.502	875.122
13507	875.300	-9.492	875.175
13508	875.350	-9.004	875.224
13509	875.400	-8.420	875.273
13510	875.450	-7.250	875.322
13511	875.500	-5.895	875.371
13512	875.550	-4.637	875.424
13513	875.600	-3.751	875.475
13514	875.650	-3.249	875.524
13515	875.700	-3.010	875.574
13516	875.750	-2.292	875.624
13517	875.800	-1.074	875.674
13518	875.850	0.086	875.724
13519	875.900	1.147	875.776
13520	875.950	2.202	875.824
13521	876.000	3.176	875.874
13522	876.050	4.088	875.923
13523	876.100	4.500	875.973
13524	876.150	4.368	876.023
13525	876.200	4.366	876.073
13526	876.250	4.892	876.126
13527	876.300	5.822	876.175
13528	876.350	6.785	876.221
13529	876.400	7.403	876.273
13530	876.450	8.050	876.321
13531	876.500	8.602	876.375
13532	876.550	8.256	876.421
13533	876.600	7.540	876.470
13534	876.650	7.164	876.521
13535	876.700	7.455	876.573
13536	876.750	7.706	876.621
13537	876.800	7.936	876.674
13538	876.850	7.964	876.723
13539	876.900	7.450	876.776
13540	876.950	6.333	876.821
13541	877.000	5.166	876.872
13542	877.050	3.911	876.923
13543	877.100	2.968	876.971
13544	877.150	2.438	877.023
13545	877.200	1.876	877.074
13546	877.250	1.171	877.124
13547	877.300	0.080	877.176
13548	877.350	-1.376	877.226
13549	877.400	-3.116	877.274
13550	877.450	-4.874	877.328
13551	877.500	-5.998	877.367
13552	877.550	-6.819	877.421
13553	877.600	-7.430	877.474
13554	877.650	-7.979	877.522
13555	877.700	-8.641	877.571
13556	877.750	-9.115	877.624
13557	877.800	-9.351	877.672
13558	877.850	-9.650	877.724
13559	877.900	-10.085	877.773
13560	877.950	-10.530	877.824
13561	878.000	-10.019	877.872
13562	878.050	-9.178	877.925
13563	878.100	-8.347	877.974
13564	878.150	-7.671	878.024
13565	878.200	-6.758	878.076
13566	878.250	-5.655	878.125
13567	878.300	-4.912	878.170
13568	878.350	-4.323	878.224
13569	878.400	-3.449	878.274
13570	878.450	-2.035	878.322
13571	878.500	-0.084	878.374
13572	878.550	1.539	878.426
13573	878.600	2.449	878.473
13574	878.650	3.079	878.524
13575	878.700	4.358	878.574
13576	878.750	5.421	878.620
13577	878.800	5.557	878.670
13578	878.850	5.873	878.721
13579	878.900	6.686	878.771
13580	878.950	7.640	878.826
13581	879.000	8.480	878.873
13582	879.050	9.158	878.926
13583	879.100	9.427	878.971
13584	879.150	9.573	879.024
13585	879.200	9.678	879.075
13586	879.250	9.544	879.123
13587	879.300	9.300	879.173
13588	879.350	9.184	879.222
13589	879.400	8.978	879.273
13590	879.450	8.292	879.323
13591	879.500	7.503	879.372
13592	879.550	6.687	879.421
13593	879.600	5.125	879.475
13594	879.650	3.265	879.522
13595	879.700	1.740	879.573
13596	879.750	0.754	879.623
13597	879.800	-0.152	879.671
13598	879.850	-1.499	879.724
13599	879.900	-2.834	879.774
13600	879.950	-3.767	879.821
13601	880.000	-4.400	879.874
13602	880.050	-5.102	879.920
13603	880.100	-6.176	879.975
13604	880.150	-7.040	880.024
13605	880.200	-7.257	880.075
13606	880.250	-6.985	880.120
