Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
3358	367.850	103.206	367.726
3359	367.900	90.279	367.775
3360	367.950	80.652	367.820
3361	368.000	73.984	367.871
3362	368.050	79.546	367.922
3363	368.100	88.210	367.976
3364	368.150	93.653	368.024
3365	368.200	96.416	368.073
3366	368.250	90.967	368.122
3367	368.300	76.103	368.174
3368	368.350	51.609	368.224
3369	368.400	23.512	368.273
3370	368.450	8.306	368.323
3371	368.500	6.486	368.370
3372	368.550	14.954	368.423
3373	368.600	11.025	368.472
3374	368.650	0.125	368.522
3375	368.700	-7.494	368.571
3376	368.750	-18.198	368.625
3377	368.800	-34.205	368.673
3378	368.850	-48.740	368.724
3379	368.900	-52.321	368.771
3380	368.950	-49.981	368.823
3381	369.000	-46.840	368.874
3382	369.050	-41.356	368.923
3383	369.100	-42.670	368.975
3384	369.150	-53.397	369.024
3385	369.200	-56.692	369.072
3386	369.250	-58.030	369.121
3387	369.300	-64.340	369.171
3388	369.350	-73.289	369.224
3389	369.400	-78.410	369.269
3390	369.450	-80.760	369.321
3391	369.500	-77.093	369.375
3392	369.550	-71.105	369.424
3393	369.600	-73.965	369.473
3394	369.650	-91.225	369.523
3395	369.700	-100.207	369.572
3396	369.750	-92.490	369.619
3397	369.800	-87.809	369.669
3398	369.850	-86.897	369.725
3399	369.900	-77.984	369.771
3400	369.950	-65.989	369.824
3401	370.000	-50.908	369.877
3402	370.050	-36.384	369.926
3403	370.100	-31.665	369.972
3404	370.150	-9.620	370.026
3405	370.200	35.224	370.074
3406	370.250	60.507	370.123
3407	370.300	65.502	370.169
3408	370.350	69.794	370.224
3409	370.400	77.384	370.272
3410	370.450	89.616	370.321
3411	370.500	103.925	370.375
3412	370.550	116.161	370.417
3413	370.600	119.205	370.474
3414	370.650	129.917	370.520
3415	370.700	154.341	370.570
3416	370.750	153.512	370.623
3417	370.800	126.809	370.671
3418	370.850	105.568	370.722
3419	370.900	100.197	370.773
3420	370.950	108.305	370.820
3421	371.000	113.061	370.870
3422	371.050	100.943	370.921
3423	371.100	80.147	370.973
3424	371.150	72.906	371.020
3425	371.200	55.326	371.072
3426	371.250	14.179	371.125
3427	371.300	-13.510	371.172
3428	371.350	-19.890	371.221
3429	371.400	-19.356	371.276
3430	371.450	-23.524	371.324
3431	371.500	-38.514	371.372
3432	371.550	-60.496	371.423
3433	371.600	-76.752	371.472
3434	371.650	-88.327	371.526
3435	371.700	-102.143	371.573
3436	371.750	-119.137	371.627
3437	371.800	-123.455	371.676
3438	371.850	-122.194	371.723
3439	371.900	-122.799	371.774
3440	371.950	-121.192	371.822
3441	372.000	-113.489	371.871
3442	372.050	-106.882	371.924
3443	372.100	-110.290	371.974
3444	372.150	-106.750	372.019
3445	372.200	-95.197	372.068
3446	372.250	-80.380	372.121
3447	372.300	-55.611	372.172
3448	372.350	-41.837	372.220
3449	372.400	-39.328	372.271
3450	372.450	-39.351	372.323
3451	372.500	-32.914	372.373
3452	372.550	-21.717	372.423
3453	372.600	-14.648	372.471
3454	372.650	-15.098	372.522
3455	372.700	-15.758	372.574
3456	372.750	-7.051	372.622
3457	372.800	17.460	372.672
3458	372.850	42.267	372.726
3459	372.900	49.391	372.771
3460	372.950	52.307	372.823
3461	373.000	65.478	372.875
3462	373.050	81.301	372.925
3463	373.100	88.074	372.974
3464	373.150	85.333	373.019
3465	373.200	88.445	373.073
3466	373.250	107.344	373.123
3467	373.300	124.259	373.171
3468	373.350	119.141	373.220
3469	373.400	111.575	373.271
3470	373.450	104.712	373.329
3471	373.500	114.118	373.371
3472	373.550	124.709	373.418
3473	373.600	113.841	373.469
3474	373.650	94.245	373.525
3475	373.700	85.612	373.568
3476	373.750	86.146	373.620
3477	373.800	78.445	373.670
3478	373.850	54.075	373.722
3479	373.900	34.149	373.776
3480	373.950	27.598	373.824
3481	374.000	22.685	373.871
3482	374.050	13.028	373.922
3483	374.100	-13.853	373.971
3484	374.150	-42.734	374.022
3485	374.200	-54.602	374.069
3486	374.250	-63.979	374.124
3487	374.300	-80.618	374.175
3488	374.350	-107.720	374.225
3489	374.400	-130.764	374.276
3490	374.450	-135.006	374.324
3491	374.500	-134.830	374.372
3492	374.550	-136.352	374.423
3493	374.600	-145.861	374.470
3494	374.650	-154.339	374.521
3495	374.700	-151.700	374.575
3496	374.750	-148.062	374.626
3497	374.800	-153.206	374.672
3498	374.850	-146.486	374.723
3499	374.900	-112.877	374.773
3500	374.950	-85.503	374.822
3501	375.000	-73.565	374.872
3502	375.050	-58.985	374.926
3503	375.100	-44.788	374.972
3504	375.150	-38.020	375.024
3505	375.200	-19.010	375.075
3506	375.250	6.978	375.123
3507	375.300	25.485	375.171
3508	375.350	39.756	375.222
3509	375.400	66.312	375.271
3510	375.450	98.430	375.323
3511	375.500	108.912	375.374
3512	375.550	110.558	375.423
3513	375.600	102.493	375.476
3514	375.650	92.885	375.522
3515	375.700	98.462	375.573
3516	375.750	114.500	375.621
3517	375.800	131.379	375.670
3518	375.850	143.426	375.721
3519	375.900	147.112	375.774
3520	375.950	136.828	375.822
3521	376.000	106.927	375.871
3522	376.050	83.371	375.921
3523	376.100	71.774	375.976
3524	376.150	69.743	376.027
3525	376.200	74.090	376.070
3526	376.250	72.727	376.124
3527	376.300	66.120	376.175
3528	376.350	51.983	376.224
3529	376.400	32.798	376.271
3530	376.450	11.079	376.318
3531	376.500	-12.075	376.373
3532	376.550	-27.575	376.421
3533	376.600	-37.864	376.474
3534	376.650	-42.321	376.522
3535	376.700	-39.641	376.571
3536	376.750	-34.028	376.624
3537	376.800	-35.718	376.672
3538	376.850	-52.132	376.720
3539	376.900	-73.890	376.773
3540	376.950	-86.231	376.826
3541	377.000	-89.487	376.874
3542	377.050	-91.297	376.924
3543	377.100	-91.220	376.970
3544	377.150	-82.745	377.025
3545	377.200	-74.601	377.074
3546	377.250	-75.839	377.122
3547	377.300	-78.706	377.173
3548	377.350	-83.539	377.220
3549	377.400	-83.120	377.274
3550	377.450	-76.599	377.324
3551	377.500	-68.054	377.372
3552	377.550	-62.787	377.423
3553	377.600	-50.098	377.475
3554	377.650	-36.983	377.525
3555	377.700	-31.988	377.573
3556	377.750	-37.099	377.620
3557	377.800	-54.425	377.671
3558	377.850	-74.582	377.724
3559	377.900	-65.677	377.773
3560	377.950	-46.025	377.824
3561	378.000	-29.606	377.873
3562	378.050	-22.598	377.922
3563	378.100	-13.383	377.973
3564	378.150	10.907	378.025
3565	378.200	38.341	378.072
3566	378.250	51.493	378.123
3567	378.300	51.457	378.172
3568	378.350	59.439	378.226
3569	378.400	87.079	378.273
3570	378.450	126.200	378.321
3571	378.500	150.059	378.372
3572	378.550	151.112	378.420
3573	378.600	149.185	378.472
3574	378.650	158.311	378.517
3575	378.700	159.464	378.574
3576	378.750	147.759	378.624
3577	378.800	137.782	378.676
3578	378.850	126.470	378.722
3579	378.900	124.200	378.772
3580	378.950	128.210	378.825
3581	379.000	112.109	378.869
3582	379.050	74.730	378.922
3583	379.100	44.134	378.969
3584	379.150	31.902	379.028
3585	379.200	19.823	379.074
3586	379.250	-5.121	379.123
3587	379.300	-24.890	379.171
3588	379.350	-40.684	379.221
3589	379.400	-42.557	379.273
3590	379.450	-49.212	379.324
3591	379.500	-77.630	379.371
3592	379.550	-110.865	379.421
3593	379.600	-142.709	379.472
3594	379.650	-149.954	379.523
3595	379.700	-138.669	379.575
3596	379.750	-139.077	379.622
3597	379.800	-139.146	379.672
3598	379.850	-133.856	379.721
3599	379.900	-128.551	379.773
3600	379.950	-127.390	379.822
3601	380.000	-133.887	379.876
3602	380.050	-140.559	379.920
3603	380.100	-138.709	379.974
3604	380.150	-118.515	380.024
3605	380.200	-84.278	380.072
3606	380.250	-66.550	380.122
3607	380.300	-55.932	380.172
3608	380.350	-38.768	380.222
3609	380.400	-24.072	380.273
3610	380.450	-20.003	380.321
3611	380.500	-15.505	380.378
3612	380.550	7.979	380.421
3613	380.600	35.820	380.472
3614	380.650	63.187	380.521
3615	380.700	88.293	380.572
3616	380.750	99.286	380.621
3617	380.800	98.940	380.673
3618	380.850	95.701	380.723
3619	380.900	93.484	380.771
3620	380.950	88.790	380.827
3621	381.000	87.959	380.872
3622	381.050	88.775	380.926
3623	381.100	94.407	380.973
3624	381.150	105.585	381.023
3625	381.200	117.279	381.071
3626	381.250	117.180	381.123
3627	381.300	106.973	381.174
3628	381.350	98.266	381.222
3629	381.400	92.116	381.272
3630	381.450	83.944	381.320
3631	381.500	76.039	381.378
3632	381.550	74.545	381.419
3633	381.600	73.298	381.476
3634	381.650	65.147	381.520
3635	381.700	59.709	381.572
3636	381.750	50.513	381.618
3637	381.800	33.633	381.677
3638	381.850	21.599	381.722
3639	381.900	7.933	381.771
3640	381.950	-5.282	381.821
3641	382.000	-18.956	381.876
3642	382.050	-29.245	381.922
3643	382.100	-37.872	381.972
3644	382.150	-46.659	382.025
3645	382.200	-55.822	382.067
3646	382.250	-76.585	382.126
3647	382.300	-107.897	382.174
3648	382.350	-132.147	382.224
3649	382.400	-142.258	382.272
3650	382.450	-146.302	382.326
3651	382.500	-150.569	382.374
3652	382.550	-154.438	382.421
3653	382.600	-151.971	382.471
3654	382.650	-144.254	382.521
3655	382.700	-132.360	382.573
3656	382.750	-128.124	382.622
3657	382.800	-126.962	382.671
3658	382.850	-124.254	382.726
3659	382.900	-112.284	382.774
3660	382.950	-86.120	382.821
3661	383.000	-62.917	382.873
3662	383.050	-52.724	382.920
3663	383.100	-35.931	382.970
3664	383.150	-2.501	383.028
3665	383.200	26.429	383.072
3666	383.250	38.772	383.124
3667	383.300	43.125	383.173
3668	383.350	53.511	383.226
3669	383.400	81.925	383.272
3670	383.450	111.930	383.323
3671	383.500	133.464	383.373
3672	383.550	150.516	383.421
3673	383.600	173.187	383.474
3674	383.650	180.786	383.520
3675	383.700	161.861	383.573
3676	383.750	140.613	383.623
3677	383.800	118.101	383.675
3678	383.850	109.382	383.719
3679	383.900	113.562	383.771
3680	383.950	111.394	383.821
3681	384.000	106.367	383.872
3682	384.050	102.397	383.922
3683	384.100	100.225	383.970
3684	384.150	90.991	384.021
3685	384.200	70.126	384.072
3686	384.250	47.997	384.123
3687	384.300	28.430	384.175
3688	384.350	15.408	384.224
3689	384.400	11.450	384.272
3690	384.450	-8.149	384.325
3691	384.500	-26.233	384.374
3692	384.550	-44.762	384.422
3693	384.600	-66.167	384.472
3694	384.650	-76.574	384.519
3695	384.700	-89.420	384.570
3696	384.750	-102.943	384.624
3697	384.800	-110.453	384.674
3698	384.850	-109.224	384.717
3699	384.900	-103.046	384.775
3700	384.950	-103.360	384.826
3701	385.000	-108.392	384.874
3702	385.050	-118.484	384.926
3703	385.100	-125.689	384.970
3704	385.150	-114.517	385.023
3705	385.200	-100.162	385.074
3706	385.250	-88.219	385.121
3707	385.300	-76.427	385.172
3708	385.350	-61.027	385.226
3709	385.400	-47.696	385.276
3710	385.450	-42.115	385.323
3711	385.500	-43.551	385.374
3712	385.550	-48.040	385.422
3713	385.600	-48.336	385.472
3714	385.650	-38.131	385.525
3715	385.700	-27.108	385.573
3716	385.750	-17.397	385.624
3717	385.800	-7.569	385.672
3718	385.850	11.380	385.721
3719	385.900	36.345	385.772
3720	385.950	52.040	385.823
3721	386.000	48.401	385.873
3722	386.050	31.299	385.927
3723	386.100	24.855	385.972
3724	386.150	35.372	386.021
3725	386.200	47.714	386.075
3726	386.250	53.140	386.128
3727	386.300	59.100	386.175
3728	386.350	82.383	386.224
3729	386.400	106.232	386.275
3730	386.450	112.807	386.323
3731	386.500	111.349	386.372
3732	386.550	113.701	386.425
3733	386.600	127.862	386.476
3734	386.650	135.464	386.522
3735	386.700	133.563	386.573
3736	386.750	125.981	386.623
3737	386.800	119.563	386.672
3738	386.850	113.946	386.725
3739	386.900	109.257	386.770
3740	386.950	91.453	386.820
3741	387.000	73.966	386.868
3742	387.050	58.925	386.923
3743	387.100	41.633	386.972
3744	387.150	31.115	387.027
3745	387.200	12.341	387.073
3746	387.250	-10.781	387.122
3747	387.300	-42.610	387.175
3748	387.350	-74.469	387.218
3749	387.400	-89.263	387.269
3750	387.450	-104.881	387.323
3751	387.500	-120.831	387.372
3752	387.550	-132.412	387.424
3753	387.600	-140.442	387.474
3754	387.650	-140.244	387.522
3755	387.700	-144.435	387.573
3756	387.750	-164.259	387.623
3757	387.800	-189.741	387.675
3758	387.850	-189.290	387.723
3759	387.900	-159.951	387.769
3760	387.950	-147.307	387.820
3761	388.000	-138.356	387.876
3762	388.050	-119.577	387.927
3763	388.100	-92.430	387.973
3764	388.150	-65.987	388.022
3765	388.200	-52.758	388.073
3766	388.250	-49.843	388.122
3767	388.300	-42.356	388.173
3768	388.350	-19.876	388.224
3769	388.400	8.334	388.272
3770	388.450	21.475	388.328
3771	388.500	34.836	388.373
3772	388.550	57.375	388.424
3773	388.600	79.517	388.470
3774	388.650	91.953	388.522
3775	388.700	101.767	388.571
3776	388.750	115.155	388.627
3777	388.800	134.081	388.673
3778	388.850	147.493	388.724
3779	388.900	153.189	388.776
3780	388.950	145.583	388.822
3781	389.000	135.488	388.874
3782	389.050	137.046	388.925
3783	389.100	132.693	388.973
3784	389.150	124.068	389.025
3785	389.200	116.585	389.072
3786	389.250	104.498	389.118
3787	389.300	91.135	389.175
3788	389.350	80.384	389.225
3789	389.400	62.708	389.275
3790	389.450	37.825	389.323
3791	389.500	22.565	389.375
3792	389.550	18.029	389.423
3793	389.600	11.591	389.475
3794	389.650	1.956	389.522
3795	389.700	-3.162	389.573
3796	389.750	-8.048	389.621
3797	389.800	-15.798	389.677
3798	389.850	-23.954	389.724
3799	389.900	-35.158	389.774
3800	389.950	-48.686	389.825
3801	390.000	-64.540	389.872
3802	390.050	-76.210	389.923
3803	390.100	-84.689	389.971
3804	390.150	-88.615	390.025
3805	390.200	-92.231	390.078
3806	390.250	-101.742	390.122
3807	390.300	-112.206	390.175
3808	390.350	-115.510	390.224
3809	390.400	-110.530	390.274
3810	390.450	-116.635	390.321
3811	390.500	-125.823	390.371
3812	390.550	-125.645	390.422
3813	390.600	-117.589	390.472
3814	390.650	-107.994	390.527
3815	390.700	-106.347	390.574
3816	390.750	-106.197	390.623
3817	390.800	-93.265	390.674
3818	390.850	-76.374	390.722
3819	390.900	-59.246	390.775
3820	390.950	-45.610	390.824
3821	391.000	-37.464	390.871
3822	391.050	-19.943	390.919
3823	391.100	6.952	390.973
3824	391.150	31.797	391.027
3825	391.200	47.118	391.072
3826	391.250	50.225	391.122
3827	391.300	65.876	391.174
3828	391.350	93.239	391.220
3829	391.400	113.715	391.275
3830	391.450	122.777	391.321
3831	391.500	122.970	391.372
3832	391.550	139.480	391.425
3833	391.600	158.945	391.469
3834	391.650	164.670	391.522
3835	391.700	158.356	391.569
3836	391.750	146.244	391.624
3837	391.800	146.862	391.675
3838	391.850	153.656	391.720
3839	391.900	147.054	391.770
3840	391.950	130.659	391.824
3841	392.000	106.491	391.874
3842	392.050	87.673	391.922
3843	392.100	78.853	391.974
3844	392.150	61.079	392.022
3845	392.200	38.841	392.073
3846	392.250	6.090	392.124
3847	392.300	-13.920	392.172
3848	392.350	-16.287	392.226
3849	392.400	-37.315	392.270
3850	392.450	-66.508	392.321
3851	392.500	-85.337	392.375
3852	392.550	-93.880	392.422
3853	392.600	-95.161	392.471
3854	392.650	-108.545	392.525
3855	392.700	-122.958	392.575
3856	392.750	-134.270	392.619
3857	392.800	-137.138	392.670
3858	392.850	-126.028	392.727
3859	392.900	-119.973	392.775
3860	392.950	-119.345	392.822
3861	393.000	-123.275	392.870
3862	393.050	-124.180	392.921
3863	393.100	-112.684	392.975
3864	393.150	-100.595	393.025
3865	393.200	-97.877	393.071
3866	393.250	-100.540	393.118
3867	393.300	-85.056	393.173
3868	393.350	-56.528	393.223
3869	393.400	-43.003	393.271
3870	393.450	-45.919	393.320
3871	393.500	-45.905	393.377
3872	393.550	-26.434	393.421
3873	393.600	0.237	393.473
3874	393.650	14.523	393.519
3875	393.700	21.756	393.573
3876	393.750	37.020	393.627
3877	393.800	63.696	393.671
3878	393.850	85.378	393.722
3879	393.900	89.157	393.772
3880	393.950	87.987	393.822
3881	394.000	89.526	393.872
3882	394.050	92.630	393.921
3883	394.100	95.175	393.974
3884	394.150	91.173	394.026
3885	394.200	88.048	394.075
3886	394.250	88.279	394.127
3887	394.300	97.021	394.173
3888	394.350	108.000	394.224
3889	394.400	110.294	394.270
3890	394.450	102.453	394.319
3891	394.500	91.812	394.373
3892	394.550	91.171	394.425
3893	394.600	95.657	394.473
3894	394.650	88.752	394.522
3895	394.700	72.581	394.575
3896	394.750	59.043	394.622
3897	394.800	60.190	394.673
3898	394.850	60.218	394.723
3899	394.900	47.787	394.775
3900	394.950	33.036	394.824
3901	395.000	18.760	394.868
3902	395.050	11.737	394.925
3903	395.100	5.688	394.975
3904	395.150	-10.500	395.026
3905	395.200	-35.887	395.075
3906	395.250	-63.495	395.122
3907	395.300	-79.902	395.173
3908	395.350	-95.211	395.224
3909	395.400	-115.015	395.270
3910	395.450	-133.031	395.322
3911	395.500	-143.588	395.376
3912	395.550	-146.527	395.425
3913	395.600	-143.085	395.473
3914	395.650	-149.324	395.521
3915	395.700	-161.559	395.573
3916	395.750	-170.367	395.621
3917	395.800	-159.507	395.674
3918	395.850	-144.331	395.723
3919	395.900	-143.282	395.773
3920	395.950	-137.989	395.824
3921	396.000	-119.363	395.874
3922	396.050	-92.387	395.925
3923	396.100	-66.512	395.970
3924	396.150	-49.272	396.023
3925	396.200	-30.880	396.073
3926	396.250	0.414	396.123
3927	396.300	43.391	396.175
3928	396.350	75.930	396.221
3929	396.400	79.152	396.274
3930	396.450	88.383	396.324
3931	396.500	110.514	396.372
3932	396.550	125.184	396.424
3933	396.600	132.157	396.473
3934	396.650	133.811	396.523
3935	396.700	132.597	396.577
3936	396.750	141.961	396.621
3937	396.800	153.505	396.673
3938	396.850	156.417	396.726
3939	396.900	138.849	396.771
3940	396.950	124.841	396.823
3941	397.000	121.584	396.873
3942	397.050	115.137	396.923
3943	397.100	107.529	396.973
3944	397.150	97.759	397.021
3945	397.200	91.173	397.071
3946	397.250	89.414	397.125
3947	397.300	79.444	397.176
3948	397.350	65.200	397.224
3949	397.400	32.970	397.271
3950	397.450	2.194	397.324
3951	397.500	-16.552	397.372
3952	397.550	-32.323	397.425
3953	397.600	-42.932	397.472
3954	397.650	-55.639	397.522
3955	397.700	-73.817	397.576
3956	397.750	-89.824	397.623
3957	397.800	-101.066	397.670
3958	397.850	-106.655	397.723
3959	397.900	-119.001	397.775
3960	397.950	-120.924	397.823
3961	398.000	-107.060	397.871
3962	398.050	-93.997	397.928
3963	398.100	-81.823	397.968
3964	398.150	-75.131	398.029
3965	398.200	-78.084	398.073
3966	398.250	-85.518	398.123
3967	398.300	-88.908	398.176
3968	398.350	-89.275	398.225
3969	398.400	-87.758	398.275
3970	398.450	-85.519	398.326
3971	398.500	-76.770	398.372
3972	398.550	-60.635	398.420
3973	398.600	-47.020	398.472
3974	398.650	-44.752	398.525
3975	398.700	-52.598	398.569
3976	398.750	-55.289	398.619
3977	398.800	-47.114	398.672
3978	398.850	-30.031	398.726
3979	398.900	-18.225	398.770
3980	398.950	-7.432	398.823
3981	399.000	9.014	398.872
3982	399.050	30.371	398.924
3983	399.100	43.699	398.973
3984	399.150	48.015	399.024
3985	399.200	53.960	399.076
3986	399.250	67.084	399.127
3987	399.300	76.380	399.175
3988	399.350	88.709	399.219
3989	399.400	110.586	399.271
3990	399.450	122.862	399.325
3991	399.500	133.366	399.376
3992	399.550	146.133	399.425
3993	399.600	152.573	399.471
3994	399.650	150.896	399.523
3995	399.700	133.855	399.572
3996	399.750	115.659	399.624
3997	399.800	113.650	399.675
3998	399.850	123.285	399.723
3999	399.900	123.940	399.774
4000	399.950	91.304	399.826
4001	400.000	68.972	399.874
4002	400.050	61.087	399.927
4003	400.100	46.007	399.971
4004	400.150	11.366	400.025
4005	400.200	-25.994	400.072
4006	400.250	-43.733	400.121
4007	400.300	-40.551	400.173
4008	400.350	-43.656	400.225
4009	400.400	-61.514	400.274
4010	400.450	-86.888	400.328
4011	400.500	-102.176	400.373
4012	400.550	-110.469	400.421
4013	400.600	-126.086	400.476
4014	400.650	-143.011	400.524
4015	400.700	-148.631	400.573
4016	400.750	-141.252	400.621
4017	400.800	-124.627	400.676
4018	400.850	-122.239	400.724
4019	400.900	-131.514	400.774
4020	400.950	-133.790	400.823
4021	401.000	-121.534	400.872
4022	401.050	-100.851	400.920
4023	401.100	-88.940	400.974
4024	401.150	-78.710	401.022
4025	401.200	-65.611	401.073
4026	401.250	-51.018	401.122
4027	401.300	-33.725	401.170
4028	401.350	-26.610	401.224
4029	401.400	-26.915	401.271
4030	401.450	-29.187	401.324
4031	401.500	-11.437	401.371
4032	401.550	24.682	401.423
4033	401.600	47.237	401.474
4034	401.650	56.635	401.523
4035	401.700	70.572	401.573
4036	401.750	91.801	401.627
4037	401.800	105.552	401.672
4038	401.850	103.685	401.724
4039	401.900	99.654	401.772
4040	401.950	113.881	401.824
4041	402.000	135.246	401.871
4042	402.050	143.654	401.917
4043	402.100	134.837	401.974
4044	402.150	122.247	402.023
4045	402.200	113.583	402.069
4046	402.250	107.428	402.121
4047	402.300	92.392	402.172
4048	402.350	75.252	402.224
4049	402.400	62.750	402.276
4050	402.450	54.376	402.323
4051	402.500	49.148	402.372
4052	402.550	40.615	402.423
4053	402.600	25.612	402.472
4054	402.650	12.150	402.517
4055	402.700	2.017	402.570
4056	402.750	-2.116	402.623
4057	402.800	-0.554	402.678
4058	402.850	-4.484	402.723
4059	402.900	-11.731	402.775
4060	402.950	-12.744	402.820
4061	403.000	-12.987	402.875
4062	403.050	-25.524	402.923
4063	403.100	-46.950	402.973
4064	403.150	-63.712	403.021
4065	403.200	-73.819	403.073
4066	403.250	-80.499	403.127
4067	403.300	-85.787	403.173
4068	403.350	-97.207	403.225
4069	403.400	-110.740	403.274
4070	403.450	-116.793	403.323
4071	403.500	-121.966	403.375
4072	403.550	-123.403	403.422
4073	403.600	-118.625	403.471
4074	403.650	-114.597	403.522
4075	403.700	-106.499	403.576
4076	403.750	-101.301	403.625
4077	403.800	-95.106	403.672
4078	403.850	-86.483	403.722
4079	403.900	-83.513	403.773
4080	403.950	-78.887	403.822
4081	404.000	-65.980	403.875
4082	404.050	-41.706	403.921
4083	404.100	-13.943	403.973
4084	404.150	-0.633	404.024
4085	404.200	8.361	404.073
4086	404.250	19.892	404.122
4087	404.300	35.884	404.172
4088	404.350	58.728	404.226
4089	404.400	78.808	404.275
4090	404.450	104.480	404.326
4091	404.500	132.393	404.371
4092	404.550	156.613	404.423
4093	404.600	149.860	404.473
4094	404.650	134.807	404.522
4095	404.700	131.711	404.576
4096	404.750	134.261	404.621
4097	404.800	142.869	404.674
4098	404.850	149.566	404.724
4099	404.900	133.541	404.773
4100	404.950	118.653	404.822
4101	405.000	113.672	404.873
4102	405.050	95.497	404.923
4103	405.100	55.428	404.972
4104	405.150	33.381	405.022
4105	405.200	31.065	405.071
4106	405.250	31.225	405.123
4107	405.300	27.525	405.172
4108	405.350	13.900	405.224
4109	405.400	-12.663	405.274
4110	405.450	-25.688	405.322
4111	405.500	-29.422	405.374
4112	405.550	-44.748	405.423
4113	405.600	-75.993	405.476
4114	405.650	-92.560	405.525
4115	405.700	-94.208	405.572
4116	405.750	-96.220	405.623
4117	405.800	-100.204	405.673
4118	405.850	-107.862	405.723
4119	405.900	-126.056	405.775
4120	405.950	-138.714	405.822
4121	406.000	-138.642	405.873
4122	406.050	-139.422	405.918
4123	406.100	-135.483	405.972
4124	406.150	-107.888	406.023
4125	406.200	-73.447	406.074
4126	406.250	-52.491	406.122
4127	406.300	-39.682	406.175
4128	406.350	-35.545	406.223
4129	406.400	-38.987	406.272
4130	406.450	-34.642	406.324
4131	406.500	-25.409	406.369
4132	406.550	-19.168	406.422
4133	406.600	-11.995	406.473
4134	406.650	5.992	406.520
4135	406.700	23.906	406.572
4136	406.750	28.757	406.624
4137	406.800	28.206	406.675
4138	406.850	29.615	406.724
4139	406.900	29.782	406.771
4140	406.950	32.553	406.823
4141	407.000	35.979	406.874
4142	407.050	42.485	406.931
4143	407.100	53.225	406.972
4144	407.150	67.270	407.019
4145	407.200	80.198	407.072
4146	407.250	88.572	407.124
4147	407.300	88.526	407.173
4148	407.350	84.427	407.224
4149	407.400	75.665	407.271
4150	407.450	66.339	407.325
4151	407.500	63.057	407.375
4152	407.550	65.437	407.422
4153	407.600	74.212	407.470
4154	407.650	91.559	407.524
4155	407.700	103.825	407.570
4156	407.750	103.626	407.619
4157	407.800	92.387	407.673
4158	407.850	70.356	407.721
4159	407.900	44.591	407.776
4160	407.950	28.149	407.821
4161	408.000	21.192	407.871
4162	408.050	22.051	407.923
4163	408.100	32.897	407.974
4164	408.150	32.730	408.022
4165	408.200	1.282	408.077
4166	408.250	-29.153	408.121
4167	408.300	-56.624	408.176
4168	408.350	-89.958	408.223
4169	408.400	-107.426	408.274
4170	408.450	-109.886	408.323
4171	408.500	-103.772	408.368
4172	408.550	-90.967	408.426
4173	408.600	-87.318	408.471
4174	408.650	-104.188	408.519
4175	408.700	-134.069	408.572
4176	408.750	-142.355	408.627
4177	408.800	-138.485	408.677
4178	408.850	-134.578	408.722
4179	408.900	-121.611	408.772
4180	408.950	-102.631	408.827
4181	409.000	-81.013	408.870
4182	409.050	-62.221	408.925
4183	409.100	-53.446	408.973
4184	409.150	-54.094	409.022
4185	409.200	-53.137	409.073
4186	409.250	-32.798	409.126
4187	409.300	-9.076	409.170
4188	409.350	6.623	409.222
4189	409.400	25.362	409.273
4190	409.450	47.242	409.323
4191	409.500	63.343	409.370
4192	409.550	69.976	409.421
4193	409.600	63.459	409.472
4194	409.650	52.855	409.525
4195	409.700	66.223	409.572
4196	409.750	101.106	409.624
4197	409.800	116.755	409.672
4198	409.850	110.743	409.722
4199	409.900	113.703	409.774
4200	409.950	120.765	409.822
4201	410.000	114.977	409.870
4202	410.050	98.551	409.920
4203	410.100	84.819	409.977
4204	410.150	85.563	410.021
4205	410.200	102.847	410.073
4206	410.250	108.960	410.124
4207	410.300	91.083	410.174
4208	410.350	63.740	410.220
4209	410.400	43.309	410.274
4210	410.450	27.149	410.328
4211	410.500	6.101	410.374
4212	410.550	-14.246	410.424
4213	410.600	-22.092	410.475
4214	410.650	-17.511	410.522
4215	410.700	-19.989	410.572
4216	410.750	-32.201	410.624
4217	410.800	-46.525	410.670
4218	410.850	-58.019	410.725
4219	410.900	-62.702	410.774
4220	410.950	-57.338	410.823
4221	411.000	-50.473	410.876
4222	411.050	-51.286	410.923
4223	411.100	-54.423	410.971
4224	411.150	-57.575	411.021
4225	411.200	-60.076	411.076
4226	411.250	-67.074	411.123
4227	411.300	-80.996	411.173
4228	411.350	-92.096	411.220
4229	411.400	-90.611	411.273
4230	411.450	-83.615	411.322
4231	411.500	-77.476	411.373
4232	411.550	-75.373	411.424
4233	411.600	-73.172	411.475
4234	411.650	-68.097	411.519
4235	411.700	-69.675	411.572
4236	411.750	-79.239	411.627
4237	411.800	-74.332	411.673
4238	411.850	-55.636	411.722
4239	411.900	-40.434	411.773
4240	411.950	-23.684	411.825
4241	412.000	-5.634	411.876
4242	412.050	5.154	411.922
4243	412.100	13.017	411.973
4244	412.150	22.745	412.024
4245	412.200	29.081	412.072
4246	412.250	38.957	412.123
4247	412.300	63.797	412.174
4248	412.350	77.771	412.225
4249	412.400	80.264	412.275
4250	412.450	88.871	412.322
4251	412.500	107.564	412.376
4252	412.550	122.881	412.427
4253	412.600	125.981	412.475
4254	412.650	116.177	412.524
4255	412.700	105.644	412.575
4256	412.750	98.440	412.622
4257	412.800	101.280	412.676
