201.775	466.568
202.823	415.983
204.322	259.031
205.847	312.391
206.895	356.054
208.246	264.080
209.747	314.495
210.948	367.661
212.024	280.594
213.598	283.342
214.924	387.838
216.000	319.579
217.499	297.679
218.724	372.791
219.774	389.231
221.347	343.260
222.895	336.053
223.923	364.889
225.248	340.812
226.570	342.053
227.596	378.403
229.173	289.297
230.749	300.669
231.724	395.760
232.674	336.061
234.049	314.763
235.523	306.629
236.696	272.551
238.123	290.924
239.499	350.377
240.547	378.705
241.897	311.861
243.274	257.022
244.401	247.552
245.898	196.383
247.346	239.942
248.450	303.495
249.398	238.278
250.719	206.094
252.370	214.741
253.572	227.162
254.871	258.957
256.171	286.318
257.272	302.152
258.746	208.540
260.171	166.900
261.271	224.100
262.272	187.075
263.622	183.554
265.247	224.586
266.471	204.684
267.773	198.168
269.098	192.232
270.247	203.409
271.747	193.820
273.122	208.344
274.173	248.930
275.751	207.207
277.075	184.129
278.121	194.713
279.220	153.671
280.496	154.015
281.944	200.984
283.045	176.988
284.597	157.838
286.071	194.753
287.095	202.432
288.445	166.529
289.847	157.507
291.125	148.703
292.650	134.835
294.049	169.284
294.998	201.222
295.899	184.054
297.249	168.668
298.798	156.017
300.046	150.404
301.371	196.605
302.722	228.378
303.925	203.876
305.377	156.934
306.674	134.829
307.947	150.771
309.271	149.458
310.470	169.634
311.672	182.638
312.775	136.464
314.199	101.721
315.825	121.980
316.875	140.660
318.200	129.963
319.598	135.237
320.670	132.516
322.046	100.885
323.496	111.317
324.697	144.275
325.897	122.317
327.247	127.664
328.421	135.346
329.645	112.047
331.222	129.716
332.497	160.156
333.574	161.597
335.149	144.072
336.400	143.609
337.548	141.860
339.097	115.527
340.422	141.479
341.472	167.431
342.573	133.298
343.922	117.626
345.171	116.342
346.247	102.474
347.749	116.786
349.149	147.353
350.249	139.812
351.800	116.054
353.300	107.109
354.371	106.190
355.647	100.072
357.024	113.833
358.297	126.791
359.473	107.612
360.823	116.430
362.221	127.215
363.269	103.791
364.521	101.091
365.873	114.540
367.098	101.668
368.773	81.534
370.274	98.632
371.348	121.892
372.472	112.953
373.797	120.732
375.123	123.644
376.347	88.664
377.747	90.220
379.022	113.901
380.123	110.079
381.498	103.217
382.872	113.982
383.972	104.569
385.221	77.801
386.696	93.834
388.123	111.137
389.347	87.285
390.722	78.053
392.097	86.068
393.222	87.480
394.549	85.632
395.849	89.134
396.948	91.575
398.347	77.715
399.772	81.916
401.024	90.897
402.373	73.223
403.771	74.731
405.045	90.091
406.144	77.021
407.495	81.330
408.847	103.592
409.924	100.313
411.348	91.530
412.848	100.272
413.998	100.279
415.275	84.844
416.552	92.566
417.848	98.582
419.322	84.508
420.573	88.081
421.700	97.119
422.850	83.099
424.322	80.563
425.772	90.524
426.873	86.170
428.247	76.491
429.623	81.680
430.723	78.494
431.972	60.433
433.347	72.884
434.570	101.327
435.698	93.511
437.099	80.340
438.424	79.599
439.648	63.367
441.149	59.648
442.600	69.088
443.798	68.927
445.099	68.254
446.398	81.243
447.472	80.988
448.847	68.735
450.223	72.534
451.398	82.341
452.598	67.401
453.970	66.333
455.221	77.944
456.473	70.388
457.873	65.206
459.123	68.770
460.299	72.821
461.649	63.416
463.122	61.463
464.322	70.410
465.472	63.211
466.822	59.974
468.173	64.717
469.372	53.288
470.722	51.549
472.024	62.434
473.099	55.878
474.373	41.232
475.798	42.927
477.074	50.525
478.425	44.230
479.876	40.240
481.173	48.874
482.322	44.618
483.747	40.414
485.172	46.126
486.348	41.893
487.722	41.362
488.998	46.229
490.049	44.385
491.322	42.887
492.848	51.892
494.173	52.969
495.447	44.404
496.721	49.552
498.021	53.473
499.322	48.941
500.598	49.403
501.873	59.246
503.072	55.615
504.372	48.343
505.674	51.444
506.950	50.080
508.349	47.141
509.673	53.183
510.775	55.546
512.050	47.034
513.448	47.810
514.697	50.027
516.020	41.337
517.495	40.717
518.746	47.884
519.897	45.843
521.150	41.826
522.451	42.278
523.699	41.071
525.072	42.565
526.420	49.867
527.521	50.106
528.822	42.552
530.198	42.026
531.348	46.991
