#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
4685	1040.490	2.330	1040.323
4686	1040.520	2.648	1040.353
4687	1040.550	3.020	1040.380
4688	1040.580	3.308	1040.410
4689	1040.610	3.689	1040.440
4690	1040.640	3.927	1040.472
4691	1040.670	4.187	1040.498
4692	1040.700	4.409	1040.530
4693	1040.730	4.636	1040.560
4694	1040.760	4.845	1040.589
4695	1040.790	5.052	1040.622
4696	1040.820	5.229	1040.649
4697	1040.850	5.342	1040.685
4698	1040.880	5.390	1040.709
4699	1040.910	5.375	1040.740
4700	1040.940	5.297	1040.765
4701	1040.970	5.153	1040.799
4702	1041.000	5.097	1040.833
4703	1041.030	4.997	1040.858
4704	1041.060	5.018	1040.893
4705	1041.090	4.915	1040.919
4706	1041.120	4.786	1040.948
4707	1041.150	4.593	1040.984
4708	1041.180	4.406	1041.012
4709	1041.210	4.170	1041.039
4710	1041.240	3.989	1041.069
4711	1041.270	3.892	1041.101
4712	1041.300	3.726	1041.130
4713	1041.330	3.488	1041.159
4714	1041.360	3.308	1041.194
4715	1041.390	2.979	1041.224
4716	1041.420	2.605	1041.251
4717	1041.450	2.219	1041.281
4718	1041.480	1.948	1041.309
4719	1041.510	1.629	1041.343
4720	1041.540	1.358	1041.372
4721	1041.570	1.011	1041.402
4722	1041.600	0.653	1041.431
4723	1041.630	0.288	1041.461
4724	1041.660	-0.165	1041.488
4725	1041.690	-0.565	1041.522
4726	1041.720	-0.916	1041.554
4727	1041.750	-1.281	1041.586
4728	1041.780	-1.629	1041.612
4729	1041.810	-1.932	1041.640
4730	1041.840	-2.312	1041.674
4731	1041.870	-2.640	1041.703
4732	1041.900	-3.059	1041.727
4733	1041.930	-3.387	1041.762
4734	1041.960	-3.785	1041.792
4735	1041.990	-4.167	1041.819
4736	1042.020	-4.453	1041.852
4737	1042.050	-4.683	1041.880
4738	1042.080	-4.965	1041.910
4739	1042.110	-5.211	1041.942
4740	1042.140	-5.392	1041.971
4741	1042.170	-5.589	1042.001
4742	1042.200	-5.701	1042.032
4743	1042.230	-5.793	1042.063
4744	1042.260	-5.825	1042.091
4745	1042.290	-5.767	1042.121
4746	1042.320	-5.698	1042.153
4747	1042.350	-5.595	1042.181
4748	1042.380	-5.437	1042.209
4749	1042.410	-5.398	1042.240
4750	1042.440	-5.250	1042.271
4751	1042.470	-5.035	1042.299
4752	1042.500	-4.902	1042.332
4753	1042.530	-4.589	1042.364
4754	1042.560	-4.327	1042.392
4755	1042.590	-4.033	1042.423
4756	1042.620	-3.833	1042.449
4757	1042.650	-3.591	1042.481
4758	1042.680	-3.177	1042.514
4759	1042.710	-2.950	1042.540
4760	1042.740	-2.519	1042.574
4761	1042.770	-2.027	1042.601
4762	1042.800	-1.547	1042.626
4763	1042.830	-1.118	1042.664
4764	1042.860	-0.617	1042.695
4765	1042.890	-0.106	1042.722
4766	1042.920	0.274	1042.753
4767	1042.950	0.718	1042.783
4768	1042.980	1.138	1042.809
4769	1043.010	1.592	1042.839
4770	1043.040	1.963	1042.873
4771	1043.070	2.126	1042.898
4772	1043.100	2.436	1042.932
4773	1043.130	2.751	1042.960
4774	1043.160	3.072	1042.989
4775	1043.190	3.391	1043.018
4776	1043.220	3.779	1043.052
4777	1043.250	4.126	1043.083
4778	1043.280	4.492	1043.112
4779	1043.310	4.659	1043.142
4780	1043.340	4.793	1043.170
4781	1043.370	4.911	1043.198
4782	1043.400	5.050	1043.232
4783	1043.430	5.144	1043.264
4784	1043.460	5.274	1043.290
4785	1043.490	5.289	1043.323
4786	1043.520	5.333	1043.355
4787	1043.550	5.280	1043.382
4788	1043.580	5.216	1043.413
4789	1043.610	5.116	1043.444
4790	1043.640	5.059	1043.472
4791	1043.670	5.104	1043.501
4792	1043.700	5.029	1043.531
4793	1043.730	4.981	1043.563
4794	1043.760	4.933	1043.588
4795	1043.790	4.740	1043.618
4796	1043.820	4.556	1043.651
4797	1043.850	4.306	1043.678
4798	1043.880	4.026	1043.707
4799	1043.910	3.744	1043.740
4800	1043.940	3.416	1043.773
4801	1043.970	3.069	1043.804
4802	1044.000	2.647	1043.831
4803	1044.030	2.263	1043.855
4804	1044.060	1.796	1043.889
4805	1044.090	1.405	1043.921
4806	1044.120	1.046	1043.954
4807	1044.150	0.703	1043.980
4808	1044.180	0.331	1044.008
4809	1044.210	-0.053	1044.042
4810	1044.240	-0.525	1044.073
4811	1044.270	-0.999	1044.101
4812	1044.300	-1.487	1044.130
4813	1044.330	-1.962	1044.164
4814	1044.360	-2.460	1044.190
4815	1044.390	-2.886	1044.221
4816	1044.420	-3.295	1044.248
4817	1044.450	-3.578	1044.282
4818	1044.480	-3.893	1044.312
4819	1044.510	-4.150	1044.343
4820	1044.540	-4.272	1044.367
4821	1044.570	-4.478	1044.402
4822	1044.600	-4.727	1044.431
4823	1044.630	-4.935	1044.464
4824	1044.660	-5.142	1044.494
4825	1044.690	-5.303	1044.520
4826	1044.720	-5.369	1044.552
4827	1044.750	-5.458	1044.583
4828	1044.780	-5.419	1044.611
4829	1044.810	-5.349	1044.638
4830	1044.840	-5.340	1044.668
4831	1044.870	-5.147	1044.704
4832	1044.900	-5.004	1044.733
4833	1044.930	-4.843	1044.760
4834	1044.960	-4.541	1044.789
4835	1044.990	-4.415	1044.821
4836	1045.020	-4.282	1044.851
4837	1045.050	-4.164	1044.880
4838	1045.080	-4.152	1044.910
4839	1045.110	-3.994	1044.940
4840	1045.140	-3.744	1044.973
4841	1045.170	-3.343	1044.998
4842	1045.200	-2.848	1045.028
4843	1045.230	-2.426	1045.064
4844	1045.260	-2.030	1045.092
4845	1045.290	-1.682	1045.123
4846	1045.320	-1.266	1045.149
4847	1045.350	-0.964	1045.179
4848	1045.380	-0.644	1045.216
4849	1045.410	-0.289	1045.240
4850	1045.440	0.046	1045.274
4851	1045.470	0.317	1045.303
4852	1045.500	0.538	1045.330
4853	1045.530	0.770	1045.359
4854	1045.560	0.934	1045.388
4855	1045.590	1.139	1045.418
4856	1045.620	1.561	1045.451
4857	1045.650	1.883	1045.481
4858	1045.680	2.271	1045.512
4859	1045.710	2.533	1045.540
4860	1045.740	2.702	1045.572
4861	1045.770	2.849	1045.597
4862	1045.800	2.912	1045.633
4863	1045.830	3.042	1045.664
4864	1045.860	3.131	1045.691
4865	1045.890	3.254	1045.719
4866	1045.920	3.467	1045.754
4867	1045.950	3.635	1045.782
4868	1045.980	3.845	1045.811
4869	1046.010	4.095	1045.840
4870	1046.040	4.220	1045.872
4871	1046.070	4.475	1045.902
4872	1046.100	4.748	1045.933
4873	1046.130	4.961	1045.960
4874	1046.160	5.045	1045.993
4875	1046.190	5.100	1046.022
4876	1046.220	5.127	1046.050
4877	1046.250	4.983	1046.084
4878	1046.280	4.959	1046.115
4879	1046.310	4.898	1046.140
4880	1046.340	4.800	1046.173
4881	1046.370	4.624	1046.201
4882	1046.400	4.415	1046.232
4883	1046.430	4.195	1046.261
4884	1046.460	3.956	1046.290
4885	1046.490	3.774	1046.324
4886	1046.520	3.587	1046.350
4887	1046.550	3.225	1046.381
4888	1046.580	2.916	1046.411
4889	1046.610	2.529	1046.443
4890	1046.640	2.151	1046.472
4891	1046.670	1.738	1046.498
4892	1046.700	1.306	1046.527
4893	1046.730	0.831	1046.560
4894	1046.760	0.339	1046.593
4895	1046.790	-0.018	1046.623
4896	1046.820	-0.539	1046.651
4897	1046.850	-1.004	1046.681
4898	1046.880	-1.652	1046.710
4899	1046.910	-2.104	1046.744
4900	1046.940	-2.549	1046.774
4901	1046.970	-2.638	1046.805
4902	1047.000	-2.670	1046.833
4903	1047.030	-2.798	1046.860
4904	1047.060	-3.044	1046.889
4905	1047.090	-3.330	1046.919
4906	1047.120	-3.629	1046.951
4907	1047.150	-3.850	1046.982
4908	1047.180	-4.137	1047.012
4909	1047.210	-4.288	1047.044
4910	1047.240	-4.381	1047.071
4911	1047.270	-4.577	1047.102
4912	1047.300	-4.811	1047.134
4913	1047.330	-4.966	1047.161
4914	1047.360	-5.125	1047.187
4915	1047.390	-5.175	1047.222
4916	1047.420	-5.166	1047.253
4917	1047.450	-4.974	1047.279
4918	1047.480	-4.796	1047.310
4919	1047.510	-4.612	1047.344
4920	1047.540	-4.513	1047.375
4921	1047.570	-4.519	1047.401
4922	1047.600	-4.471	1047.430
4923	1047.630	-4.269	1047.462
4924	1047.660	-4.119	1047.496
4925	1047.690	-3.855	1047.522
4926	1047.720	-3.678	1047.550
4927	1047.750	-3.505	1047.581
4928	1047.780	-3.398	1047.608
4929	1047.810	-3.228	1047.640
4930	1047.840	-3.043	1047.671
4931	1047.870	-2.742	1047.701
4932	1047.900	-2.370	1047.732
4933	1047.930	-2.033	1047.762
4934	1047.960	-1.609	1047.794
4935	1047.990	-1.212	1047.817
4936	1048.020	-0.767	1047.850
4937	1048.050	-0.433	1047.881
4938	1048.080	-0.081	1047.913
4939	1048.110	0.239	1047.943
4940	1048.140	0.593	1047.967
4941	1048.170	1.013	1047.999
4942	1048.200	1.525	1048.028
4943	1048.230	1.990	1048.060
4944	1048.260	2.353	1048.089
4945	1048.290	2.692	1048.122
4946	1048.320	2.960	1048.153
4947	1048.350	3.395	1048.175
4948	1048.380	3.660	1048.211
4949	1048.410	3.954	1048.241
4950	1048.440	4.271	1048.268
4951	1048.470	4.521	1048.304
4952	1048.500	4.833	1048.328
4953	1048.530	4.991	1048.361
4954	1048.560	5.045	1048.391
4955	1048.590	4.994	1048.422
4956	1048.620	4.862	1048.452
4957	1048.650	4.794	1048.482
4958	1048.680	4.732	1048.511
4959	1048.710	4.669	1048.542
4960	1048.740	4.602	1048.572
4961	1048.770	4.533	1048.602
4962	1048.800	4.403	1048.631
4963	1048.830	4.356	1048.660
4964	1048.860	4.301	1048.692
4965	1048.890	4.288	1048.715
4966	1048.920	4.217	1048.746
4967	1048.950	4.158	1048.779
4968	1048.980	4.175	1048.811
4969	1049.010	4.071	1048.843
4970	1049.040	3.804	1048.869
4971	1049.070	3.461	1048.901
4972	1049.100	3.013	1048.931
4973	1049.130	2.597	1048.962
4974	1049.160	2.246	1048.987
4975	1049.190	1.877	1049.022
4976	1049.220	1.481	1049.046
4977	1049.250	1.084	1049.081
4978	1049.280	0.653	1049.113
4979	1049.310	0.320	1049.140
4980	1049.340	0.042	1049.169
4981	1049.370	-0.172	1049.201
4982	1049.400	-0.367	1049.231
4983	1049.430	-0.504	1049.262
4984	1049.460	-0.745	1049.291
4985	1049.490	-0.915	1049.320
4986	1049.520	-1.228	1049.350
4987	1049.550	-1.513	1049.379
4988	1049.580	-1.887	1049.411
4989	1049.610	-2.282	1049.441
4990	1049.640	-2.604	1049.472
4991	1049.670	-2.982	1049.501
4992	1049.700	-3.309	1049.531
4993	1049.730	-3.524	1049.564
4994	1049.760	-3.778	1049.588
4995	1049.790	-3.852	1049.619
4996	1049.820	-3.882	1049.649
4997	1049.850	-3.987	1049.680
4998	1049.880	-4.032	1049.711
4999	1049.910	-4.142	1049.744
5000	1049.940	-4.334	1049.772
5001	1049.970	-4.481	1049.803
5002	1050.000	-4.619	1049.832
5003	1050.030	-4.723	1049.863
5004	1050.060	-4.786	1049.889
5005	1050.090	-4.984	1049.923
5006	1050.120	-5.068	1049.950
5007	1050.150	-5.199	1049.981
5008	1050.180	-5.234	1050.013
5009	1050.210	-5.108	1050.042
5010	1050.240	-4.905	1050.071
5011	1050.270	-4.634	1050.101
5012	1050.300	-4.352	1050.137
5013	1050.330	-4.078	1050.161
5014	1050.360	-3.804	1050.190
5015	1050.390	-3.588	1050.217
5016	1050.420	-3.449	1050.248
5017	1050.450	-3.257	1050.282
5018	1050.480	-3.029	1050.314
5019	1050.510	-2.823	1050.341
5020	1050.540	-2.508	1050.371
5021	1050.570	-2.179	1050.397
5022	1050.600	-1.863	1050.434
5023	1050.630	-1.495	1050.462
5024	1050.660	-1.017	1050.490
5025	1050.690	-0.376	1050.520
5026	1050.720	0.339	1050.546
5027	1050.750	1.096	1050.582
5028	1050.780	1.769	1050.610
5029	1050.810	2.308	1050.639
5030	1050.840	2.770	1050.669
5031	1050.870	3.143	1050.700
5032	1050.900	3.474	1050.728
5033	1050.930	3.830	1050.764
5034	1050.960	4.023	1050.786
5035	1050.990	4.276	1050.818
5036	1051.020	4.535	1050.853
5037	1051.050	4.695	1050.880
5038	1051.080	4.895	1050.913
5039	1051.110	5.059	1050.939
5040	1051.140	5.259	1050.971
5041	1051.170	5.380	1051.000
5042	1051.200	5.530	1051.029
5043	1051.230	5.639	1051.064
5044	1051.260	5.562	1051.094
5045	1051.290	5.430	1051.118
5046	1051.320	5.310	1051.151
5047	1051.350	5.024	1051.182
5048	1051.380	4.729	1051.211
5049	1051.410	4.562	1051.243
5050	1051.440	4.356	1051.272
5051	1051.470	4.066	1051.296
5052	1051.500	3.979	1051.334
5053	1051.530	3.753	1051.361
5054	1051.560	3.757	1051.389
5055	1051.590	3.739	1051.419
5056	1051.620	3.654	1051.451
5057	1051.650	3.538	1051.484
5058	1051.680	3.483	1051.512
5059	1051.710	3.254	1051.540
5060	1051.740	3.037	1051.574
5061	1051.770	2.639	1051.602
5062	1051.800	2.336	1051.635
5063	1051.830	1.867	1051.662
5064	1051.860	1.322	1051.691
5065	1051.890	0.898	1051.720
5066	1051.920	0.413	1051.750
5067	1051.950	-0.039	1051.779
5068	1051.980	-0.462	1051.812
5069	1052.010	-0.909	1051.844
5070	1052.040	-1.283	1051.872
5071	1052.070	-1.648	1051.902
5072	1052.100	-2.013	1051.932
5073	1052.130	-2.366	1051.961
5074	1052.160	-2.616	1051.990
5075	1052.190	-2.963	1052.024
5076	1052.220	-3.274	1052.053
5077	1052.250	-3.539	1052.079
5078	1052.280	-3.897	1052.110
5079	1052.310	-4.147	1052.143
5080	1052.340	-4.489	1052.173
5081	1052.370	-4.733	1052.202
5082	1052.400	-4.909	1052.230
5083	1052.430	-5.058	1052.261
5084	1052.460	-5.096	1052.294
5085	1052.490	-5.118	1052.319
5086	1052.520	-5.083	1052.349
5087	1052.550	-5.091	1052.382
5088	1052.580	-5.143	1052.408
5089	1052.610	-5.170	1052.441
5090	1052.640	-5.135	1052.471
5091	1052.670	-5.115	1052.504
5092	1052.700	-5.071	1052.526
5093	1052.730	-4.957	1052.563
5094	1052.760	-4.785	1052.589
5095	1052.790	-4.654	1052.626
5096	1052.820	-4.557	1052.652
5097	1052.850	-4.423	1052.681
5098	1052.880	-4.234	1052.710
5099	1052.910	-3.929	1052.743
5100	1052.940	-3.540	1052.769
5101	1052.970	-3.235	1052.796
5102	1053.000	-2.907	1052.831
5103	1053.030	-2.608	1052.863
5104	1053.060	-2.260	1052.890
5105	1053.090	-1.886	1052.914
5106	1053.120	-1.339	1052.950
5107	1053.150	-0.830	1052.984
5108	1053.180	-0.375	1053.017
5109	1053.210	0.123	1053.044
5110	1053.240	0.634	1053.075
5111	1053.270	1.024	1053.098
5112	1053.300	1.406	1053.130
5113	1053.330	1.723	1053.161
5114	1053.360	2.142	1053.191
5115	1053.390	2.474	1053.221
5116	1053.420	2.825	1053.252
5117	1053.450	3.100	1053.278
5118	1053.480	3.335	1053.313
5119	1053.510	3.494	1053.343
5120	1053.540	3.666	1053.371
5121	1053.570	3.918	1053.403
5122	1053.600	4.249	1053.428
5123	1053.630	4.568	1053.462
5124	1053.660	4.738	1053.488
5125	1053.690	4.890	1053.523
5126	1053.720	4.835	1053.547
5127	1053.750	4.770	1053.583
5128	1053.780	4.660	1053.612
5129	1053.810	4.556	1053.642
5130	1053.840	4.441	1053.672
5131	1053.870	4.332	1053.702
5132	1053.900	4.189	1053.731
5133	1053.930	4.113	1053.759
5134	1053.960	4.034	1053.792
5135	1053.990	3.985	1053.818
5136	1054.020	3.888	1053.850
5137	1054.050	3.849	1053.883
5138	1054.080	3.790	1053.913
5139	1054.110	3.687	1053.938
5140	1054.140	3.574	1053.971
5141	1054.170	3.340	1054.001
5142	1054.200	3.086	1054.032
5143	1054.230	2.923	1054.061
5144	1054.260	2.710	1054.089
5145	1054.290	2.440	1054.122
5146	1054.320	2.180	1054.149
5147	1054.350	1.975	1054.181
5148	1054.380	1.698	1054.210
5149	1054.410	1.582	1054.239
5150	1054.440	1.296	1054.270
5151	1054.470	1.254	1054.303
5152	1054.500	1.040	1054.330
5153	1054.530	0.791	1054.359
5154	1054.560	0.536	1054.393
5155	1054.590	0.255	1054.422
5156	1054.620	-0.089	1054.450
5157	1054.650	-0.440	1054.483
5158	1054.680	-0.790	1054.511
5159	1054.710	-1.169	1054.538
5160	1054.740	-1.593	1054.572
5161	1054.770	-2.053	1054.601
5162	1054.800	-2.445	1054.629
5163	1054.830	-2.996	1054.662
5164	1054.860	-3.343	1054.691
5165	1054.890	-3.710	1054.722
5166	1054.920	-3.865	1054.753
5167	1054.950	-4.065	1054.784
5168	1054.980	-4.254	1054.811
5169	1055.010	-4.503	1054.845
5170	1055.040	-4.618	1054.875
5171	1055.070	-4.806	1054.901
5172	1055.100	-4.924	1054.932
5173	1055.130	-5.080	1054.962
5174	1055.160	-5.238	1054.993
5175	1055.190	-5.366	1055.022
5176	1055.220	-5.419	1055.051
5177	1055.250	-5.426	1055.081
5178	1055.280	-5.469	1055.111
5179	1055.310	-5.473	1055.144
5180	1055.340	-5.409	1055.172
5181	1055.370	-5.216	1055.202
5182	1055.400	-4.963	1055.234
5183	1055.430	-4.608	1055.259
5184	1055.460	-4.262	1055.292
5185	1055.490	-4.020	1055.323
5186	1055.520	-3.743	1055.351
5187	1055.550	-3.576	1055.381
5188	1055.580	-3.160	1055.409
5189	1055.610	-2.795	1055.445
5190	1055.640	-2.418	1055.470
5191	1055.670	-2.092	1055.498
5192	1055.700	-1.758	1055.532
5193	1055.730	-1.492	1055.561
5194	1055.760	-1.182	1055.589
5195	1055.790	-0.775	1055.620
5196	1055.820	-0.371	1055.653
5197	1055.850	0.044	1055.680
5198	1055.880	0.558	1055.709
5199	1055.910	1.058	1055.741
5200	1055.940	1.534	1055.769
5201	1055.970	1.973	1055.801
5202	1056.000	2.320	1055.828
5203	1056.030	2.657	1055.861
5204	1056.060	2.920	1055.888
5205	1056.090	3.167	1055.922
5206	1056.120	3.444	1055.954
5207	1056.150	3.565	1055.983
5208	1056.180	3.735	1056.012
5209	1056.210	3.847	1056.040
5210	1056.240	4.088	1056.069
5211	1056.270	4.348	1056.098
5212	1056.300	4.640	1056.131
5213	1056.330	4.882	1056.158
5214	1056.360	5.168	1056.189
5215	1056.390	5.425	1056.220
5216	1056.420	5.627	1056.254
5217	1056.450	5.834	1056.280
5218	1056.480	5.903	1056.311
5219	1056.510	5.964	1056.337
5220	1056.540	5.829	1056.368
5221	1056.570	5.662	1056.400
5222	1056.600	5.433	1056.430
5223	1056.630	5.195	1056.463
5224	1056.660	5.005	1056.493
5225	1056.690	4.837	1056.523
5226	1056.720	4.548	1056.555
5227	1056.750	4.316	1056.582
5228	1056.780	3.989	1056.611
5229	1056.810	3.627	1056.644
5230	1056.840	3.255	1056.669
5231	1056.870	2.913	1056.702
5232	1056.900	2.574	1056.732
5233	1056.930	2.145	1056.761
5234	1056.960	1.735	1056.786
5235	1056.990	1.275	1056.820
5236	1057.020	0.780	1056.851
5237	1057.050	0.168	1056.884
5238	1057.080	-0.325	1056.913
5239	1057.110	-0.754	1056.945
5240	1057.140	-1.113	1056.970
5241	1057.170	-1.325	1056.999
5242	1057.200	-1.623	1057.029
5243	1057.230	-1.742	1057.059
5244	1057.260	-1.872	1057.087
5245	1057.290	-1.982	1057.123
5246	1057.320	-2.061	1057.151
5247	1057.350	-2.184	1057.178
5248	1057.380	-2.334	1057.214
5249	1057.410	-2.465	1057.238
5250	1057.440	-2.748	1057.268
5251	1057.470	-3.171	1057.301
5252	1057.500	-3.585	1057.330
5253	1057.530	-4.042	1057.363
5254	1057.560	-4.442	1057.387
5255	1057.590	-4.802	1057.418
5256	1057.620	-4.973	1057.447
5257	1057.650	-5.000	1057.481
5258	1057.680	-5.136	1057.516
5259	1057.710	-5.068	1057.538
5260	1057.740	-5.076	1057.573
5261	1057.770	-5.059	1057.599
5262	1057.800	-5.142	1057.629
5263	1057.830	-5.081	1057.660
5264	1057.860	-5.087	1057.689
5265	1057.890	-5.119	1057.718
5266	1057.920	-5.104	1057.750
5267	1057.950	-5.122	1057.780
5268	1057.980	-5.137	1057.810
5269	1058.010	-5.194	1057.841
5270	1058.040	-5.133	1057.869
5271	1058.070	-4.982	1057.900
5272	1058.100	-4.661	1057.935
5273	1058.130	-4.257	1057.962
5274	1058.160	-3.718	1057.991
5275	1058.190	-3.253	1058.019
5276	1058.220	-2.702	1058.051
5277	1058.250	-2.257	1058.079
5278	1058.280	-1.842	1058.109
5279	1058.310	-1.482	1058.142
5280	1058.340	-1.134	1058.172
5281	1058.370	-0.777	1058.199
5282	1058.400	-0.434	1058.230
5283	1058.430	-0.038	1058.263
5284	1058.460	0.398	1058.292
5285	1058.490	0.834	1058.317
5286	1058.520	1.350	1058.350
5287	1058.550	1.876	1058.379
5288	1058.580	2.351	1058.407
5289	1058.610	2.974	1058.445
5290	1058.640	3.460	1058.469
5291	1058.670	4.005	1058.503
5292	1058.700	4.421	1058.531
5293	1058.730	4.649	1058.560
5294	1058.760	4.800	1058.593
5295	1058.790	4.957	1058.618
5296	1058.820	5.130	1058.651
5297	1058.850	5.300	1058.680
5298	1058.880	5.477	1058.711
5299	1058.910	5.596	1058.739
5300	1058.940	5.758	1058.773
5301	1058.970	5.740	1058.798
5302	1059.000	5.772	1058.835
5303	1059.030	5.822	1058.862
5304	1059.060	5.868	1058.890
5305	1059.090	5.894	1058.920
5306	1059.120	5.897	1058.951
5307	1059.150	5.953	1058.983
5308	1059.180	5.820	1059.008
5309	1059.210	5.615	1059.042
5310	1059.240	5.240	1059.071
5311	1059.270	4.884	1059.103
5312	1059.300	4.531	1059.128
5313	1059.330	4.200	1059.160
5314	1059.360	3.847	1059.190
5315	1059.390	3.503	1059.220
5316	1059.420	3.069	1059.252
5317	1059.450	2.745	1059.283
5318	1059.480	2.302	1059.313
5319	1059.510	1.949	1059.341
5320	1059.540	1.679	1059.369
5321	1059.570	1.347	1059.400
5322	1059.600	1.028	1059.435
5323	1059.630	0.515	1059.463
5324	1059.660	0.044	1059.491
5325	1059.690	-0.353	1059.520
5326	1059.720	-0.763	1059.550
5327	1059.750	-1.350	1059.580
5328	1059.780	-1.754	1059.616
5329	1059.810	-2.176	1059.637
5330	1059.840	-2.611	1059.670
5331	1059.870	-3.016	1059.698
5332	1059.900	-3.336	1059.732
5333	1059.930	-3.712	1059.763
5334	1059.960	-3.919	1059.790
5335	1059.990	-4.074	1059.823
5336	1060.020	-4.235	1059.851
5337	1060.050	-4.444	1059.881
5338	1060.080	-4.738	1059.913
5339	1060.110	-4.973	1059.941
5340	1060.140	-5.246	1059.972
5341	1060.170	-5.531	1060.001
5342	1060.200	-5.650	1060.031
5343	1060.230	-5.791	1060.062
5344	1060.260	-5.880	1060.092
5345	1060.290	-6.008	1060.120
5346	1060.320	-6.046	1060.150
5347	1060.350	-5.964	1060.182
5348	1060.380	-5.769	1060.213
5349	1060.410	-5.529	1060.239
5350	1060.440	-5.245	1060.275
5351	1060.470	-4.981	1060.305
5352	1060.500	-4.785	1060.330
5353	1060.530	-4.590	1060.359
5354	1060.560	-4.490	1060.388
5355	1060.590	-4.347	1060.420
5356	1060.620	-4.142	1060.453
5357	1060.650	-3.845	1060.478
5358	1060.680	-3.507	1060.509
5359	1060.710	-3.068	1060.546
5360	1060.740	-2.724	1060.567
5361	1060.770	-2.170	1060.599
5362	1060.800	-1.563	1060.631
5363	1060.830	-1.120	1060.664
5364	1060.860	-0.539	1060.688
5365	1060.890	-0.028	1060.719
5366	1060.920	0.471	1060.751
5367	1060.950	0.899	1060.782
5368	1060.980	1.246	1060.809
5369	1061.010	1.416	1060.841
5370	1061.040	1.778	1060.869
5371	1061.070	1.995	1060.899
5372	1061.100	2.204	1060.928
5373	1061.130	2.512	1060.966
5374	1061.160	2.764	1060.987
5375	1061.190	2.976	1061.022
5376	1061.220	3.293	1061.052
5377	1061.250	3.604	1061.080
5378	1061.280	3.970	1061.112
5379	1061.310	4.344	1061.139
5380	1061.340	4.744	1061.170
5381	1061.370	5.022	1061.199
5382	1061.400	5.254	1061.232
5383	1061.430	5.464	1061.261
5384	1061.460	5.545	1061.289
5385	1061.490	5.604	1061.323
5386	1061.520	5.624	1061.353
5387	1061.550	5.657	1061.383
5388	1061.580	5.620	1061.409
5389	1061.610	5.612	1061.443
5390	1061.640	5.578	1061.471
5391	1061.670	5.423	1061.500
5392	1061.700	5.406	1061.529
5393	1061.730	5.292	1061.557
5394	1061.760	5.136	1061.593
5395	1061.790	4.979	1061.620
5396	1061.820	4.704	1061.650
5397	1061.850	4.395	1061.682
5398	1061.880	3.943	1061.708
5399	1061.910	3.553	1061.740
5400	1061.940	3.133	1061.770
5401	1061.970	2.761	1061.799
5402	1062.000	2.199	1061.832
5403	1062.030	1.747	1061.861
5404	1062.060	1.338	1061.893
5405	1062.090	0.842	1061.920
5406	1062.120	0.459	1061.951
5407	1062.150	0.154	1061.976
5408	1062.180	-0.177	1062.010
5409	1062.210	-0.543	1062.043
5410	1062.240	-0.847	1062.070
5411	1062.270	-1.175	1062.102
5412	1062.300	-1.467	1062.131
5413	1062.330	-1.722	1062.162
5414	1062.360	-2.124	1062.187
5415	1062.390	-2.423	1062.221
5416	1062.420	-2.776	1062.251
5417	1062.450	-3.135	1062.282
5418	1062.480	-3.482	1062.311
5419	1062.510	-3.879	1062.341
5420	1062.540	-4.015	1062.373
5421	1062.570	-4.119	1062.402
5422	1062.600	-4.120	1062.431
5423	1062.630	-4.118	1062.460
5424	1062.660	-4.166	1062.488
5425	1062.690	-4.232	1062.523
5426	1062.720	-4.232	1062.551
5427	1062.750	-4.282	1062.583
5428	1062.780	-4.347	1062.609
5429	1062.810	-4.371	1062.640
5430	1062.840	-4.379	1062.673
5431	1062.870	-4.460	1062.703
5432	1062.900	-4.528	1062.732
5433	1062.930	-4.549	1062.763
5434	1062.960	-4.670	1062.792
5435	1062.990	-4.664	1062.821
5436	1063.020	-4.654	1062.847
5437	1063.050	-4.530	1062.879
5438	1063.080	-4.276	1062.908
5439	1063.110	-4.085	1062.939
5440	1063.140	-3.921	1062.967
5441	1063.170	-3.768	1063.001
5442	1063.200	-3.710	1063.032
5443	1063.230	-3.621	1063.061
5444	1063.260	-3.442	1063.094
5445	1063.290	-3.103	1063.121
5446	1063.320	-2.801	1063.156
5447	1063.350	-2.509	1063.181
5448	1063.380	-2.130	1063.212
5449	1063.410	-1.843	1063.240
5450	1063.440	-1.516	1063.270
5451	1063.470	-1.089	1063.301
5452	1063.500	-0.634	1063.331
5453	1063.530	-0.170	1063.363
5454	1063.560	0.439	1063.389
5455	1063.590	0.939	1063.422
5456	1063.620	1.425	1063.457
5457	1063.650	1.731	1063.482
5458	1063.680	2.000	1063.514
5459	1063.710	2.402	1063.540
5460	1063.740	2.749	1063.570
5461	1063.770	3.097	1063.601
5462	1063.800	3.424	1063.629
5463	1063.830	3.787	1063.660
5464	1063.860	4.051	1063.692
5465	1063.890	4.342	1063.721
5466	1063.920	4.573	1063.749
5467	1063.950	4.810	1063.781
5468	1063.980	5.021	1063.814
5469	1064.010	5.224	1063.841
5470	1064.040	5.439	1063.869
5471	1064.070	5.581	1063.902
5472	1064.100	5.727	1063.931
5473	1064.130	5.656	1063.960
5474	1064.160	5.664	1063.988
5475	1064.190	5.524	1064.024
5476	1064.220	5.393	1064.051
5477	1064.250	5.220	1064.083
5478	1064.280	5.023	1064.110
5479	1064.310	4.743	1064.139
5480	1064.340	4.555	1064.173
5481	1064.370	4.359	1064.200
5482	1064.400	4.112	1064.228
