#Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)
2904	987.060	1.742	986.890
2905	987.090	1.619	986.922
2906	987.120	1.454	986.953
2907	987.150	1.282	986.979
2908	987.180	1.151	987.011
2909	987.210	1.022	987.039
2910	987.240	0.709	987.074
2911	987.270	0.561	987.104
2912	987.300	0.264	987.134
2913	987.330	-0.036	987.164
2914	987.360	-0.249	987.192
2915	987.390	-0.533	987.220
2916	987.420	-0.743	987.252
2917	987.450	-0.986	987.282
2918	987.480	-1.199	987.317
2919	987.510	-1.475	987.340
2920	987.540	-1.758	987.370
2921	987.570	-1.952	987.400
2922	987.600	-2.156	987.431
2923	987.630	-2.361	987.463
2924	987.660	-2.588	987.492
2925	987.690	-2.770	987.520
2926	987.720	-2.993	987.552
2927	987.750	-3.198	987.582
2928	987.780	-3.377	987.613
2929	987.810	-3.502	987.640
2930	987.840	-3.555	987.670
2931	987.870	-3.551	987.702
2932	987.900	-3.613	987.734
2933	987.930	-3.535	987.764
2934	987.960	-3.508	987.790
2935	987.990	-3.458	987.822
2936	988.020	-3.407	987.852
2937	988.050	-3.448	987.880
2938	988.080	-3.368	987.911
2939	988.110	-3.410	987.942
2940	988.140	-3.420	987.972
2941	988.170	-3.398	987.998
2942	988.200	-3.377	988.032
2943	988.230	-3.303	988.066
2944	988.260	-3.268	988.093
2945	988.290	-3.119	988.119
2946	988.320	-2.979	988.151
2947	988.350	-2.817	988.180
2948	988.380	-2.538	988.210
2949	988.410	-2.289	988.243
2950	988.440	-1.999	988.273
2951	988.470	-1.706	988.303
2952	988.500	-1.338	988.332
2953	988.530	-1.128	988.359
2954	988.560	-0.917	988.387
2955	988.590	-0.677	988.419
2956	988.620	-0.546	988.449
2957	988.650	-0.359	988.481
2958	988.680	-0.130	988.511
2959	988.710	0.119	988.542
2960	988.740	0.451	988.573
2961	988.770	0.748	988.599
2962	988.800	1.123	988.632
2963	988.830	1.495	988.659
2964	988.860	1.782	988.692
2965	988.890	2.097	988.720
2966	988.920	2.402	988.749
2967	988.950	2.691	988.777
2968	988.980	3.040	988.811
2969	989.010	3.294	988.842
2970	989.040	3.513	988.873
2971	989.070	3.696	988.903
2972	989.100	3.869	988.928
2973	989.130	3.965	988.962
2974	989.160	4.081	988.992
2975	989.190	4.292	989.021
2976	989.220	4.492	989.052
2977	989.250	4.644	989.081
2978	989.280	4.784	989.110
2979	989.310	4.843	989.141
2980	989.340	4.814	989.169
2981	989.370	4.769	989.200
2982	989.400	4.671	989.235
2983	989.430	4.590	989.260
2984	989.460	4.496	989.292
2985	989.490	4.292	989.327
2986	989.520	3.949	989.353
2987	989.550	3.633	989.382
2988	989.580	3.289	989.412
2989	989.610	2.933	989.440
2990	989.640	2.618	989.472
2991	989.670	2.322	989.503
2992	989.700	2.059	989.528
2993	989.730	1.834	989.561
2994	989.760	1.620	989.590
2995	989.790	1.267	989.621
2996	989.820	0.883	989.652
2997	989.850	0.509	989.681
2998	989.880	0.141	989.712
2999	989.910	-0.228	989.742
3000	989.940	-0.564	989.772
3001	989.970	-0.876	989.799
3002	990.000	-1.179	989.833
3003	990.030	-1.572	989.861
3004	990.060	-1.878	989.894
3005	990.090	-2.117	989.921
3006	990.120	-2.332	989.957
3007	990.150	-2.493	989.980
3008	990.180	-2.677	990.010
3009	990.210	-2.681	990.043
3010	990.240	-2.832	990.071
3011	990.270	-2.948	990.102
3012	990.300	-2.926	990.128
3013	990.330	-3.069	990.159
3014	990.360	-3.120	990.193
3015	990.390	-3.188	990.222
3016	990.420	-3.234	990.251
3017	990.450	-3.299	990.283
3018	990.480	-3.343	990.311
3019	990.510	-3.468	990.339
3020	990.540	-3.586	990.373
3021	990.570	-3.652	990.404
3022	990.600	-3.779	990.431
3023	990.630	-3.899	990.461
3024	990.660	-3.888	990.486
3025	990.690	-3.941	990.518
3026	990.720	-3.870	990.551
3027	990.750	-3.780	990.580
3028	990.780	-3.666	990.609
3029	990.810	-3.538	990.643
3030	990.840	-3.378	990.672
3031	990.870	-3.372	990.702
3032	990.900	-3.285	990.733
3033	990.930	-3.274	990.764
3034	990.960	-3.134	990.794
3035	990.990	-3.127	990.821
3036	991.020	-2.991	990.853
3037	991.050	-2.831	990.882
3038	991.080	-2.486	990.913
3039	991.110	-2.194	990.943
3040	991.140	-1.753	990.973
3041	991.170	-1.245	990.999
3042	991.200	-0.720	991.029
3043	991.230	-0.240	991.063
3044	991.260	0.194	991.091
3045	991.290	0.593	991.123
3046	991.320	0.847	991.152
3047	991.350	1.083	991.184
3048	991.380	1.312	991.207
3049	991.410	1.536	991.241
3050	991.440	1.752	991.271
3051	991.470	2.017	991.302
3052	991.500	2.319	991.330
3053	991.530	2.644	991.362
3054	991.560	2.985	991.391
3055	991.590	3.454	991.419
3056	991.620	3.797	991.450
3057	991.650	4.074	991.480
3058	991.680	4.278	991.508
3059	991.710	4.490	991.540
3060	991.740	4.560	991.570
3061	991.770	4.630	991.599
3062	991.800	4.557	991.631
3063	991.830	4.592	991.661
3064	991.860	4.502	991.693
3065	991.890	4.480	991.718
3066	991.920	4.452	991.747
3067	991.950	4.386	991.783
3068	991.980	4.356	991.813
3069	992.010	4.318	991.839
3070	992.040	4.272	991.874
3071	992.070	4.191	991.900
3072	992.100	4.030	991.932
3073	992.130	3.839	991.960
3074	992.160	3.582	991.992
3075	992.190	3.280	992.019
3076	992.220	3.086	992.050
3077	992.250	2.863	992.080
3078	992.280	2.578	992.113
3079	992.310	2.386	992.140
3080	992.340	2.115	992.171
3081	992.370	1.970	992.197
3082	992.400	1.775	992.233
3083	992.430	1.618	992.263
3084	992.460	1.446	992.288
3085	992.490	1.239	992.321
3086	992.520	0.973	992.347
3087	992.550	0.588	992.385
3088	992.580	0.153	992.409
3089	992.610	-0.219	992.443
3090	992.640	-0.616	992.471
3091	992.670	-1.049	992.503
3092	992.700	-1.483	992.531
3093	992.730	-1.905	992.563
3094	992.760	-2.442	992.589
3095	992.790	-2.901	992.620
3096	992.820	-3.264	992.651
3097	992.850	-3.795	992.686
3098	992.880	-4.141	992.709
3099	992.910	-4.500	992.740
3100	992.940	-4.713	992.769
3101	992.970	-4.954	992.800
3102	993.000	-5.064	992.829
3103	993.030	-5.257	992.860
3104	993.060	-5.209	992.890
3105	993.090	-5.256	992.919
3106	993.120	-5.200	992.949
3107	993.150	-5.155	992.982
3108	993.180	-5.182	993.011
3109	993.210	-5.113	993.040
3110	993.240	-5.158	993.068
3111	993.270	-5.063	993.100
3112	993.300	-4.960	993.132
3113	993.330	-4.749	993.159
3114	993.360	-4.458	993.188
3115	993.390	-4.116	993.220
3116	993.420	-3.804	993.252
3117	993.450	-3.482	993.281
3118	993.480	-3.007	993.310
3119	993.510	-2.583	993.343
3120	993.540	-2.163	993.374
3121	993.570	-1.744	993.403
3122	993.600	-1.459	993.433
3123	993.630	-1.159	993.460
3124	993.660	-0.961	993.491
3125	993.690	-0.747	993.523
3126	993.720	-0.562	993.552
3127	993.750	-0.245	993.577
3128	993.780	0.040	993.609
3129	993.810	0.468	993.638
3130	993.840	0.867	993.672
3131	993.870	1.221	993.699
3132	993.900	1.467	993.729
3133	993.930	1.627	993.760
3134	993.960	1.845	993.792
3135	993.990	1.987	993.822
3136	994.020	2.180	993.849
3137	994.050	2.342	993.881
3138	994.080	2.511	993.914
3139	994.110	2.596	993.938
3140	994.140	2.791	993.969
3141	994.170	2.997	994.002
3142	994.200	3.262	994.036
3143	994.230	3.573	994.060
3144	994.260	3.840	994.090
3145	994.290	4.014	994.120
3146	994.320	4.141	994.150
3147	994.350	4.195	994.181
3148	994.380	4.174	994.211
3149	994.410	4.174	994.239
3150	994.440	4.165	994.277
3151	994.470	4.180	994.303
3152	994.500	4.223	994.328
3153	994.530	4.205	994.364
3154	994.560	4.099	994.391
3155	994.590	3.956	994.418
3156	994.620	3.858	994.449
3157	994.650	3.697	994.481
3158	994.680	3.634	994.511
3159	994.710	3.624	994.542
3160	994.740	3.541	994.571
3161	994.770	3.359	994.603
3162	994.800	3.120	994.630
3163	994.830	2.860	994.659
3164	994.860	2.594	994.692
3165	994.890	2.315	994.722
3166	994.920	2.165	994.754
3167	994.950	1.959	994.780
3168	994.980	1.785	994.812
3169	995.010	1.520	994.842
3170	995.040	1.195	994.870
3171	995.070	0.885	994.896
3172	995.100	0.570	994.930
3173	995.130	0.245	994.962
3174	995.160	-0.018	994.989
3175	995.190	-0.303	995.022
3176	995.220	-0.699	995.051
3177	995.250	-1.058	995.080
3178	995.280	-1.403	995.116
3179	995.310	-1.706	995.139
3180	995.340	-1.955	995.171
3181	995.370	-2.248	995.204
3182	995.400	-2.402	995.229
3183	995.430	-2.672	995.264
3184	995.460	-2.962	995.289
3185	995.490	-3.280	995.321
3186	995.520	-3.582	995.351
3187	995.550	-3.941	995.382
3188	995.580	-4.237	995.413
3189	995.610	-4.472	995.443
3190	995.640	-4.546	995.477
3191	995.670	-4.647	995.500
3192	995.700	-4.657	995.529
3193	995.730	-4.655	995.559
3194	995.760	-4.699	995.591
3195	995.790	-4.644	995.619
3196	995.820	-4.670	995.654
3197	995.850	-4.629	995.676
3198	995.880	-4.739	995.710
3199	995.910	-4.700	995.741
3200	995.940	-4.718	995.775
3201	995.970	-4.608	995.802
3202	996.000	-4.511	995.831
3203	996.030	-4.370	995.858
3204	996.060	-4.260	995.891
3205	996.090	-3.983	995.921
3206	996.120	-3.653	995.950
3207	996.150	-3.371	995.983
3208	996.180	-3.095	996.010
3209	996.210	-2.727	996.047
3210	996.240	-2.315	996.071
3211	996.270	-2.031	996.099
3212	996.300	-1.731	996.133
3213	996.330	-1.450	996.162
3214	996.360	-1.097	996.191
3215	996.390	-0.683	996.219
3216	996.420	-0.209	996.255
3217	996.450	0.254	996.279
3218	996.480	0.685	996.310
3219	996.510	1.065	996.339
3220	996.540	1.536	996.368
3221	996.570	1.980	996.401
3222	996.600	2.409	996.429
3223	996.630	2.865	996.459
3224	996.660	3.242	996.491
3225	996.690	3.691	996.520
3226	996.720	4.097	996.555
3227	996.750	4.417	996.582
3228	996.780	4.714	996.609
3229	996.810	5.047	996.645
3230	996.840	5.219	996.670
3231	996.870	5.466	996.700
3232	996.900	5.678	996.731
3233	996.930	5.767	996.760
3234	996.960	5.826	996.791
3235	996.990	5.772	996.822
3236	997.020	5.678	996.853
3237	997.050	5.544	996.880
3238	997.080	5.392	996.912
3239	997.110	5.272	996.943
3240	997.140	5.080	996.971
3241	997.170	4.932	997.001
3242	997.200	4.717	997.031
3243	997.230	4.454	997.061
3244	997.260	4.131	997.089
3245	997.290	3.760	997.122
3246	997.320	3.465	997.151
3247	997.350	3.154	997.182
3248	997.380	2.860	997.209
3249	997.410	2.540	997.245
3250	997.440	2.288	997.274
3251	997.470	1.932	997.300
3252	997.500	1.612	997.332
3253	997.530	1.188	997.360
3254	997.560	0.812	997.389
3255	997.590	0.362	997.421
3256	997.620	-0.098	997.447
3257	997.650	-0.487	997.482
3258	997.680	-0.917	997.510
3259	997.710	-1.348	997.538
3260	997.740	-1.789	997.574
3261	997.770	-2.146	997.600
3262	997.800	-2.528	997.630
3263	997.830	-2.867	997.660
3264	997.860	-3.263	997.692
3265	997.890	-3.543	997.723
3266	997.920	-3.755	997.747
3267	997.950	-4.045	997.783
3268	997.980	-4.305	997.814
3269	998.010	-4.594	997.841
3270	998.040	-4.816	997.873
3271	998.070	-4.944	997.901
3272	998.100	-4.950	997.929
3273	998.130	-4.904	997.965
3274	998.160	-4.754	997.991
3275	998.190	-4.609	998.023
3276	998.220	-4.410	998.052
3277	998.250	-4.345	998.080
3278	998.280	-4.238	998.112
3279	998.310	-4.143	998.141
3280	998.340	-3.988	998.172
3281	998.370	-3.845	998.201
3282	998.400	-3.599	998.230
3283	998.430	-3.378	998.263
3284	998.460	-3.175	998.290
3285	998.490	-2.890	998.320
3286	998.520	-2.696	998.353
3287	998.550	-2.414	998.383
3288	998.580	-2.097	998.416
3289	998.610	-1.804	998.441
3290	998.640	-1.518	998.472
3291	998.670	-1.253	998.503
3292	998.700	-1.041	998.531
3293	998.730	-0.853	998.560
3294	998.760	-0.684	998.594
3295	998.790	-0.529	998.620
3296	998.820	-0.368	998.650
3297	998.850	-0.160	998.682
3298	998.880	-0.045	998.709
3299	998.910	0.160	998.739
3300	998.940	0.368	998.774
3301	998.970	0.647	998.800
3302	999.000	0.874	998.833
3303	999.030	1.105	998.858
3304	999.060	1.309	998.889
3305	999.090	1.510	998.916
3306	999.120	1.631	998.951
3307	999.150	1.735	998.983
3308	999.180	1.968	999.012
3309	999.210	2.024	999.042
3310	999.240	2.166	999.072
3311	999.270	2.311	999.102
3312	999.300	2.459	999.132
3313	999.330	2.413	999.159
3314	999.360	2.527	999.191
3315	999.390	2.537	999.218
3316	999.420	2.593	999.248
3317	999.450	2.797	999.280
3318	999.480	2.933	999.310
3319	999.510	3.203	999.340
3320	999.540	3.288	999.371
3321	999.570	3.415	999.401
3322	999.600	3.445	999.428
3323	999.630	3.552	999.459
3324	999.660	3.606	999.492
3325	999.690	3.569	999.522
3326	999.720	3.564	999.551
3327	999.750	3.460	999.583
3328	999.780	3.370	999.612
3329	999.810	3.188	999.636
3330	999.840	3.013	999.672
3331	999.870	2.886	999.703
3332	999.900	2.814	999.730
3333	999.930	2.752	999.760
3334	999.960	2.641	999.791
3335	999.990	2.462	999.821
3336	1000.020	2.253	999.853
3337	1000.050	2.057	999.886
3338	1000.080	1.779	999.912
3339	1000.110	1.538	999.940
3340	1000.140	1.249	999.972
3341	1000.170	0.949	999.999
3342	1000.200	0.710	1000.033
3343	1000.230	0.552	1000.062
3344	1000.260	0.243	1000.090
3345	1000.290	-0.035	1000.121
3346	1000.320	-0.288	1000.150
3347	1000.350	-0.561	1000.184
3348	1000.380	-0.808	1000.211
3349	1000.410	-0.982	1000.240
3350	1000.440	-1.159	1000.269
3351	1000.470	-1.395	1000.301
3352	1000.500	-1.625	1000.331
3353	1000.530	-1.943	1000.362
3354	1000.560	-2.282	1000.391
3355	1000.590	-2.547	1000.419
3356	1000.620	-2.791	1000.449
3357	1000.650	-3.041	1000.482
3358	1000.680	-3.254	1000.509
3359	1000.710	-3.388	1000.541
3360	1000.740	-3.483	1000.572
3361	1000.770	-3.606	1000.601
3362	1000.800	-3.623	1000.629
3363	1000.830	-3.595	1000.663
3364	1000.860	-3.636	1000.694
3365	1000.890	-3.563	1000.718
3366	1000.920	-3.596	1000.750
3367	1000.950	-3.588	1000.781
3368	1000.980	-3.710	1000.811
3369	1001.010	-3.780	1000.842
3370	1001.040	-3.872	1000.867
3371	1001.070	-3.911	1000.901
3372	1001.100	-3.891	1000.926
3373	1001.130	-3.827	1000.960
3374	1001.160	-3.718	1000.995
3375	1001.190	-3.567	1001.019
3376	1001.220	-3.334	1001.051
3377	1001.250	-2.983	1001.080
3378	1001.280	-2.530	1001.111
3379	1001.310	-2.237	1001.142
3380	1001.340	-1.965	1001.169
3381	1001.370	-1.665	1001.202
3382	1001.400	-1.329	1001.232
3383	1001.430	-1.008	1001.259
3384	1001.460	-0.776	1001.288
3385	1001.490	-0.468	1001.322
3386	1001.520	-0.183	1001.355
3387	1001.550	-0.024	1001.381
3388	1001.580	0.272	1001.413
3389	1001.610	0.390	1001.443
3390	1001.640	0.683	1001.471
3391	1001.670	0.918	1001.503
3392	1001.700	1.270	1001.529
3393	1001.730	1.498	1001.559
3394	1001.760	1.910	1001.594
3395	1001.790	2.112	1001.619
3396	1001.820	2.367	1001.652
3397	1001.850	2.511	1001.681
3398	1001.880	2.668	1001.709
3399	1001.910	2.924	1001.743
3400	1001.940	3.097	1001.770
3401	1001.970	3.204	1001.798
3402	1002.000	3.404	1001.829
3403	1002.030	3.402	1001.861
3404	1002.060	3.451	1001.891
3405	1002.090	3.456	1001.921
3406	1002.120	3.436	1001.953
3407	1002.150	3.487	1001.981
3408	1002.180	3.565	1002.012
3409	1002.210	3.650	1002.040
3410	1002.240	3.665	1002.068
3411	1002.270	3.540	1002.100
3412	1002.300	3.457	1002.132
3413	1002.330	3.241	1002.161
3414	1002.360	3.179	1002.191
3415	1002.390	3.006	1002.219
3416	1002.420	2.966	1002.252
3417	1002.450	2.849	1002.282
3418	1002.480	2.665	1002.313
3419	1002.510	2.394	1002.341
3420	1002.540	2.149	1002.369
3421	1002.570	1.929	1002.402
3422	1002.600	1.709	1002.428
3423	1002.630	1.614	1002.462
3424	1002.660	1.513	1002.492
3425	1002.690	1.422	1002.520
3426	1002.720	1.385	1002.551
3427	1002.750	1.228	1002.582
3428	1002.780	1.080	1002.610
3429	1002.810	0.857	1002.637
3430	1002.840	0.620	1002.670
3431	1002.870	0.423	1002.703
3432	1002.900	0.172	1002.731
3433	1002.930	-0.085	1002.759
3434	1002.960	-0.439	1002.789
3435	1002.990	-0.791	1002.822
3436	1003.020	-1.144	1002.856
3437	1003.050	-1.442	1002.880
3438	1003.080	-1.656	1002.910
3439	1003.110	-1.804	1002.940
3440	1003.140	-1.895	1002.972
3441	1003.170	-2.082	1003.002
3442	1003.200	-2.157	1003.031
3443	1003.230	-2.195	1003.058
3444	1003.260	-2.391	1003.090
3445	1003.290	-2.545	1003.123
3446	1003.320	-2.675	1003.150
3447	1003.350	-2.854	1003.181
3448	1003.380	-3.032	1003.208
3449	1003.410	-3.190	1003.236
3450	1003.440	-3.311	1003.270
3451	1003.470	-3.445	1003.305
3452	1003.500	-3.480	1003.332
3453	1003.530	-3.445	1003.363
3454	1003.560	-3.513	1003.392
3455	1003.590	-3.470	1003.421
3456	1003.620	-3.480	1003.452
3457	1003.650	-3.306	1003.480
3458	1003.680	-3.265	1003.512
3459	1003.710	-3.152	1003.540
3460	1003.740	-3.107	1003.574
3461	1003.770	-3.078	1003.602
3462	1003.800	-3.117	1003.633
3463	1003.830	-3.072	1003.662
3464	1003.860	-3.035	1003.694
3465	1003.890	-2.897	1003.722
3466	1003.920	-2.765	1003.752
3467	1003.950	-2.446	1003.783
3468	1003.980	-2.184	1003.812
3469	1004.010	-1.891	1003.841
3470	1004.040	-1.556	1003.874
3471	1004.070	-1.251	1003.897
3472	1004.100	-0.938	1003.928
3473	1004.130	-0.725	1003.964
3474	1004.160	-0.429	1003.992
3475	1004.190	-0.160	1004.023
3476	1004.220	0.037	1004.052
3477	1004.250	0.243	1004.079
3478	1004.280	0.392	1004.111
3479	1004.310	0.672	1004.139
3480	1004.340	0.867	1004.168
3481	1004.370	1.241	1004.205
3482	1004.400	1.473	1004.232
3483	1004.430	1.797	1004.263
3484	1004.460	2.042	1004.291
3485	1004.490	2.315	1004.318
3486	1004.520	2.493	1004.349
3487	1004.550	2.708	1004.379
3488	1004.580	2.862	1004.412
3489	1004.610	3.084	1004.444
3490	1004.640	3.230	1004.471
3491	1004.670	3.402	1004.503
3492	1004.700	3.541	1004.531
3493	1004.730	3.556	1004.564
3494	1004.760	3.696	1004.590
3495	1004.790	3.715	1004.623
3496	1004.820	3.786	1004.652
3497	1004.850	3.812	1004.682
3498	1004.880	3.805	1004.708
3499	1004.910	3.825	1004.739
3500	1004.940	3.780	1004.772
3501	1004.970	3.693	1004.802
3502	1005.000	3.623	1004.832
3503	1005.030	3.510	1004.862
3504	1005.060	3.354	1004.889
3505	1005.090	3.295	1004.921
3506	1005.120	3.101	1004.951
3507	1005.150	2.982	1004.982
3508	1005.180	2.708	1005.009
3509	1005.210	2.457	1005.041
3510	1005.240	2.142	1005.071
3511	1005.270	1.942	1005.098
3512	1005.300	1.687	1005.133
3513	1005.330	1.420	1005.160
3514	1005.360	1.146	1005.193
3515	1005.390	0.970	1005.223
3516	1005.420	0.704	1005.252
3517	1005.450	0.417	1005.279
3518	1005.480	0.225	1005.315
3519	1005.510	-0.038	1005.336
3520	1005.540	-0.242	1005.371
3521	1005.570	-0.453	1005.399
3522	1005.600	-0.665	1005.436
3523	1005.630	-0.800	1005.461
3524	1005.660	-1.129	1005.494
3525	1005.690	-1.429	1005.524
3526	1005.720	-1.778	1005.551
3527	1005.750	-2.018	1005.581
3528	1005.780	-2.267	1005.608
3529	1005.810	-2.413	1005.643
3530	1005.840	-2.542	1005.672
3531	1005.870	-2.684	1005.703
3532	1005.900	-2.809	1005.728
3533	1005.930	-2.954	1005.759
3534	1005.960	-3.121	1005.792
3535	1005.990	-3.320	1005.824
3536	1006.020	-3.422	1005.849
3537	1006.050	-3.516	1005.882
3538	1006.080	-3.661	1005.914
3539	1006.110	-3.870	1005.944
3540	1006.140	-3.909	1005.974
3541	1006.170	-4.018	1006.004
3542	1006.200	-4.101	1006.032
3543	1006.230	-4.001	1006.062
3544	1006.260	-3.902	1006.088
3545	1006.290	-3.762	1006.121
3546	1006.320	-3.615	1006.148
3547	1006.350	-3.456	1006.180
3548	1006.380	-3.199	1006.215
3549	1006.410	-3.048	1006.243
3550	1006.440	-2.870	1006.268
3551	1006.470	-2.702	1006.301
3552	1006.500	-2.481	1006.332
3553	1006.530	-2.228	1006.359
3554	1006.560	-1.916	1006.391
3555	1006.590	-1.523	1006.421
3556	1006.620	-1.197	1006.452
3557	1006.650	-0.849	1006.483
3558	1006.680	-0.612	1006.513
3559	1006.710	-0.283	1006.542
3560	1006.740	-0.019	1006.570
3561	1006.770	0.215	1006.605
3562	1006.800	0.392	1006.629
3563	1006.830	0.637	1006.659
3564	1006.860	0.764	1006.689
3565	1006.890	0.942	1006.720
3566	1006.920	1.044	1006.751
3567	1006.950	1.213	1006.786
3568	1006.980	1.291	1006.812
3569	1007.010	1.519	1006.841
3570	1007.040	1.746	1006.870
3571	1007.070	1.910	1006.901
3572	1007.100	2.165	1006.928
3573	1007.130	2.246	1006.962
3574	1007.160	2.411	1006.990
3575	1007.190	2.471	1007.018
3576	1007.220	2.455	1007.051
3577	1007.250	2.517	1007.080
3578	1007.280	2.571	1007.110
3579	1007.310	2.650	1007.140
3580	1007.340	2.646	1007.173
3581	1007.370	2.683	1007.205
3582	1007.400	2.697	1007.233
3583	1007.430	2.778	1007.263
3584	1007.460	2.766	1007.289
3585	1007.490	2.748	1007.321
3586	1007.520	2.812	1007.350
3587	1007.550	2.788	1007.384
3588	1007.580	2.732	1007.408
3589	1007.610	2.714	1007.442
3590	1007.640	2.661	1007.474
3591	1007.670	2.675	1007.504
3592	1007.700	2.637	1007.530
3593	1007.730	2.601	1007.562
3594	1007.760	2.504	1007.591
3595	1007.790	2.526	1007.621
3596	1007.820	2.467	1007.652
3597	1007.850	2.322	1007.680
3598	1007.880	2.261	1007.712
3599	1007.910	2.236	1007.742
3600	1007.940	2.178	1007.769
3601	1007.970	2.074	1007.801
3602	1008.000	1.945	1007.832
3603	1008.030	1.819	1007.860
3604	1008.060	1.486	1007.893
3605	1008.090	1.286	1007.919
3606	1008.120	1.007	1007.948
3607	1008.150	0.769	1007.981
3608	1008.180	0.618	1008.012
3609	1008.210	0.362	1008.045
3610	1008.240	0.135	1008.068
3611	1008.270	-0.061	1008.100
3612	1008.300	-0.276	1008.128
3613	1008.330	-0.456	1008.162
3614	1008.360	-0.619	1008.194
3615	1008.390	-0.930	1008.220
3616	1008.420	-1.175	1008.252
3617	1008.450	-1.404	1008.283
3618	1008.480	-1.651	1008.310
3619	1008.510	-1.924	1008.340
3620	1008.540	-2.271	1008.373
3621	1008.570	-2.538	1008.402
3622	1008.600	-2.873	1008.431
3623	1008.630	-3.060	1008.460
3624	1008.660	-3.243	1008.492
3625	1008.690	-3.393	1008.521
3626	1008.720	-3.507	1008.550
3627	1008.750	-3.579	1008.587
3628	1008.780	-3.690	1008.612
3629	1008.810	-3.851	1008.639
3630	1008.840	-3.982	1008.672
3631	1008.870	-4.149	1008.701
3632	1008.900	-4.264	1008.731
3633	1008.930	-4.346	1008.762
3634	1008.960	-4.337	1008.792
3635	1008.990	-4.315	1008.825
3636	1009.020	-4.305	1008.853
3637	1009.050	-4.194	1008.878
3638	1009.080	-4.129	1008.912
3639	1009.110	-4.027	1008.945
3640	1009.140	-3.823	1008.976
3641	1009.170	-3.678	1009.002
3642	1009.200	-3.391	1009.033
3643	1009.230	-3.181	1009.063
3644	1009.260	-2.935	1009.094
3645	1009.290	-2.731	1009.115
3646	1009.320	-2.427	1009.152
3647	1009.350	-2.260	1009.184
3648	1009.380	-1.940	1009.210
3649	1009.410	-1.621	1009.241
3650	1009.440	-1.199	1009.273
3651	1009.470	-0.752	1009.301
3652	1009.500	-0.376	1009.330
3653	1009.530	0.032	1009.360
3654	1009.560	0.501	1009.391
3655	1009.590	0.885	1009.421
3656	1009.620	1.388	1009.453
3657	1009.650	1.785	1009.478
3658	1009.680	2.364	1009.514
3659	1009.710	2.723	1009.541
3660	1009.740	3.123	1009.571
3661	1009.770	3.530	1009.601
3662	1009.800	3.775	1009.638
3663	1009.830	4.064	1009.661
3664	1009.860	4.315	1009.687
3665	1009.890	4.486	1009.719
3666	1009.920	4.616	1009.749
3667	1009.950	4.668	1009.779
3668	1009.980	4.716	1009.811
3669	1010.010	4.644	1009.837
3670	1010.040	4.573	1009.870
3671	1010.070	4.453	1009.900
3672	1010.100	4.412	1009.929
3673	1010.130	4.385	1009.961
3674	1010.160	4.392	1009.991
3675	1010.190	4.388	1010.024
3676	1010.220	4.375	1010.050
3677	1010.250	4.301	1010.080
3678	1010.280	4.186	1010.111
3679	1010.310	4.037	1010.139
3680	1010.340	3.872	1010.173
3681	1010.370	3.670	1010.200
3682	1010.400	3.523	1010.230
3683	1010.430	3.172	1010.258
3684	1010.460	2.935	1010.292
3685	1010.490	2.661	1010.319
3686	1010.520	2.275	1010.351
3687	1010.550	1.950	1010.379
3688	1010.580	1.633	1010.408
3689	1010.610	1.324	1010.441
3690	1010.640	1.056	1010.469
3691	1010.670	0.740	1010.501
3692	1010.700	0.354	1010.529
3693	1010.730	-0.051	1010.561
3694	1010.760	-0.324	1010.594
3695	1010.790	-0.741	1010.628
3696	1010.820	-1.007	1010.653
3697	1010.850	-1.276	1010.682
3698	1010.880	-1.566	1010.710
3699	1010.910	-1.872	1010.740
3700	1010.940	-2.086	1010.773
3701	1010.970	-2.327	1010.802
3702	1011.000	-2.574	1010.832
3703	1011.030	-2.798	1010.860
3704	1011.060	-2.907	1010.892
3705	1011.090	-3.132	1010.921
3706	1011.120	-3.261	1010.950
3707	1011.150	-3.407	1010.980
3708	1011.180	-3.482	1011.012
3709	1011.210	-3.702	1011.041
3710	1011.240	-3.702	1011.070
3711	1011.270	-3.772	1011.099
3712	1011.300	-3.724	1011.135
3713	1011.330	-3.757	1011.161
3714	1011.360	-3.787	1011.192
3715	1011.390	-3.830	1011.219
3716	1011.420	-4.014	1011.247
3717	1011.450	-4.055	1011.282
3718	1011.480	-4.091	1011.311
3719	1011.510	-3.911	1011.340
3720	1011.540	-3.832	1011.371
3721	1011.570	-3.613	1011.401
3722	1011.600	-3.437	1011.432
3723	1011.630	-3.397	1011.464
3724	1011.660	-3.194	1011.489
3725	1011.690	-2.992	1011.521
3726	1011.720	-2.830	1011.550
3727	1011.750	-2.647	1011.581
3728	1011.780	-2.443	1011.613
3729	1011.810	-2.300	1011.640
3730	1011.840	-2.300	1011.671
3731	1011.870	-2.173	1011.702
3732	1011.900	-2.011	1011.732
3733	1011.930	-1.836	1011.759
3734	1011.960	-1.611	1011.790
3735	1011.990	-1.333	1011.823
3736	1012.020	-0.987	1011.854
3737	1012.050	-0.578	1011.884
3738	1012.080	-0.261	1011.912
3739	1012.110	0.023	1011.939
3740	1012.140	0.262	1011.972
3741	1012.170	0.572	1011.999
3742	1012.200	0.915	1012.035
3743	1012.230	1.174	1012.061
3744	1012.260	1.452	1012.093
3745	1012.290	1.710	1012.120
3746	1012.320	1.944	1012.148
3747	1012.350	2.146	1012.180
3748	1012.380	2.425	1012.212
3749	1012.410	2.742	1012.241
